Date,transactionvalue30emaUSD
2016/01/01,29.043
2016/01/02,28.932
2016/01/03,29.6
2016/01/04,28.711
2016/01/05,30.827
2016/01/06,29.802
2016/01/07,28.898
2016/01/08,28.182
2016/01/09,27.589
2016/01/10,26.764
2016/01/11,28.188
2016/01/12,33.287
2016/01/13,32.886
2016/01/14,33.06
2016/01/15,38.592
2016/01/16,40.391
2016/01/17,40.819
2016/01/18,54.273
2016/01/19,58.96
2016/01/20,60.504
2016/01/21,61.141
2016/01/22,63.7
2016/01/23,71.25
2016/01/24,87.398
2016/01/25,100.298
2016/01/26,108.413
2016/01/27,111.473
2016/01/28,113.112
2016/01/29,114.335
2016/01/30,117.942
2016/01/31,122.239
2016/02/01,120.411
2016/02/02,118.897
2016/02/03,118.034
2016/02/04,114.174
2016/02/05,112.966
2016/02/06,106.884
2016/02/07,110.905
2016/02/08,123.803
2016/02/09,138.567
2016/02/10,161.431
2016/02/11,177.708
2016/02/12,210.498
2016/02/13,218.441
2016/02/14,221.823
2016/02/15,222.574
2016/02/16,231.464
2016/02/17,226.503
2016/02/18,229.174
2016/02/19,222.175
2016/02/20,228.272
2016/02/21,221.51
2016/02/22,221.892
2016/02/23,238.323
2016/02/24,263.147
2016/02/25,265.323
2016/02/26,321.763
2016/02/27,346.954
2016/02/28,341.569
2016/02/29,334.009
2016/03/01,338.521
2016/03/02,395.337
2016/03/03,420.231
2016/03/04,430.285
2016/03/05,478.432
2016/03/06,489.365
2016/03/07,500.151
2016/03/08,523.047
2016/03/09,520.53
2016/03/10,512.877
2016/03/11,508.91
2016/03/12,521.679
2016/03/13,553.177
2016/03/14,567.176
2016/03/15,566.877
2016/03/16,564.793
2016/03/17,567.29
2016/03/18,579.446
2016/03/19,557.592
2016/03/20,532.922
2016/03/21,517.96
2016/03/22,500.146
2016/03/23,481.664
2016/03/24,469.573
2016/03/25,449.766
2016/03/26,427.112
2016/03/27,426.538
2016/03/28,416.059
2016/03/29,417.641
2016/03/30,418.977
2016/03/31,413.06
2016/04/01,395.012
2016/04/02,378.996
2016/04/03,360.018
2016/04/04,345.945
2016/04/05,335.788
2016/04/06,326.664
2016/04/07,320.796
2016/04/08,310.403
2016/04/09,315.758
2016/04/10,315.758
2016/04/11,306.636
2016/04/12,302.825
2016/04/13,299.15
2016/04/14,294.515
2016/04/15,284.603
2016/04/16,273.837
2016/04/17,268.408
2016/04/18,262.231
2016/04/19,252.615
2016/04/20,247.66
2016/04/21,238.632
2016/04/22,235.514
2016/04/23,236.762
2016/04/24,227.303
2016/04/25,222.754
2016/04/26,225.236
2016/04/27,222.03
2016/04/28,218.557
2016/04/29,212.295
2016/04/30,230.125
2016/05/01,240.345
2016/05/02,253.231
2016/05/03,260.058
2016/05/04,261.341
2016/05/05,262.069
2016/05/06,276.145
2016/05/07,283.833
2016/05/08,286.811
2016/05/09,300.325
2016/05/10,311.537
2016/05/11,338.18
2016/05/12,363.788
2016/05/13,456.414
2016/05/14,511.994
2016/05/15,501.672
2016/05/16,496.298
2016/05/17,489.104
2016/05/18,490.656
2016/05/19,512.7
2016/05/20,525.947
2016/05/21,512.112
2016/05/22,494.739
2016/05/23,488.745
2016/05/24,491.676
2016/05/25,489.53
2016/05/26,478.059
2016/05/27,486.15
2016/05/28,477.863
2016/05/29,464.076
2016/05/30,453.072
2016/05/31,443.528
2016/06/01,431.628
2016/06/02,415.009
2016/06/03,402.071
2016/06/04,386.93
2016/06/05,372.599
2016/06/06,359.567
2016/06/07,356.011
2016/06/08,382.725
2016/06/09,368.787
2016/06/10,365.209
2016/06/11,354.365
2016/06/12,355.962
2016/06/13,360.368
2016/06/14,370.045
2016/06/15,371.261
2016/06/16,390.2
2016/06/17,435.668
2016/06/18,475.252
2016/06/19,472.52
2016/06/20,483.982
2016/06/21,481.897
2016/06/22,489.652
2016/06/23,493.628
2016/06/24,483.926
2016/06/25,484.033
2016/06/26,466.241
2016/06/27,450.873
2016/06/28,452.337
2016/06/29,443.069
2016/06/30,425.381
2016/07/01,414.72
2016/07/02,397.085
2016/07/03,381.358
2016/07/04,378.558
2016/07/05,415.983
2016/07/06,408.25
2016/07/07,397.71
2016/07/08,382.974
2016/07/09,368.614
2016/07/10,356.652
2016/07/11,347.873
2016/07/12,339.82
2016/07/13,335.64
2016/07/14,329.477
2016/07/15,381.111
2016/07/16,372.097
2016/07/17,364.474
2016/07/18,394.279
2016/07/19,529.258
2016/07/20,711.421
2016/07/21,696.86
2016/07/22,706.404
2016/07/23,715.184
2016/07/24,858.982
2016/07/25,957.233
2016/07/26,1173
2016/07/27,1289
2016/07/28,1335
2016/07/29,1342
2016/07/30,1328
2016/07/31,1301
2016/08/01,1305
2016/08/02,1357
2016/08/03,1379
2016/08/04,1345
2016/08/05,1326
2016/08/06,1271
2016/08/07,1223
2016/08/08,1179
2016/08/09,1154
2016/08/10,1161
2016/08/11,1148
2016/08/12,1114
2016/08/13,1078
2016/08/14,1038
2016/08/15,995.468
2016/08/16,944.953
2016/08/17,911.854
2016/08/18,870.422
2016/08/19,830.822
2016/08/20,804.056
2016/08/21,811.897
2016/08/22,796.004
2016/08/23,810.734
2016/08/24,773.667
2016/08/25,737.123
2016/08/26,719.762
2016/08/27,687.879
2016/08/28,657.375
2016/08/29,633.494
2016/08/30,605.718
