Date,fee_to_reward3emaUSD
2017/06/16,0.924
2017/06/17,0.865
2017/06/18,0.856
2017/06/19,0.901
2017/06/20,1.678
2017/06/21,2.423
2017/06/22,2.424
2017/06/23,2.065
2017/06/24,2.068
2017/06/25,1.775
2017/06/26,1.818
2017/06/27,1.506
2017/06/28,1.757
2017/06/29,1.694
2017/06/30,1.465
2017/07/01,1.295
2017/07/02,1.213
2017/07/03,1.346
2017/07/04,1.323
2017/07/05,1.376
2017/07/06,1.226
2017/07/07,1.228
2017/07/08,1.244
2017/07/09,1.075
2017/07/10,1.051
2017/07/11,1.091
2017/07/12,1.2
2017/07/13,1.254
2017/07/14,1.18
2017/07/15,1.154
2017/07/16,1.125
2017/07/17,1.123
2017/07/18,1.397
2017/07/19,1.327
2017/07/20,1.161
2017/07/21,1.115
2017/07/22,1.001
2017/07/23,1.062
2017/07/24,1.135
2017/07/25,1.252
2017/07/26,1.19
2017/07/27,1.114
2017/07/28,1.099
2017/07/29,0.949
2017/07/30,0.877
2017/07/31,0.897
2017/08/01,1.035
2017/08/02,1.054
2017/08/03,1.067
2017/08/04,1.026
2017/08/05,1.049
2017/08/06,1.076
2017/08/07,1.25
2017/08/08,1.37
2017/08/09,1.275
2017/08/10,1.331
2017/08/11,1.431
2017/08/12,1.461
2017/08/13,1.392
2017/08/14,1.44
2017/08/15,1.544
2017/08/16,2.314
2017/08/17,2.327
2017/08/18,2.626
2017/08/19,2.298
2017/08/20,1.783
2017/08/21,1.584
2017/08/22,1.47
2017/08/23,1.396
2017/08/24,1.378
2017/08/25,1.46
2017/08/26,1.476
2017/08/27,1.437
2017/08/28,1.547
2017/08/29,2.019
2017/08/30,2.076
2017/08/31,2.623
2017/09/01,2.545
2017/09/02,2.197
2017/09/03,1.856
2017/09/04,2.137
2017/09/05,2.517
2017/09/06,3.119
2017/09/07,3.314
2017/09/08,3.461
2017/09/09,2.821
2017/09/10,2.411
2017/09/11,2.177
2017/09/12,2.298
2017/09/13,2.277
2017/09/14,2.138
2017/09/15,2.57
2017/09/16,2.861
2017/09/17,2.332
2017/09/18,2.155
2017/09/19,2.007
2017/09/20,2.366
2017/09/21,1.978
2017/09/22,1.89
2017/09/23,1.892
2017/09/24,2.223
2017/09/25,2.28
2017/09/26,2.325
2017/09/27,2.287
2017/09/28,2.269
2017/09/29,2.181
2017/09/30,2.241
2017/10/01,2.156
2017/10/02,2.137
2017/10/03,2.249
2017/10/04,2.296
2017/10/05,2.326
2017/10/06,2.497
2017/10/07,2.241
2017/10/08,2.227
2017/10/09,2.289
2017/10/10,2.363
2017/10/11,2.51
2017/10/12,2.527
2017/10/13,2.641
2017/10/14,2.525
2017/10/15,2.426
2017/10/16,2.194
2017/10/17,1.843
2017/10/18,1.594
2017/10/19,1.438
2017/10/20,1.631
2017/10/21,1.356
2017/10/22,1.133
2017/10/23,1.164
2017/10/24,1.361
2017/10/25,1.336
2017/10/26,1.273
2017/10/27,1.286
2017/10/28,1.166
2017/10/29,1.107
2017/10/30,1.209
2017/10/31,1.292
2017/11/01,1.442
2017/11/02,1.54
2017/11/03,1.392
2017/11/04,1.17
2017/11/05,1.023
2017/11/06,1.063
2017/11/07,1.162
2017/11/08,1.3
2017/11/09,1.343
2017/11/10,1.286
2017/11/11,1.175
2017/11/12,1.229
2017/11/13,1.295
2017/11/14,1.418
2017/11/15,1.595
2017/11/16,1.532
2017/11/17,1.555
2017/11/18,1.354
2017/11/19,1.305
2017/11/20,1.468
2017/11/21,1.534
2017/11/22,1.573
2017/11/23,1.574
2017/11/24,1.479
2017/11/25,1.38
2017/11/26,1.439
2017/11/27,1.562
2017/11/28,1.699
2017/11/29,1.836
2017/11/30,1.83
2017/12/01,1.831
2017/12/02,1.703
2017/12/03,1.756
2017/12/04,2.6
2017/12/05,3.73
2017/12/06,4.983
2017/12/07,6.941
2017/12/08,8.114
2017/12/09,8.418
2017/12/10,8.204
2017/12/11,7.364
2017/12/12,6.927
2017/12/13,6.32
2017/12/14,6.641
2017/12/15,6.337
2017/12/16,6.238
2017/12/17,5.641
2017/12/18,5.29
2017/12/19,5.702
2017/12/20,6.389
2017/12/21,6.847
2017/12/22,6.83
2017/12/23,5.965
2017/12/24,5.213
2017/12/25,4.279
2017/12/26,3.794
2017/12/27,3.715
2017/12/28,3.697
2017/12/29,4.035
2017/12/30,4.117
2017/12/31,3.969
2018/01/01,3.67
2018/01/02,4.087
2018/01/03,4.614
2018/01/04,5.286
2018/01/05,8.163
2018/01/06,10.335
2018/01/07,10.398
2018/01/08,10.643
2018/01/09,10.986
2018/01/10,11.876
2018/01/11,11.5
2018/01/12,10.153
2018/01/13,9.689
2018/01/14,9.134
2018/01/15,9.011
2018/01/16,8.799
2018/01/17,8.489
2018/01/18,8.526
2018/01/19,8.027
2018/01/20,7.551
2018/01/21,6.613
2018/01/22,5.846
2018/01/23,5.854
2018/01/24,5.636
2018/01/25,5.119
2018/01/26,4.667
2018/01/27,4.141
2018/01/28,4.016
2018/01/29,4.668
2018/01/30,4.658
2018/01/31,4.631
2018/02/01,5.483
2018/02/02,5.27
2018/02/03,4.563
2018/02/04,4.14
2018/02/05,3.97
2018/02/06,4.016
2018/02/07,3.861
2018/02/08,3.364
2018/02/09,3.252
2018/02/10,3.288
2018/02/11,3.083
2018/02/12,2.966
2018/02/13,2.887
2018/02/14,2.9
2018/02/15,2.852
2018/02/16,2.772
2018/02/17,2.882
2018/02/18,3.15
2018/02/19,3.029
2018/02/20,3.167
2018/02/21,3.18
2018/02/22,2.962
2018/02/23,2.852
2018/02/24,2.817
2018/02/25,2.653
2018/02/26,2.552
2018/02/27,2.542
2018/02/28,2.908
2018/03/01,2.722
2018/03/02,2.928
2018/03/03,2.607
2018/03/04,2.506
2018/03/05,2.602
2018/03/06,2.457
2018/03/07,2.578
2018/03/08,2.51
2018/03/09,2.385
2018/03/10,2.094
2018/03/11,1.869
2018/03/12,2.093
2018/03/13,1.937
2018/03/14,1.914
2018/03/15,1.846
2018/03/16,1.779
2018/03/17,1.598
2018/03/18,1.633
2018/03/19,1.682
2018/03/20,1.691
2018/03/21,1.857
2018/03/22,1.89
2018/03/23,1.976
2018/03/24,1.852
2018/03/25,1.694
2018/03/26,1.747
2018/03/27,1.699
2018/03/28,1.685
2018/03/29,1.719
2018/03/30,1.662
2018/03/31,1.478
2018/04/01,1.328
2018/04/02,1.372
2018/04/03,1.446
2018/04/04,1.38
2018/04/05,1.777
2018/04/06,1.639
2018/04/07,1.386
2018/04/08,1.347
2018/04/09,1.381
2018/04/10,1.36
2018/04/11,1.435
2018/04/12,1.587
2018/04/13,1.772
2018/04/14,1.611
2018/04/15,1.48
2018/04/16,1.497
2018/04/17,1.561
2018/04/18,1.735
2018/04/19,1.855
2018/04/20,1.934
2018/04/21,1.754
2018/04/22,1.692
2018/04/23,1.728
2018/04/24,1.94
2018/04/25,1.988
2018/04/26,2.013
2018/04/27,2.096
2018/04/28,2.083
2018/04/29,2.246
2018/04/30,2.375
2018/05/01,2.183
2018/05/02,2.13
2018/05/03,2.312
2018/05/04,2.358
2018/05/05,2.13
2018/05/06,1.922
2018/05/07,1.941
2018/05/08,2.023
2018/05/09,2.169
2018/05/10,2.703
2018/05/11,2.918
2018/05/12,2.569
2018/05/13,2.46
2018/05/14,2.709
2018/05/15,2.837
2018/05/16,2.993
2018/05/17,3.198
2018/05/18,3.214
2018/05/19,3.036
2018/05/20,2.842
2018/05/21,2.915
2018/05/22,3.137
2018/05/23,3.234
2018/05/24,3.212
2018/05/25,3.095
2018/05/26,2.861
2018/05/27,2.65
2018/05/28,3.164
2018/05/29,3.365
2018/05/30,3.553
2018/05/31,4.057
2018/06/01,3.935
2018/06/02,3.284
2018/06/03,2.937
2018/06/04,3.053
2018/06/05,2.935
2018/06/06,3.183
2018/06/07,2.955
2018/06/08,2.675
2018/06/09,2.294
2018/06/10,2.127
2018/06/11,2.092
2018/06/12,2.077
2018/06/13,2.122
2018/06/14,2.227
2018/06/15,2.442
2018/06/16,2.078
2018/06/17,1.738
2018/06/18,1.619
2018/06/19,1.854
2018/06/20,1.906
2018/06/21,1.895
2018/06/22,2.338
2018/06/23,1.949
2018/06/24,1.847
2018/06/25,2.064
2018/06/26,1.897
2018/06/27,1.817
2018/06/28,1.746
2018/06/29,1.761
2018/06/30,4.484
2018/07/01,8.185
2018/07/02,13.461
2018/07/03,14.107
2018/07/04,12.785
2018/07/05,11.5
2018/07/06,12.24
2018/07/07,12.003
2018/07/08,8.903
2018/07/09,6.809
2018/07/10,5.036
2018/07/11,4.341
2018/07/12,5.079
2018/07/13,5.826
2018/07/14,8.683
2018/07/15,10.747
2018/07/16,6.688
2018/07/17,4.425
2018/07/18,3.289
2018/07/19,2.621
2018/07/20,2.579
2018/07/21,2.592
2018/07/22,2.111
2018/07/23,2.307
2018/07/24,2.212
2018/07/25,2.087
2018/07/26,1.932
2018/07/27,1.788
2018/07/28,1.874
2018/07/29,1.618
2018/07/30,1.592
2018/07/31,1.594
2018/08/01,1.552
2018/08/02,1.525
2018/08/03,1.541
2018/08/04,1.498
2018/08/05,1.345
2018/08/06,1.624
2018/08/07,3.576
2018/08/08,7.494
2018/08/09,8.739
2018/08/10,7.555
2018/08/11,4.897
2018/08/12,3.266
2018/08/13,2.752
2018/08/14,2.693
2018/08/15,2.669
2018/08/16,2.439
2018/08/17,4.854
2018/08/18,3.377
2018/08/19,2.532
2018/08/20,2.154
2018/08/21,1.937
2018/08/22,2.444
2018/08/23,2.286
2018/08/24,2.802
2018/08/25,2.159
2018/08/26,2.189
2018/08/27,1.931
2018/08/28,1.833
2018/08/29,1.936
2018/08/30,1.943
2018/08/31,1.976
2018/09/01,1.812
2018/09/02,1.664
2018/09/03,1.681
2018/09/04,1.874
2018/09/05,1.773
2018/09/06,2.011
2018/09/07,2.124
2018/09/08,1.994
2018/09/09,1.986
2018/09/10,2.009
2018/09/11,2.174
2018/09/12,2.255
2018/09/13,2.304
2018/09/14,2.054
2018/09/15,1.902
2018/09/16,1.793
2018/09/17,1.887
2018/09/18,1.969
2018/09/19,2.518
2018/09/20,2.391
2018/09/21,2.596
2018/09/22,2.27
2018/09/23,1.995
2018/09/24,2.204
2018/09/25,2.263
2018/09/26,2.352
2018/09/27,2.477
2018/09/28,2.661
2018/09/29,2.779
2018/09/30,2.586
2018/10/01,2.704
2018/10/02,2.823
2018/10/03,2.441
2018/10/04,2.246
2018/10/05,2.13
2018/10/06,1.742
2018/10/07,1.6
2018/10/08,1.792
2018/10/09,1.797
2018/10/10,1.935
2018/10/11,2.049
2018/10/12,2.066
2018/10/13,1.802
2018/10/14,1.575
2018/10/15,1.737
2018/10/16,1.687
2018/10/17,1.731
2018/10/18,1.706
2018/10/19,1.817
2018/10/20,1.748
2018/10/21,1.648
2018/10/22,1.754
2018/10/23,1.804
2018/10/24,1.992
2018/10/25,2.24
2018/10/26,2.22
2018/10/27,1.924
2018/10/28,1.735
2018/10/29,1.852
2018/10/30,1.905
2018/10/31,1.919
2018/11/01,1.905
2018/11/02,1.992
2018/11/03,1.86
2018/11/04,1.755
2018/11/05,2.033
2018/11/06,2.192
2018/11/07,2.164
2018/11/08,2.241
2018/11/09,2.079
2018/11/10,1.731
2018/11/11,1.514
2018/11/12,1.783
2018/11/13,1.995
2018/11/14,2.335
2018/11/15,2.628
2018/11/16,2.569
2018/11/17,2.249
2018/11/18,2.183
2018/11/19,2.567
2018/11/20,2.792
2018/11/21,2.619
2018/11/22,2.492
2018/11/23,2.477
2018/11/24,2.308
2018/11/25,2.392
2018/11/26,2.414
2018/11/27,2.361
2018/11/28,2.677
2018/11/29,3.01
2018/11/30,3.556
2018/12/01,3.164
2018/12/02,2.821
2018/12/03,2.848
2018/12/04,2.88
2018/12/05,2.986
2018/12/06,2.704
2018/12/07,2.535
2018/12/08,2.125
2018/12/09,1.895
2018/12/10,1.91
2018/12/11,1.887
2018/12/12,1.841
2018/12/13,1.903
2018/12/14,1.943
2018/12/15,1.777
2018/12/16,1.638
2018/12/17,1.801
2018/12/18,1.995
2018/12/19,2.118
2018/12/20,2.177
2018/12/21,2.165
2018/12/22,1.904
2018/12/23,1.865
2018/12/24,2.009
2018/12/25,2.098
2018/12/26,2.007
2018/12/27,1.862
2018/12/28,1.848
2018/12/29,1.728
2018/12/30,2.247
2018/12/31,1.962
2019/01/01,1.738
2019/01/02,1.734
2019/01/03,1.744
2019/01/04,1.826
2019/01/05,1.883
2019/01/06,1.737
2019/01/07,1.704
2019/01/08,1.695
2019/01/09,1.644
2019/01/10,1.79
2019/01/11,1.786
2019/01/12,1.565
2019/01/13,1.493
2019/01/14,2.078
2019/01/15,2.137
2019/01/16,2.093
2019/01/17,1.939
2019/01/18,1.954
2019/01/19,1.856
2019/01/20,1.761
2019/01/21,1.911
2019/01/22,2.19
2019/01/23,2.142
2019/01/24,2.127
2019/01/25,2.029
2019/01/26,1.835
2019/01/27,1.74
2019/01/28,2.025
2019/01/29,2.032
2019/01/30,2.095
2019/01/31,2.239
2019/02/01,2.24
2019/02/02,2.002
2019/02/03,1.805
2019/02/04,1.731
2019/02/05,1.705
2019/02/06,1.744
2019/02/07,1.791
2019/02/08,1.911
2019/02/09,1.867
2019/02/10,1.919
2019/02/11,2.126
2019/02/12,2.197
2019/02/13,2.401
2019/02/14,2.449
2019/02/15,2.707
2019/02/16,2.647
2019/02/17,2.642
2019/02/18,3.055
2019/02/19,3.245
2019/02/20,3.264
2019/02/21,3.234
2019/02/22,3.145
2019/02/23,2.919
2019/02/24,3.095
2019/02/25,3.392
2019/02/26,3.526
2019/02/27,3.432
2019/02/28,3.62
2019/03/01,3.245
2019/03/02,2.864
2019/03/03,2.585
2019/03/04,2.768
2019/03/05,2.85
2019/03/06,2.851
2019/03/07,2.838
2019/03/08,2.814
2019/03/09,2.668
2019/03/10,2.408
2019/03/11,2.425
2019/03/12,2.437
2019/03/13,2.42
2019/03/14,2.325
2019/03/15,2.298
2019/03/16,2.085
2019/03/17,1.999
2019/03/18,2.419
2019/03/19,2.678
2019/03/20,2.662
2019/03/21,3.186
2019/03/22,3.159
2019/03/23,2.774
2019/03/24,2.583
2019/03/25,2.793
2019/03/26,2.938
2019/03/27,3.127
2019/03/28,3.046
2019/03/29,3.193
2019/03/30,2.919
2019/03/31,2.781
2019/04/01,3.031
2019/04/02,3.423
2019/04/03,3.938
2019/04/04,3.672
2019/04/05,3.187
2019/04/06,2.782
2019/04/07,2.6
2019/04/08,2.83
2019/04/09,2.775
2019/04/10,3.572
2019/04/11,6.956
2019/04/12,8.041
2019/04/13,7.632
2019/04/14,7.2
2019/04/15,7.521
2019/04/16,8.541
2019/04/17,9.42
2019/04/18,10.346
2019/04/19,8.238
2019/04/20,5.133
2019/04/21,3.644
2019/04/22,3.055
2019/04/23,2.835
2019/04/24,2.681
2019/04/25,2.44
2019/04/26,2.607
2019/04/27,2.218
2019/04/28,2.073
2019/04/29,2.097
2019/04/30,2.191
2019/05/01,2.252
2019/05/02,2.497
2019/05/03,2.546
2019/05/04,2.339
2019/05/05,2.28
2019/05/06,2.509
2019/05/07,2.875
2019/05/08,2.81
2019/05/09,2.739
2019/05/10,2.835
2019/05/11,2.668
2019/05/12,2.585
2019/05/13,2.839
2019/05/14,3.219
2019/05/15,3.828
2019/05/16,4.93
2019/05/17,4.93
2019/05/18,4.37
2019/05/19,3.831
2019/05/20,3.863
2019/05/21,3.541
2019/05/22,3.931
2019/05/23,3.854
2019/05/24,3.953
2019/05/25,3.495
2019/05/26,2.984
2019/05/27,3.582
2019/05/28,3.836
2019/05/29,4.016
2019/05/30,4.384
2019/05/31,4.278
2019/06/01,4.166
2019/06/02,3.54
2019/06/03,3.589
2019/06/04,3.633
2019/06/05,3.575
2019/06/06,3.459
2019/06/07,3.297
2019/06/08,4.096
2019/06/09,3.271
2019/06/10,4.149
2019/06/11,4.105
2019/06/12,3.397
2019/06/13,3.048
2019/06/14,3.258
2019/06/15,3.821
2019/06/16,3.243
2019/06/17,4.033
2019/06/18,3.64
2019/06/19,3.764
2019/06/20,4.478
2019/06/21,3.657
2019/06/22,3.136
