Date,difficulty30roc
2016/01/01,9.33
2016/01/02,7.369
2016/01/03,6.12
2016/01/04,2.088
2016/01/05,5.779
2016/01/06,10.126
2016/01/07,8.772
2016/01/08,12.955
2016/01/09,8.492
2016/01/10,3.43
2016/01/11,9.734
2016/01/12,4.93
2016/01/13,-1.075
2016/01/14,-0.379
2016/01/15,5.065
2016/01/16,5.361
2016/01/17,3.285
2016/01/18,8.434
2016/01/19,11.694
2016/01/20,10.585
2016/01/21,9.82
2016/01/22,16
2016/01/23,17.389
2016/01/24,18.573
2016/01/25,22.168
2016/01/26,23.542
2016/01/27,26.82
2016/01/28,21.42
2016/01/29,28.376
2016/01/30,27.315
2016/01/31,25.136
2016/02/01,33.999
2016/02/02,28.412
2016/02/03,30.273
2016/02/04,33.806
2016/02/05,32.691
2016/02/06,32.359
2016/02/07,33.099
2016/02/08,36.845
2016/02/09,34.888
2016/02/10,32.069
2016/02/11,34.914
2016/02/12,36.18
2016/02/13,38.489
2016/02/14,38.913
2016/02/15,39.907
2016/02/16,40.011
2016/02/17,34.567
2016/02/18,27.713
2016/02/19,34.391
2016/02/20,33.502
2016/02/21,30.938
2016/02/22,33.534
2016/02/23,36.023
2016/02/24,31.881
2016/02/25,27.925
2016/02/26,29.845
2016/02/27,39.394
2016/02/28,35.413
2016/02/29,37.334
2016/03/01,35.13
2016/03/02,37.302
2016/03/03,46.136
2016/03/04,48.666
2016/03/05,48.222
2016/03/06,55.173
2016/03/07,57.951
2016/03/08,58.292
2016/03/09,54.827
2016/03/10,60.123
2016/03/11,60.232
2016/03/12,63.876
2016/03/13,74.409
2016/03/14,65.866
2016/03/15,40.614
2016/03/16,38.082
2016/03/17,42.08
2016/03/18,43.849
2016/03/19,53.107
2016/03/20,53.527
2016/03/21,50.369
2016/03/22,50.998
2016/03/23,39.716
2016/03/24,43.657
2016/03/25,53.203
2016/03/26,57.761
2016/03/27,56.427
2016/03/28,49.455
2016/03/29,52.768
2016/03/30,52.796
2016/03/31,65.285
2016/04/01,58.434
2016/04/02,50.779
2016/04/03,50.522
2016/04/04,53.255
2016/04/05,48.226
2016/04/06,49.538
2016/04/07,40.867
2016/04/08,46.304
2016/04/09,49.078
2016/04/10,44.973
2016/04/11,37.433
2016/04/12,29.509
2016/04/13,35.771
2016/04/14,56.754
2016/04/15,59.224
2016/04/16,60.105
2016/04/17,54.212
2016/04/18,58.29
2016/04/19,54.605
2016/04/20,56.504
2016/04/21,57.769
2016/04/22,58.48
2016/04/23,55.896
2016/04/24,46.63
2016/04/25,47.211
2016/04/26,43.302
2016/04/27,42.793
2016/04/28,42.242
2016/04/29,43.109
2016/04/30,41.105
2016/05/01,45.203
2016/05/02,37.251
2016/05/03,40.607
2016/05/04,35.334
2016/05/05,31.77
2016/05/06,32.779
2016/05/07,38.332
2016/05/08,31.842
2016/05/09,29.948
2016/05/10,31.824
2016/05/11,28.978
2016/05/12,32.623
2016/05/13,35.133
2016/05/14,33.766
2016/05/15,31.118
2016/05/16,29.416
2016/05/17,29.204
2016/05/18,28.374
2016/05/19,31.595
