Date,confirmationtime3rsi
2016/01/01,79.955
2016/01/02,35.144
2016/01/03,30.598
2016/01/04,41.63
2016/01/05,35.026
2016/01/06,49.471
2016/01/07,75.219
2016/01/08,32.08
2016/01/09,49.003
2016/01/10,50.469
2016/01/11,45.862
2016/01/12,80.584
2016/01/13,57.578
2016/01/14,38.209
2016/01/15,40.232
2016/01/16,54.506
2016/01/17,58.46
2016/01/18,39.853
2016/01/19,74.332
2016/01/20,47.305
2016/01/21,67.49
2016/01/22,50.397
2016/01/23,70.596
2016/01/24,25.232
2016/01/25,65.445
2016/01/26,37.097
2016/01/27,54.969
2016/01/28,45.993
2016/01/29,56.846
2016/01/30,49.852
2016/01/31,71.506
2016/02/01,43.627
2016/02/02,54.585
2016/02/03,25.463
2016/02/04,48.232
2016/02/05,50.937
2016/02/06,62.067
2016/02/07,39.481
2016/02/08,44.268
2016/02/09,50.212
2016/02/10,74.608
2016/02/11,51.215
2016/02/12,46.061
2016/02/13,28.128
2016/02/14,64.264
2016/02/15,67.876
2016/02/16,45.195
2016/02/17,79.888
2016/02/18,44.216
2016/02/19,38.29
2016/02/20,34.641
2016/02/21,33.579
2016/02/22,21.717
2016/02/23,68.748
2016/02/24,48.776
2016/02/25,28.748
2016/02/26,50.923
2016/02/27,65.288
2016/02/28,51.849
2016/02/29,82.842
2016/03/01,40.081
2016/03/02,36.189
2016/03/03,51.318
2016/03/04,55.768
2016/03/05,28.404
2016/03/06,67.48
2016/03/07,47.151
2016/03/08,48.861
2016/03/09,55.611
2016/03/10,23.043
2016/03/11,50.273
2016/03/12,57.716
2016/03/13,31.181
2016/03/14,48.042
2016/03/15,10.537
2016/03/16,10.012
2016/03/17,9.176
2016/03/18,28.275
2016/03/19,21.495
2016/03/20,32.502
2016/03/21,40.163
2016/03/22,28.803
2016/03/23,53.656
2016/03/24,31.897
2016/03/25,41.547
2016/03/26,35.321
2016/03/27,53.168
2016/03/28,66.629
2016/03/29,60.489
2016/03/30,41.394
2016/03/31,56.006
2016/04/01,30.14
2016/04/02,74.108
2016/04/03,44.928
2016/04/04,34.646
2016/04/05,51.834
2016/04/06,60.481
2016/04/07,73.297
2016/04/08,30.561
2016/04/09,65.199
2016/04/10,41.058
2016/04/11,61.681
2016/04/12,46.64
2016/04/13,46.64
2016/04/14,44.777
2016/04/15,32.523
2016/04/16,52.888
2016/04/17,54.942
2016/04/18,33.292
2016/04/19,70.75
2016/04/20,39.438
2016/04/21,59.355
2016/04/22,44.356
2016/04/23,37.493
2016/04/24,65.638
2016/04/25,30.158
2016/04/26,65.198
2016/04/27,42.107
2016/04/28,49.77
2016/04/29,49.77
2016/04/30,39.476
2016/05/01,73.734
2016/05/02,36.749
2016/05/03,44.475
2016/05/04,63.713
2016/05/05,45.462
2016/05/06,50.968
2016/05/07,63.573
2016/05/08,37.153
2016/05/09,41.189
2016/05/10,59.249
2016/05/11,83.311
2016/05/12,31.461
2016/05/13,41.532
2016/05/14,65.266
2016/05/15,49.069
2016/05/16,62.343
2016/05/17,34.848
2016/05/18,37.79
2016/05/19,56.941
2016/05/20,46.223
2016/05/21,66.623
2016/05/22,32.683
2016/05/23,55.827
2016/05/24,56.78
2016/05/25,47.14
2016/05/26,53.38
2016/05/27,36.583
2016/05/28,56.918
2016/05/29,67.739
2016/05/30,60.167
2016/05/31,86.748
2016/06/01,35.489
2016/06/02,27.777
2016/06/03,49.332
2016/06/04,55.421
2016/06/05,74.426
2016/06/06,27.331
2016/06/07,58.919
2016/06/08,37.777
2016/06/09,37.58
2016/06/10,75.359
2016/06/11,37.505
2016/06/12,46.561
2016/06/13,42.925
2016/06/14,56.217
2016/06/15,63.58
2016/06/16,59.292
2016/06/17,87.1
2016/06/18,69.558
2016/06/19,20.676
2016/06/20,57.249
2016/06/21,50.601
2016/06/22,34.362
2016/06/23,55.267
2016/06/24,48.514
2016/06/25,57.342
2016/06/26,43.602
2016/06/27,43.602
2016/06/28,37.979
2016/06/29,68.835
2016/06/30,70.592
2016/07/01,23.878
2016/07/02,59.166
2016/07/03,47.764
2016/07/04,41.54
2016/07/05,71.694
2016/07/06,37.571
2016/07/07,50.58
2016/07/08,60.277
2016/07/09,31.03
2016/07/10,52.243
2016/07/11,56.569
2016/07/12,63.352
2016/07/13,35.056
2016/07/14,62.075
2016/07/15,65.429
2016/07/16,33.789
2016/07/17,52.801
2016/07/18,31.815
2016/07/19,66.676
2016/07/20,70.666
2016/07/21,28.151
2016/07/22,61.229
2016/07/23,41.329
2016/07/24,62.417
2016/07/25,47.115
2016/07/26,72.064
2016/07/27,33.606
2016/07/28,44.505
2016/07/29,56.507
2016/07/30,56.144
2016/07/31,45.667
2016/08/01,61.131
2016/08/02,72.825
2016/08/03,45.406
2016/08/04,20.249
2016/08/05,46.856
2016/08/06,60.782
2016/08/07,42.023
2016/08/08,46.469
2016/08/09,32.053
2016/08/10,54.657
2016/08/11,50.013
2016/08/12,66.561
2016/08/13,57.06
2016/08/14,55.738
2016/08/15,28.386
2016/08/16,51.337
2016/08/17,69.756
2016/08/18,32.605
2016/08/19,61.584
2016/08/20,47.019
2016/08/21,37.674
2016/08/22,41.282
2016/08/23,69.453
2016/08/24,48.37
2016/08/25,32.574
2016/08/26,67.263
2016/08/27,41.631
2016/08/28,56.219
2016/08/29,63.332
2016/08/30,55.58
2016/08/31,32.463
2016/09/01,68.172
2016/09/02,35.278
2016/09/03,68.007
2016/09/04,48.294
2016/09/05,37.01
2016/09/06,59.404
2016/09/07,33.046
2016/09/08,56.552
2016/09/09,43.448
2016/09/10,61.018
2016/09/11,38.563
2016/09/12,47.683
2016/09/13,63.969
2016/09/14,38.038
2016/09/15,56.138
2016/09/16,44.933
2016/09/17,53.511
2016/09/18,92.709
2016/09/19,29.257
2016/09/20,44.649
2016/09/21,51.856
2016/09/22,70.48
2016/09/23,37.929
2016/09/24,58.411
2016/09/25,37.697
2016/09/26,60.609
2016/09/27,47.245
2016/09/28,43.75
2016/09/29,42.012
2016/09/30,57.278
2016/10/01,76.379
2016/10/02,41.538
2016/10/03,31.927
2016/10/04,48.571
2016/10/05,71.44
2016/10/06,52.678
2016/10/07,60.197
2016/10/08,28.868
2016/10/09,47.947
2016/10/10,49.061
2016/10/11,47.351
2016/10/12,71.253
2016/10/13,35.952
2016/10/14,43.015
2016/10/15,54.388
2016/10/16,46.812
2016/10/17,69.158
2016/10/18,33.912
2016/10/19,75.534
2016/10/20,31.551
2016/10/21,48.038
2016/10/22,52.973
2016/10/23,58.17
2016/10/24,46.623
2016/10/25,53.671
2016/10/26,39.402
2016/10/27,58.443
2016/10/28,71.631
2016/10/29,90.057
2016/10/30,38.181
2016/10/31,35.755
2016/11/01,63.46
2016/11/02,48.977
2016/11/03,49.279
2016/11/04,57.928
2016/11/05,38.423
2016/11/06,29.318
2016/11/07,11.641
2016/11/08,42.3
2016/11/09,68.57
2016/11/10,60.897
2016/11/11,55.224
2016/11/12,36.933
2016/11/13,23.121
2016/11/14,53.522
2016/11/15,63.54
2016/11/16,52.623
2016/11/17,78.437
2016/11/18,27.344
2016/11/19,44.444
2016/11/20,41.345
2016/11/21,57.717
2016/11/22,73.937
2016/11/23,80.506
2016/11/24,59.947
2016/11/25,30.962
2016/11/26,57.758
2016/11/27,56.392
2016/11/28,38.027
2016/11/29,51.202
2016/11/30,35.812
2016/12/01,37.342
2016/12/02,32.176
2016/12/03,16.387
2016/12/04,67.292
2016/12/05,60.56
2016/12/06,37.925
2016/12/07,43.79
2016/12/08,30.037
2016/12/09,58.406
2016/12/10,48.493
2016/12/11,39.35
2016/12/12,72.837
2016/12/13,45.617
2016/12/14,42.32
2016/12/15,69.093
2016/12/16,41.806
2016/12/17,31.622
2016/12/18,41.936
2016/12/19,66.516
2016/12/20,48.597
2016/12/21,48.075
2016/12/22,81.913
2016/12/23,82.224
2016/12/24,49.397
2016/12/25,20.983
2016/12/26,44.769
2016/12/27,63.525
2016/12/28,44.262
2016/12/29,36.852
2016/12/30,46.634
2016/12/31,71.443
2017/01/01,32.98
2017/01/02,50.678
2017/01/03,57.99
2017/01/04,28.836
2017/01/05,47.381
2017/01/06,68.209
2017/01/07,39.776
2017/01/08,50.328
2017/01/09,47.385
2017/01/10,66.579
2017/01/11,56.426
2017/01/12,50.355
2017/01/13,26.671
2017/01/14,52.67
2017/01/15,42.261
2017/01/16,62.624
2017/01/17,79.38
2017/01/18,43.013
2017/01/19,21.628
2017/01/20,69.746
2017/01/21,49.845
2017/01/22,45.465
2017/01/23,51.216
2017/01/24,55.765
2017/01/25,67.123
2017/01/26,33.47
2017/01/27,67.082
2017/01/28,41.471
2017/01/29,66.734
2017/01/30,36.308
2017/01/31,53.984
2017/02/01,56.175
2017/02/02,43.208
2017/02/03,62.662
2017/02/04,35.022
2017/02/05,35.5
2017/02/06,50.359
2017/02/07,70.35
2017/02/08,39.098
2017/02/09,55.386
2017/02/10,49.6
2017/02/11,50.995
2017/02/12,35.554
2017/02/13,28.75
2017/02/14,68.104
2017/02/15,31.533
2017/02/16,52.761
2017/02/17,68.7
2017/02/18,73.155
2017/02/19,55.084
2017/02/20,58.175
2017/02/21,29.838
2017/02/22,73.74
2017/02/23,46.879
2017/02/24,51.045
2017/02/25,36.193
2017/02/26,20.455
2017/02/27,65.842
2017/02/28,32.832
2017/03/01,65.49
2017/03/02,43.429
2017/03/03,55.374
2017/03/04,60.243
2017/03/05,35.896
2017/03/06,61.434
2017/03/07,61.048
2017/03/08,45.025
2017/03/09,71.359
2017/03/10,59.562
2017/03/11,39.438
2017/03/12,67.192
2017/03/13,33.666
2017/03/14,55.337
2017/03/15,47.85
2017/03/16,46.352
2017/03/17,28.077
2017/03/18,54.5
2017/03/19,67.9
2017/03/20,30.389
2017/03/21,60.843
2017/03/22,46.445
2017/03/23,67.719
2017/03/24,67.925
2017/03/25,46.316
2017/03/26,39.153
2017/03/27,55.884
2017/03/28,73.652
2017/03/29,35.814
2017/03/30,61.837
2017/03/31,41.868
2017/04/01,57.142
2017/04/02,75.019
2017/04/03,36.937
2017/04/04,50.155
2017/04/05,36.857
2017/04/06,64.677
2017/04/07,45.732
2017/04/08,49.089
2017/04/09,78.084
2017/04/10,82.427
2017/04/11,48.85
2017/04/12,65.164
2017/04/13,57.617
2017/04/14,29.042
2017/04/15,68.901
2017/04/16,47.426
2017/04/17,39.887
2017/04/18,39.887
2017/04/19,73.515
2017/04/20,40.223
2017/04/21,36.935
2017/04/22,59.613
2017/04/23,41.037
2017/04/24,69.605
2017/04/25,36.838
2017/04/26,69.319
2017/04/27,68.261
2017/04/28,54.641
2017/04/29,67.308
