Date,difficulty14wma
2016/01/01,8548211657041
2016/01/02,8492565189203
2016/01/03,8464350060585
2016/01/04,8441202714891
2016/01/05,8415984060749
2016/01/06,8410479396096
2016/01/07,8377670394599
2016/01/08,8360580395064
2016/01/09,8363197391894
2016/01/10,8353223923861
2016/01/11,8411176428624
2016/01/12,8474541463206
2016/01/13,8481027244818
2016/01/14,8521006538886
2016/01/15,8593930999895
2016/01/16,8690074770679
2016/01/17,8758261105203
2016/01/18,8870707585026
2016/01/19,8983781221536
2016/01/20,9068484427588
2016/01/21,9168358372593
2016/01/22,9294811869989
2016/01/23,9427610692995
2016/01/24,9554895321569
2016/01/25,9691316000983
2016/01/26,9850849194582
2016/01/27,10021909108924
2016/01/28,10121200571197
2016/01/29,10262095759047
2016/01/30,10384077262036
2016/01/31,10466100586356
2016/02/01,10562160630729
2016/02/02,10611835880484
2016/02/03,10675101759550
2016/02/04,10758834840200
2016/02/05,10836449028175
2016/02/06,10860639187003
2016/02/07,10901606507243
2016/02/08,10999104438690
2016/02/09,11045806206287
2016/02/10,11141668342476
2016/02/11,11274130148172
2016/02/12,11333111147636
2016/02/13,11458296362166
2016/02/14,11625112430900
2016/02/15,11825162114269
2016/02/16,11982767034222
2016/02/17,12124538605907
2016/02/18,12176576193491
2016/02/19,12281014813117
2016/02/20,12393101320528
2016/02/21,12505943809101
2016/02/22,12663619411075
2016/02/23,12850223528528
2016/02/24,12991304838896
2016/02/25,13107057973706
2016/02/26,13271176169597
2016/02/27,13480257014142
2016/02/28,13688811524894
2016/02/29,13902605458159
2016/03/01,14032348768460
2016/03/02,14216884225945
2016/03/03,14460997228318
2016/03/04,14744868927146
2016/03/05,15039789648080
2016/03/06,15415757289424
2016/03/07,15726241092021
2016/03/08,16044860179017
2016/03/09,16378143831491
2016/03/10,16689615549524
2016/03/11,17048972330868
2016/03/12,17493927801434
2016/03/13,17956361664774
2016/03/14,18356040745119
2016/03/15,18374445553471
2016/03/16,18390546285229
2016/03/17,18414892005661
2016/03/18,18450880922124
2016/03/19,18513147014432
2016/03/20,18657559616743
2016/03/21,18761496982536
2016/03/22,18885284571660
2016/03/23,18882410969381
2016/03/24,19008986927300
2016/03/25,19261202453579
2016/03/26,19564912090665
2016/03/27,19926906362757
2016/03/28,20243632645693
2016/03/29,20643574221556
2016/03/30,21037619285654
2016/03/31,21525872932170
2016/04/01,21939715307308
2016/04/02,22271056473668
2016/04/03,22659516648998
2016/04/04,23128257786131
2016/04/05,23601398949615
2016/04/06,24010926046238
2016/04/07,24217817372997
2016/04/08,24578564010203
2016/04/09,24982945037581
2016/04/10,25367669020169
2016/04/11,25694212288026
2016/04/12,25848568077704
2016/04/13,26121846819507
2016/04/14,26393300366793
2016/04/15,26731438787198
2016/04/16,27102760855568
2016/04/17,27335088522552
2016/04/18,27703683778137
2016/04/19,28098956908445
2016/04/20,28469920626907
2016/04/21,28893565165945
2016/04/22,29107004278083
2016/04/23,29436664522448
2016/04/24,29692635272653
2016/04/25,30037752908732
2016/04/26,30335809233381
2016/04/27,30527762005524
2016/04/28,30808587743669
2016/04/29,31131682743106
2016/04/30,31553050445626
2016/05/01,32031824748313
2016/05/02,32157147185855
2016/05/03,32506974691625
2016/05/04,32818072762020
2016/05/05,33051796113368
2016/05/06,33284690585016
2016/05/07,33476888512674
2016/05/08,33688865036613
2016/05/09,33919979377181
2016/05/10,34228494823905
2016/05/11,34381814093987
2016/05/12,34468527901991
2016/05/13,34824779107993
2016/05/14,35145660302924
2016/05/15,35472508829670
2016/05/16,35809201690833
2016/05/17,35975565898729
2016/05/18,36311720227398
2016/05/19,36827831747546
2016/05/20,37360894192474
2016/05/21,37918030105677
2016/05/22,38333196407056
2016/05/23,38731508000205
2016/05/24,39180905888256
2016/05/25,39567016633237
2016/05/26,40018899714925
2016/05/27,40373121078786
2016/05/28,40808607970106
2016/05/29,41310287339700
2016/05/30,41719881334724
2016/05/31,42098007737182
2016/06/01,42196864741279
2016/06/02,42377030981296
2016/06/03,42803487033097
2016/06/04,43183838235290
2016/06/05,43507015179323
2016/06/06,43837213215952
2016/06/07,44244227457941
2016/06/08,44555066331012
2016/06/09,45127486056735
2016/06/10,45468031691517
2016/06/11,45753819910071
2016/06/12,46073848301747
2016/06/13,46595287785911
2016/06/14,47127806152324
2016/06/15,47615136168566
2016/06/16,48022299155466
2016/06/17,48190161182973
2016/06/18,47967161639320
2016/06/19,48238250547535
2016/06/20,48696780282977
2016/06/21,48942906296536
2016/06/22,49286971311365
2016/06/23,49908979631529
2016/06/24,50391887342399
2016/06/25,50905488577840
2016/06/26,51415543222905
2016/06/27,52051966439591
2016/06/28,52699994387270
2016/06/29,53169698370497
2016/06/30,53597905868676
2016/07/01,54009023253146
2016/07/02,54536225498684
2016/07/03,55110919627098
2016/07/04,55564533922093
2016/07/05,56090238117839
2016/07/06,56353348436499
2016/07/07,56645113694845
2016/07/08,56918032940112
2016/07/09,56947198280044
2016/07/10,57223814953758
2016/07/11,57563188622463
2016/07/12,57928262116173
2016/07/13,58271423740479
2016/07/14,58565665239049
2016/07/15,58664170625709
2016/07/16,58713547730008
2016/07/17,58880062069489
2016/07/18,59050479097773
2016/07/19,59281204034711
2016/07/20,59297980200505
2016/07/21,59408037298735
2016/07/22,59476180980688
2016/07/23,59687963304489
2016/07/24,59873238882745
2016/07/25,59652437421156
2016/07/26,59369060086779
2016/07/27,58294090865807
2016/07/28,57873118059892
2016/07/29,57419441657065
2016/07/30,56937504382998
2016/07/31,56466617718861
2016/08/01,56039234538030
2016/08/02,55176545940681
2016/08/03,54116716677245
2016/08/04,53482545821949
2016/08/05,53226327210707
2016/08/06,52989938933867
2016/08/07,52904199524787
2016/08/08,53052632035953
2016/08/09,53491108876566
2016/08/10,54217194989301
2016/08/11,55040088853846
2016/08/12,55809023821365
2016/08/13,56483842036841
2016/08/14,57141076977895
2016/08/15,57695316563119
2016/08/16,58475050995112
2016/08/17,59138286626471
2016/08/18,59632303402997
2016/08/19,60210746730611
2016/08/20,60833753242539
2016/08/21,61311403958211
2016/08/22,61877397679395
2016/08/23,62526587794898
2016/08/24,63054648553014
2016/08/25,63765568323961
2016/08/26,64767302018322
2016/08/27,65538452590902
2016/08/28,66191001104319
2016/08/29,66672143072823
2016/08/30,67080631666164
2016/08/31,67537634614451
2016/09/01,68127247101679
2016/09/02,68564425683088
2016/09/03,68712539819179
2016/09/04,68460610405128
2016/09/05,68420974669750
2016/09/06,68416936315443
2016/09/07,68449626824272
2016/09/08,68436957768019
2016/09/09,68384138885740
2016/09/10,68542996091252
2016/09/11,68888203529455
2016/09/12,69217113107438
2016/09/13,69573877518644
2016/09/14,70016863108473
2016/09/15,70502643057526
2016/09/16,70901645720019
2016/09/17,71646741881866
2016/09/18,71899807840690
2016/09/19,70849234273041
2016/09/20,71424950467735
2016/09/21,72360669845156
2016/09/22,72326819231851
2016/09/23,72445479500214
2016/09/24,72727707708205
2016/09/25,73134852977066
2016/09/26,73497844221897
2016/09/27,73297813839730
2016/09/28,74413274173027
2016/09/29,75755608905982
2016/09/30,76945359380242
2016/10/01,77097536904882
2016/10/02,77201414945207
2016/10/03,78010022337030
2016/10/04,79301300312319
2016/10/05,79718821930215
2016/10/06,80511822232449
2016/10/07,79330657415716
2016/10/08,79016221545819
2016/10/09,79848015538551
2016/10/10,80786309262140
2016/10/11,82054571783648
2016/10/12,82412560706741
2016/10/13,82482918432134
2016/10/14,83873496429603
2016/10/15,85643302579580
2016/10/16,87192518030930
2016/10/17,88157829702153
2016/10/18,89125442057263
2016/10/19,89955453587959
2016/10/20,90737595353972
2016/10/21,92678153145506
2016/10/22,94529973897852
2016/10/23,95925362165940
2016/10/24,97068558312638
2016/10/25,98463391845031
2016/10/26,99730834384593
2016/10/27,1.0078518967059E+14
2016/10/28,1.0123582137777E+14
2016/10/29,99367124484022
2016/10/30,96442126193265
2016/10/31,94402080665289
2016/11/01,91353502929488
2016/11/02,87340506958542
2016/11/03,83163493746162
2016/11/04,78703972027738
2016/11/05,74119060646904
2016/11/06,69836755281088
2016/11/07,66964228535579
2016/11/08,65657465443910
2016/11/09,64871774956810
2016/11/10,63635767576596
2016/11/11,62541000124932
2016/11/12,61822579993678
2016/11/13,61896311006832
2016/11/14,62542767623093
2016/11/15,63518339031607
2016/11/16,64307321864149
2016/11/17,64877258070570
2016/11/18,65387111597562
2016/11/19,66543392557479
2016/11/20,68370755151373
2016/11/21,70759186381322
2016/11/22,72451842100020
2016/11/23,73281143478605
2016/11/24,73045865904807
2016/11/25,72474163430882
2016/11/26,72255069752084
2016/11/27,71488791366430
2016/11/28,70997582288941
2016/11/29,70692188348433
2016/11/30,70429035251250
2016/12/01,70289873226458
2016/12/02,70242107334655
2016/12/03,70546692693333
2016/12/04,71018576814347
2016/12/05,71239637305351
2016/12/06,71244884812640
2016/12/07,71668896785850
2016/12/08,72474951072338
2016/12/09,73590501648530
2016/12/10,74806760076262
2016/12/11,76169374911475
2016/12/12,77091502306684
2016/12/13,78067150575576
2016/12/14,78844109193350
2016/12/15,79617105983184
2016/12/16,80487618072543
2016/12/17,81288336510996
2016/12/18,82421252440901
2016/12/19,83591301213189
2016/12/20,84829836219660
2016/12/21,85831596177994
2016/12/22,86468563851552
2016/12/23,86138081432297
2016/12/24,85081747328099
2016/12/25,84306943843399
2016/12/26,84075846579776
2016/12/27,83618207261325
2016/12/28,82977420052707
2016/12/29,82226303972321
2016/12/30,81580064117910
2016/12/31,81259677527190
2017/01/01,80815224901340
2017/01/02,80538380957115
2017/01/03,80334582372953
2017/01/04,81128797659388
2017/01/05,82319956843366
2017/01/06,83728523841583
2017/01/07,85259477788824
2017/01/08,86778216210598
2017/01/09,88526419659878
2017/01/10,90311804033276
2017/01/11,91977785441576
2017/01/12,93574341948608
2017/01/13,95150291501475
2017/01/14,96668174246904
2017/01/15,98131689177380
2017/01/16,99434728206118
2017/01/17,100471266177868
2017/01/18,1.0105094281101E+14
2017/01/19,1.0217442411818E+14
2017/01/20,1.0309160562552E+14
2017/01/21,1.0406588071224E+14
