Date,mining_profitability14trx
2016/01/01,-0.307
2016/01/02,-0.251
2016/01/03,-0.182
2016/01/04,-0.111
2016/01/05,-0.04
2016/01/06,0.023
2016/01/07,0.091
2016/01/08,0.153
2016/01/09,0.223
2016/01/10,0.304
2016/01/11,0.363
2016/01/12,0.434
2016/01/13,0.509
2016/01/14,0.575
2016/01/15,0.647
2016/01/16,0.709
2016/01/17,0.764
2016/01/18,0.837
2016/01/19,0.904
2016/01/20,0.983
2016/01/21,1.07
2016/01/22,1.142
2016/01/23,1.237
2016/01/24,1.411
2016/01/25,1.64
2016/01/26,1.924
2016/01/27,2.174
2016/01/28,2.408
2016/01/29,2.591
2016/01/30,2.724
2016/01/31,2.791
2016/02/01,2.771
2016/02/02,2.702
2016/02/03,2.62
2016/02/04,2.534
2016/02/05,2.439
2016/02/06,2.345
2016/02/07,2.268
2016/02/08,2.232
2016/02/09,2.272
2016/02/10,2.431
2016/02/11,2.688
2016/02/12,3.099
2016/02/13,3.431
2016/02/14,3.651
2016/02/15,3.809
2016/02/16,3.856
2016/02/17,3.753
2016/02/18,3.569
2016/02/19,3.361
2016/02/20,3.134
2016/02/21,2.896
2016/02/22,2.696
2016/02/23,2.547
2016/02/24,2.441
2016/02/25,2.389
2016/02/26,2.334
2016/02/27,2.273
2016/02/28,2.214
2016/02/29,2.145
2016/03/01,2.096
2016/03/02,2.103
2016/03/03,2.178
2016/03/04,2.268
2016/03/05,2.423
2016/03/06,2.572
2016/03/07,2.672
2016/03/08,2.693
2016/03/09,2.681
2016/03/10,2.673
2016/03/11,2.629
2016/03/12,2.592
2016/03/13,2.582
2016/03/14,2.557
2016/03/15,2.541
2016/03/16,2.534
2016/03/17,2.47
2016/03/18,2.328
2016/03/19,2.145
2016/03/20,1.924
2016/03/21,1.708
2016/03/22,1.513
2016/03/23,1.354
2016/03/24,1.199
2016/03/25,1.025
2016/03/26,0.842
2016/03/27,0.653
2016/03/28,0.479
2016/03/29,0.323
2016/03/30,0.186
2016/03/31,0.058
2016/04/01,-0.061
2016/04/02,-0.169
2016/04/03,-0.271
2016/04/04,-0.374
2016/04/05,-0.486
2016/04/06,-0.599
2016/04/07,-0.703
2016/04/08,-0.814
2016/04/09,-0.932
2016/04/10,-1.067
2016/04/11,-1.207
2016/04/12,-1.349
2016/04/13,-1.493
2016/04/14,-1.621
2016/04/15,-1.737
2016/04/16,-1.842
2016/04/17,-1.912
2016/04/18,-1.964
2016/04/19,-2.001
2016/04/20,-2.032
2016/04/21,-2.06
2016/04/22,-2.085
2016/04/23,-2.108
2016/04/24,-2.123
2016/04/25,-2.139
2016/04/26,-2.162
2016/04/27,-2.177
2016/04/28,-2.191
2016/04/29,-2.203
2016/04/30,-2.2
2016/05/01,-2.176
2016/05/02,-2.107
2016/05/03,-2.015
2016/05/04,-1.908
2016/05/05,-1.79
2016/05/06,-1.663
2016/05/07,-1.541
2016/05/08,-1.425
2016/05/09,-1.316
2016/05/10,-1.221
2016/05/11,-1.123
2016/05/12,-1.014
2016/05/13,-0.905
2016/05/14,-0.807
2016/05/15,-0.721
2016/05/16,-0.639
2016/05/17,-0.53
