Date,size14roc
2016/01/01,-16.314
2016/01/02,-5.514
2016/01/03,-13.446
2016/01/04,-16.241
2016/01/05,-31.749
2016/01/06,0.563
2016/01/07,19.937
2016/01/08,3.65
2016/01/09,12.626
2016/01/10,-33.745
2016/01/11,-14.595
2016/01/12,-8.822
2016/01/13,-8.994
2016/01/14,0.431
2016/01/15,13.749
2016/01/16,1.449
2016/01/17,-7.17
2016/01/18,7.68
2016/01/19,-20.712
2016/01/20,-38.232
2016/01/21,-39.114
2016/01/22,-4.853
2016/01/23,-25.106
2016/01/24,-4.871
2016/01/25,26.164
2016/01/26,12.295
2016/01/27,10.04
2016/01/28,34.114
2016/01/29,29.942
2016/01/30,21.884
2016/01/31,28.065
2016/02/01,2.273
2016/02/02,-2.661
2016/02/03,10.494
2016/02/04,15.169
2016/02/05,8.71
2016/02/06,85.209
2016/02/07,3.335
2016/02/08,-22.574
2016/02/09,-15.955
2016/02/10,-29.356
2016/02/11,-10.147
2016/02/12,-10.476
2016/02/13,3.648
2016/02/14,0.403
2016/02/15,4.268
2016/02/16,4.702
2016/02/17,19.404
2016/02/18,2.099
2016/02/19,3.564
2016/02/20,-37.63
2016/02/21,2.414
2016/02/22,5.488
2016/02/23,8.206
2016/02/24,0.221
2016/02/25,-12.946
2016/02/26,10.11
2016/02/27,-9.836
2016/02/28,-4.278
2016/02/29,4.31
2016/03/01,2.534
2016/03/02,-5.261
2016/03/03,12.526
2016/03/04,7.995
2016/03/05,25.626
2016/03/06,29.986
2016/03/07,11.689
2016/03/08,11.196
2016/03/09,15.389
2016/03/10,9.656
2016/03/11,-6.042
2016/03/12,25.657
2016/03/13,27.576
2016/03/14,27.73
2016/03/15,13.939
2016/03/16,9.829
2016/03/17,13.839
2016/03/18,12.323
2016/03/19,13.666
2016/03/20,5.859
2016/03/21,22.998
2016/03/22,21.925
2016/03/23,19.541
2016/03/24,52.408
2016/03/25,33.877
2016/03/26,11.063
2016/03/27,-9.434
2016/03/28,4.419
2016/03/29,5.445
2016/03/30,19.45
2016/03/31,-1.114
2016/04/01,6.384
2016/04/02,-17.339
2016/04/03,-13.91
2016/04/04,0.283
2016/04/05,0.879
2016/04/06,-12.6
2016/04/07,-24.564
2016/04/08,-4.957
2016/04/09,-14.306
2016/04/10,1.599
2016/04/11,-19.507
2016/04/12,4.461
2016/04/13,-6.051
2016/04/14,0.016
2016/04/15,-5.388
2016/04/16,-1.595
2016/04/17,54.042
2016/04/18,-10.058
2016/04/19,-13.786
2016/04/20,1.679
2016/04/21,7.104
2016/04/22,-16.232
2016/04/23,-3.606
2016/04/24,11.874
2016/04/25,10.845
2016/04/26,-7.371
2016/04/27,-11.07
2016/04/28,0.165
2016/04/29,0.778
2016/04/30,30.677
2016/05/01,-12.352
2016/05/02,9.568
2016/05/03,9.806
2016/05/04,10.207
2016/05/05,-1.209
2016/05/06,25.914
2016/05/07,8.231
2016/05/08,6.784
2016/05/09,4.353
2016/05/10,10.169
2016/05/11,18.63
2016/05/12,19.28
2016/05/13,17.637
2016/05/14,5.968
2016/05/15,-8.381
2016/05/16,0.757
2016/05/17,4.751
2016/05/18,12.743
2016/05/19,6.073
2016/05/20,3.193
2016/05/21,21.664
2016/05/22,-2.373
2016/05/23,7.454
