Date,size3roc
2016/09/13,-0.735
2016/09/14,20.362
2016/09/15,9.999
2016/09/16,34.909
2016/09/17,-9.66
2016/09/18,-17.828
2016/09/19,-33.611
2016/09/20,6.395
2016/09/21,11.565
2016/09/22,39.918
2016/09/23,-24.221
2016/09/24,-4.52
2016/09/25,-26.101
2016/09/26,20.661
2016/09/27,8.83
2016/09/28,12.604
2016/09/29,-6.679
2016/09/30,-13.501
2016/10/01,15.927
2016/10/02,17.015
2016/10/03,19.635
2016/10/04,21.078
2016/10/05,6.841
2016/10/06,12.779
2016/10/07,87.964
2016/10/08,201.262
2016/10/09,193.175
2016/10/10,208.92
2016/10/11,-49.12
2016/10/12,-78.041
2016/10/13,-89.736
2016/10/14,-49.308
2016/10/15,-0.927
2016/10/16,-0.699
2016/10/17,-1.678
2016/10/18,41.278
2016/10/19,26.304
2016/10/20,6.442
2016/10/21,-1.271
2016/10/22,-17.17
2016/10/23,-11.871
2016/10/24,3.886
2016/10/25,23.466
2016/10/26,19.981
2016/10/27,-15.265
2016/10/28,-12.121
2016/10/29,-5.694
2016/10/30,-6.295
2016/10/31,4.312
2016/11/01,15.544
2016/11/02,5.219
2016/11/03,-4.243
2016/11/04,-25.253
2016/11/05,-9.267
2016/11/06,-12.325
2016/11/07,10.876
2016/11/08,8.685
2016/11/09,15.089
2016/11/10,6.639
2016/11/11,-0.927
2016/11/12,-3.897
2016/11/13,-1.633
2016/11/14,7.783
2016/11/15,10.612
2016/11/16,0.918
2016/11/17,-6.353
2016/11/18,-4.046
2016/11/19,-7.17
2016/11/20,-0.205
2016/11/21,1.581
2016/11/22,24.194
2016/11/23,32.391
2016/11/24,-7.41
2016/11/25,3.465
2016/11/26,-23.029
2016/11/27,19.623
2016/11/28,-2.044
2016/11/29,12.755
2016/11/30,29.701
2016/12/01,-18.694
2016/12/02,-13.638
2016/12/03,-36.414
2016/12/04,-0.294
2016/12/05,2.045
2016/12/06,14.991
2016/12/07,8.508
2016/12/08,-5.081
2016/12/09,-6.989
2016/12/10,-6.237
2016/12/11,18.736
2016/12/12,-1.67
2016/12/13,7.761
2016/12/14,9.187
2016/12/15,7.085
2016/12/16,-2.112
2016/12/17,-22.746
2016/12/18,-14.943
2016/12/19,7.32
2016/12/20,8.358
2016/12/21,31.518
2016/12/22,9.012
2016/12/23,-0.939
2016/12/24,-23.085
2016/12/25,-25.274
2016/12/26,-14.971
2016/12/27,14.495
2016/12/28,16.246
2016/12/29,29.696
2016/12/30,4.15
2016/12/31,0.899
2017/01/01,-17.172
2017/01/02,-10.139
2017/01/03,5.388
2017/01/04,23.517
2017/01/05,14.902
2017/01/06,-2.147
2017/01/07,-8.561
2017/01/08,-7.06
2017/01/09,0.182
2017/01/10,7.373
2017/01/11,2.194
2017/01/12,6.349
2017/01/13,2.553
2017/01/14,-5.789
2017/01/15,-11.725
2017/01/16,-8.914
2017/01/17,9.548
2017/01/18,5.687
2017/01/19,-1.432
2017/01/20,-2.068
2017/01/21,-4.992
2017/01/22,4.128
2017/01/23,0.236
2017/01/24,16.622
2017/01/25,1.698
2017/01/26,3.762
2017/01/27,-5.482
2017/01/28,-0.981
2017/01/29,-8.992
2017/01/30,-4.761
2017/01/31,-5.462
2017/02/01,5.571
2017/02/02,-0.047
2017/02/03,1.919
2017/02/04,-2.92
2017/02/05,2.289
2017/02/06,2.402
2017/02/07,17.083
2017/02/08,9.29
2017/02/09,1.468
2017/02/10,-5.017
2017/02/11,-9.652
2017/02/12,-3.584
2017/02/13,5.079
2017/02/14,20.075
2017/02/15,15.69
2017/02/16,-8.907
2017/02/17,-13.22
2017/02/18,-2.451
2017/02/19,-1.572
2017/02/20,2.129
2017/02/21,12.194
2017/02/22,9.509
2017/02/23,-1.713
2017/02/24,-10.602
2017/02/25,-1.662
2017/02/26,2.732
2017/02/27,2.268
2017/02/28,9.917
2017/03/01,30.489
2017/03/02,21.482
2017/03/03,7.673
2017/03/04,-16.793
2017/03/05,-17.569
2017/03/06,-13.23
2017/03/07,5.581
2017/03/08,-1.185
2017/03/09,32.922
2017/03/10,11.558
2017/03/11,11.902
2017/03/12,-14.998
2017/03/13,11.933
2017/03/14,20.837
2017/03/15,20.218
2017/03/16,25.258
2017/03/17,18.331
2017/03/18,2.306
2017/03/19,-21.983
2017/03/20,-19.57
2017/03/21,-0.216
2017/03/22,-1.145
2017/03/23,8.497
2017/03/24,1.989
2017/03/25,2.504
2017/03/26,-5.501
2017/03/27,13.264
2017/03/28,4.749
2017/03/29,15.565
2017/03/30,-1.502
2017/03/31,15.955
2017/04/01,-12.44
2017/04/02,-6.444
2017/04/03,-5.446
2017/04/04,4.8
2017/04/05,-4.169
2017/04/06,0.391
2017/04/07,10.255
2017/04/08,-12.084
2017/04/09,-15.746
2017/04/10,-11.379
2017/04/11,5.701
2017/04/12,14.34
2017/04/13,5.216
2017/04/14,3.12
2017/04/15,-12.923
2017/04/16,-14.258
2017/04/17,-5.771
2017/04/18,10.847
2017/04/19,20.017
2017/04/20,11.78
2017/04/21,3.381
2017/04/22,-8.81
2017/04/23,-7.299
2017/04/24,-5.118
2017/04/25,15.393
2017/04/26,13.811
2017/04/27,21.225
2017/04/28,13.355
2017/04/29,2.543
2017/04/30,-1.011
2017/05/01,11.544
2017/05/02,23.926
2017/05/03,-1.18
2017/05/04,-5.466
2017/05/05,-8.388
2017/05/06,-3.09
2017/05/07,-0.861
2017/05/08,7.512
2017/05/09,15.068
2017/05/10,-2.854
2017/05/11,-1.677
2017/05/12,-6.568
2017/05/13,-5.018
2017/05/14,-6.304
2017/05/15,21.464
2017/05/16,18.88
2017/05/17,37.082
2017/05/18,10.799
2017/05/19,31.766
2017/05/20,-2.931
2017/05/21,8.032
2017/05/22,10.98
2017/05/23,58.577
2017/05/24,45.342
2017/05/25,11.705
2017/05/26,-16.107
2017/05/27,-23.085
2017/05/28,-9.633
2017/05/29,-11.46
2017/05/30,37.882
2017/05/31,27.213
2017/06/01,32.887
2017/06/02,6.697
2017/06/03,-3.012
2017/06/04,-1.267
2017/06/05,-14.631
2017/06/06,11.108
2017/06/07,14.396
2017/06/08,7.661
2017/06/09,1.471
2017/06/10,-10.772
2017/06/11,24.903
2017/06/12,26.314
2017/06/13,33.601
2017/06/14,-8.271
2017/06/15,-13.323
2017/06/16,-8.772
2017/06/17,0.193
2017/06/18,-3.182
2017/06/19,11.475
2017/06/20,16.344
2017/06/21,-21.895
2017/06/22,-2.958
2017/06/23,-1.46
2017/06/24,44.233
2017/06/25,3.313
2017/06/26,4.617
2017/06/27,-11.462
2017/06/28,11.425
2017/06/29,-0.877
2017/06/30,11.244
2017/07/01,-18.985
2017/07/02,-10.121
2017/07/03,15.256
2017/07/04,24.996
2017/07/05,18.714
2017/07/06,-12.943
2017/07/07,-4.175
2017/07/08,-11.988
2017/07/09,-20.947
2017/07/10,9.036
2017/07/11,18.01
2017/07/12,53.787
2017/07/13,0.846
2017/07/14,-4.239
2017/07/15,-18.513
2017/07/16,-13.592
2017/07/17,-2.248
2017/07/18,29.024
2017/07/19,11.464
2017/07/20,-4.527
2017/07/21,-23.261
2017/07/22,-22.278
2017/07/23,-0.934
2017/07/24,21.922
2017/07/25,22.214
2017/07/26,-9.475
2017/07/27,-20.966
2017/07/28,-5.213
2017/07/29,-11.311
2017/07/30,-8.688
2017/07/31,0.378
2017/08/01,27.52
2017/08/02,23.691
2017/08/03,3.271
2017/08/04,10.561
2017/08/05,10.617
2017/08/06,9.024
2017/08/07,12.942
2017/08/08,27.348
2017/08/09,8.697
2017/08/10,14.442
2017/08/11,8.668
2017/08/12,19.952
2017/08/13,-4.306
2017/08/14,8.496
2017/08/15,20.241
2017/08/16,33.581
2017/08/17,10.7
2017/08/18,5.685
2017/08/19,-5.829
2017/08/20,-25.998
2017/08/21,-12.44
2017/08/22,-12.782
2017/08/23,11.908
2017/08/24,-9.109
2017/08/25,10.611
2017/08/26,1.906
2017/08/27,8.324
2017/08/28,12.588
2017/08/29,26.187
2017/08/30,25.982
2017/08/31,-1.805
2017/09/01,-0.105
2017/09/02,-18.555
2017/09/03,-20.451
2017/09/04,7.18
2017/09/05,28.501
2017/09/06,62.955
2017/09/07,6.958
2017/09/08,6.45
2017/09/09,-24.135
2017/09/10,-30.542
2017/09/11,-20.077
2017/09/12,5.187
2017/09/13,15.351
2017/09/14,3.125
2017/09/15,7.067
2017/09/16,-1.392
2017/09/17,-16.996
2017/09/18,-9.192
2017/09/19,-0.611
2017/09/20,11.694
2017/09/21,-8.167
2017/09/22,2.269
2017/09/23,-0.481
2017/09/24,11.668
2017/09/25,15.348
2017/09/26,16.152
2017/09/27,5.056
2017/09/28,4.984
2017/09/29,16.262
2017/09/30,16.438
2017/10/01,5.976
2017/10/02,-1.841
2017/10/03,-4.911
2017/10/04,-6.371
2017/10/05,-3.929
2017/10/06,3.531
2017/10/07,-3.611
2017/10/08,-5.725
2017/10/09,-9.169
2017/10/10,9.063
2017/10/11,4.677
2017/10/12,7.453
2017/10/13,1.898
2017/10/14,-0.469
2017/10/15,-10.057
2017/10/16,-25.411
2017/10/17,-27.764
2017/10/18,-31.302
2017/10/19,-20.35
2017/10/20,5.84
2017/10/21,-8.25
2017/10/22,-15.649
2017/10/23,-15.904
2017/10/24,16.382
2017/10/25,31.051
2017/10/26,12.391
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,0
2017/10/31,0
2017/11/01,0
2017/11/02,0
2017/11/03,0
2017/11/04,-22.393
2017/11/05,-26.016
2017/11/06,-12.965
2017/11/07,17.361
2017/11/08,22.163
2017/11/09,0.964
2017/11/10,-5.985
2017/11/11,-10.937
2017/11/12,-4.996
2017/11/13,7.681
2017/11/14,28.169
2017/11/15,24.336
2017/11/16,5.783
2017/11/17,-5.74
2017/11/18,-11.094
2017/11/19,-4.763
2017/11/20,8.843
2017/11/21,10.626
2017/11/22,9.813
2017/11/23,-3.752
2017/11/24,-6.664
2017/11/25,1.347
2017/11/26,0.438
2017/11/27,46.897
2017/11/28,17.207
2017/11/29,15.159
2017/11/30,-18.605
2017/12/01,-4.196
2017/12/02,-3.16
2017/12/03,7.012
2017/12/04,8.565
2017/12/05,10.283
2017/12/06,9.566
2017/12/07,-9.33
2017/12/08,7.176
2017/12/09,-6.059
2017/12/10,16.567
2017/12/11,10.996
2017/12/12,28.736
2017/12/13,25.648
2017/12/14,10.595
2017/12/15,2.237
2017/12/16,0.662
2017/12/17,-0.323
2017/12/18,6.693
2017/12/19,19.229
2017/12/20,5.777
2017/12/21,8.194
2017/12/22,-7.201
2017/12/23,-4.613
2017/12/24,-32.103
2017/12/25,-25.607
2017/12/26,-14.371
2017/12/27,20.539
2017/12/28,19.54
2017/12/29,31.689
2017/12/30,18.649
2017/12/31,-3.563
2018/01/01,-18.675
2018/01/02,2.765
2018/01/03,29.682
2018/01/04,40.188
2018/01/05,10.807
2018/01/06,0.562
2018/01/07,-7.169
2018/01/08,-2.736
2018/01/09,1.17
2018/01/10,-1.983
2018/01/11,-3.705
2018/01/12,-7.211
2018/01/13,2.016
2018/01/14,-6.31
2018/01/15,3.884
2018/01/16,4.81
2018/01/17,10.584
2018/01/18,-0.441
2018/01/19,-11.966
2018/01/20,-15.458
2018/01/21,-15.478
2018/01/22,-10.341
2018/01/23,-8.517
2018/01/24,-8.33
2018/01/25,-8.477
2018/01/26,3.905
2018/01/27,-8.609
2018/01/28,2.223
2018/01/29,-3.111
2018/01/30,12.353
2018/01/31,2.912
2018/02/01,4.277
2018/02/02,3.808
2018/02/03,-9.276
2018/02/04,-13.607
2018/02/05,-7.673
2018/02/06,10.367
2018/02/07,0.995
2018/02/08,-16.885
2018/02/09,-11.385
2018/02/10,-3.702
2018/02/11,4.422
2018/02/12,0.372
2018/02/13,-7.627
2018/02/14,4.13
2018/02/15,-1.682
2018/02/16,1.353
2018/02/17,0.196
2018/02/18,-4.905
2018/02/19,5.315
2018/02/20,11.522
2018/02/21,12.406
2018/02/22,-0.295
2018/02/23,-14.831
2018/02/24,-8.764
2018/02/25,-5.429
2018/02/26,4.132
2018/02/27,-1.417
2018/02/28,4.993
2018/03/01,-4.566
2018/03/02,7.565
2018/03/03,-1.946
2018/03/04,0.633
2018/03/05,0.072
2018/03/06,2.124
2018/03/07,9.765
2018/03/08,-4.819
2018/03/09,-5.775
2018/03/10,-17.362
2018/03/11,-13.344
2018/03/12,6.349
2018/03/13,11.049
2018/03/14,8.026
2018/03/15,-7.438
2018/03/16,-6.894
2018/03/17,-13.579
2018/03/18,0.704
2018/03/19,5.846
2018/03/20,15.488
2018/03/21,2.144
2018/03/22,-13.367
2018/03/23,-6.08
2018/03/24,-19.54
2018/03/25,-16.218
2018/03/26,-5.338
2018/03/27,3.799
2018/03/28,15.357
2018/03/29,-1.867
2018/03/30,7.123
2018/03/31,-1.497
2018/04/01,-9.222
2018/04/02,-8.593
2018/04/03,12.058
2018/04/04,17.505
2018/04/05,15.559
2018/04/06,-6.859
2018/04/07,-15.231
2018/04/08,-11.608
2018/04/09,4.848
2018/04/10,11.059
2018/04/11,7.33
2018/04/12,14.033
2018/04/13,20.215
2018/04/14,-1.881
2018/04/15,-12.108
2018/04/16,-1.742
2018/04/17,22.878
2018/04/18,20.362
2018/04/19,21.372
2018/04/20,18.323
2018/04/21,-3.57
2018/04/22,-8.46
2018/04/23,-8.13
2018/04/24,18.135
2018/04/25,8.978
2018/04/26,1.915
2018/04/27,-5.789
2018/04/28,-2.348
2018/04/29,-0.208
2018/04/30,7.343
2018/05/01,0.258
2018/05/02,3.944
2018/05/03,1.724
2018/05/04,12.786
2018/05/05,-5.942
2018/05/06,-14.997
2018/05/07,-16.846
2018/05/08,-1.013
2018/05/09,9.479
2018/05/10,15.859
2018/05/11,5.277
2018/05/12,-3.092
2018/05/13,-12.076
2018/05/14,3.238
2018/05/15,4.378
2018/05/16,5.202
2018/05/17,-5.102
2018/05/18,-0.6
2018/05/19,-1.149
2018/05/20,-3.45
2018/05/21,3.803
2018/05/22,3.544
2018/05/23,9.283
2018/05/24,-0.441
2018/05/25,-1.565
2018/05/26,-11.216
2018/05/27,-7.737
2018/05/28,1.943
2018/05/29,9.889
2018/05/30,8.556
2018/05/31,7.953
2018/06/01,-0.796
2018/06/02,-3.493
2018/06/03,-8.596
2018/06/04,5.157
2018/06/05,5.001
2018/06/06,-2.795
2018/06/07,-7.731
2018/06/08,-5.163
2018/06/09,-0.872
2018/06/10,0.722
2018/06/11,-0.175
2018/06/12,-1.994
2018/06/13,3.618
2018/06/14,-1.314
2018/06/15,-4.505
2018/06/16,3.555
2018/06/17,-17.313
2018/06/18,-2.392
2018/06/19,-5.134
2018/06/20,28.143
2018/06/21,6.579
2018/06/22,-1.998
2018/06/23,-19.526
2018/06/24,-10.873
2018/06/25,2.971
2018/06/26,15.878
2018/06/27,17.225
2018/06/28,-5.163
2018/06/29,-2.69
2018/06/30,-10.151
2018/07/01,-5.96
2018/07/02,-15.476
2018/07/03,-0.171
2018/07/04,-15.931
2018/07/05,9.512
2018/07/06,-12.817
2018/07/07,4.201
2018/07/08,4.066
2018/07/09,16.34
2018/07/10,18.871
2018/07/11,-1.163
2018/07/12,-5.027
2018/07/13,-11.253
2018/07/14,-11.413
2018/07/15,-12.062
2018/07/16,12.698
2018/07/17,20.43
2018/07/18,26.313
2018/07/19,1.257
2018/07/20,-9.981
2018/07/21,-18.744
2018/07/22,-12.368
2018/07/23,8.652
2018/07/24,26.391
2018/07/25,16.188
2018/07/26,1.897
2018/07/27,-6.032
2018/07/28,-18.93
2018/07/29,-6.937
2018/07/30,4.757
2018/07/31,22.125
2018/08/01,13.045
2018/08/02,3.155
2018/08/03,-6.372
2018/08/04,-13.971
2018/08/05,-9.737
2018/08/06,4.118
2018/08/07,-6.905
2018/08/08,-26.765
2018/08/09,-33.34
2018/08/10,-6.099
2018/08/11,24.731
2018/08/12,27.094
2018/08/13,18.057
2018/08/14,7.775
2018/08/15,0.054
2018/08/16,1.707
2018/08/17,-6.167
2018/08/18,13.901
2018/08/19,-1.402
2018/08/20,22.522
2018/08/21,12.154
2018/08/22,3.711
2018/08/23,-3.287
2018/08/24,-9.466
2018/08/25,9.216
2018/08/26,-0.47
2018/08/27,8.782
2018/08/28,4.199
2018/08/29,1.481
2018/08/30,-4.817
2018/08/31,-14.878
2018/09/01,-3.275
2018/09/02,-2.563
2018/09/03,13.052
2018/09/04,-2.781
2018/09/05,10.2
2018/09/06,-6.103
2018/09/07,8.773
2018/09/08,-0.809
2018/09/09,-5.794
2018/09/10,-6.323
2018/09/11,-11.469
2018/09/12,9.107
2018/09/13,2.207
2018/09/14,17.889
2018/09/15,6.942
2018/09/16,13.062
2018/09/17,-1.483
2018/09/18,1.428
2018/09/19,-26.34
2018/09/20,-6.464
2018/09/21,0.258
2018/09/22,24.954
2018/09/23,6.257
2018/09/24,9.311
2018/09/25,12.751
2018/09/26,15.456
2018/09/27,2.754
2018/09/28,-0.497
2018/09/29,-31.318
2018/09/30,-19.105
2018/10/01,-12.389
2018/10/02,18.01
2018/10/03,-10.161
2018/10/04,-7.883
2018/10/05,-13.513
2018/10/06,-17.799
2018/10/07,-32.016
2018/10/08,-18.291
2018/10/09,3.608
2018/10/10,9.511
2018/10/11,6.634
2018/10/12,10.724
2018/10/13,2.683
2018/10/14,-16.093
2018/10/15,-12.974
2018/10/16,1.891
2018/10/17,16.554
2018/10/18,1.071
2018/10/19,5.086
2018/10/20,-11.334
2018/10/21,-9.302
2018/10/22,5.535
2018/10/23,11.839
2018/10/24,28.239
2018/10/25,11.788
2018/10/26,14.175
2018/10/27,-26.385
2018/10/28,-28.813
2018/10/29,-2.161
2018/10/30,25.432
2018/10/31,14.724
2018/11/01,-8.097
2018/11/02,-10.044
2018/11/03,-11.557
2018/11/04,-12.153
2018/11/05,2.304
2018/11/06,19.563
2018/11/07,12.006
2018/11/08,4.653
2018/11/09,-7.539
2018/11/10,-7.981
2018/11/11,-6.991
2018/11/12,5.438
2018/11/13,8.099
2018/11/14,10.165
2018/11/15,-4.197
2018/11/16,-3.392
2018/11/17,-17.677
2018/11/18,-16.806
2018/11/19,11.114
2018/11/20,27.435
2018/11/21,22.287
2018/11/22,-6.373
2018/11/23,-10.612
2018/11/24,-12.995
2018/11/25,-7.189
2018/11/26,-2.276
2018/11/27,14.656
2018/11/28,20.5
2018/11/29,3.227
2018/11/30,4.094
2018/12/01,-18.266
2018/12/02,-14.214
2018/12/03,-3.324
2018/12/04,10.514
2018/12/05,24.085
2018/12/06,6.338
2018/12/07,2.4
2018/12/08,-8.65
2018/12/09,-11.944
2018/12/10,-1.126
2018/12/11,2.313
2018/12/12,-1.186
2018/12/13,-3.05
2018/12/14,5.371
2018/12/15,0.726
2018/12/16,-9.99
2018/12/17,1.144
2018/12/18,17.118
2018/12/19,23.617
2018/12/20,3.703
2018/12/21,-0.05
2018/12/22,-15.365
2018/12/23,-11.719
2018/12/24,-3.114
2018/12/25,-0.956
2018/12/26,6.944
2018/12/27,-7.797
2018/12/28,8.848
2018/12/29,-8.524
2018/12/30,-17.189
2018/12/31,-7.858
2019/01/01,-19.219
2019/01/02,24.621
2019/01/03,17.226
2019/01/04,38.096
2019/01/05,-4.276
2019/01/06,-18.042
2019/01/07,-3.54
2019/01/08,3.256
2019/01/09,12.677
2019/01/10,5.199
2019/01/11,4.284
2019/01/12,-10.902
2019/01/13,-17.509
2019/01/14,-1.24
2019/01/15,13.549
2019/01/16,13.992
2019/01/17,-2.989
2019/01/18,-1.787
2019/01/19,-0.805
2019/01/20,-0.383
2019/01/21,20.313
2019/01/22,27.14
2019/01/23,16.142
2019/01/24,-7.094
2019/01/25,-19.377
2019/01/26,-15.878
2019/01/27,-7.905
2019/01/28,17.844
2019/01/29,26.872
2019/01/30,18.029
2019/01/31,-3.589
2019/02/01,-7.826
2019/02/02,-18.866
2019/02/03,-20.216
2019/02/04,-19.866
2019/02/05,-5.133
2019/02/06,2.566
2019/02/07,6.774
2019/02/08,14.344
2019/02/09,0.676
2019/02/10,6.69
2019/02/11,9.048
2019/02/12,21.505
2019/02/13,25.649
2019/02/14,12.588
2019/02/15,9.256
2019/02/16,-7.938
2019/02/17,-4.745
2019/02/18,5.954
2019/02/19,14.258
2019/02/20,11.53
2019/02/21,4.61
2019/02/22,1.579
2019/02/23,-11.778
2019/02/24,-3.247
2019/02/25,6.895
2019/02/26,20.261
2019/02/27,3.858
2019/02/28,-5.894
2019/03/01,-27.886
2019/03/02,-35.049
2019/03/03,-38.937
2019/03/04,4.538
2019/03/05,13.858
2019/03/06,15.572
2019/03/07,-13.57
2019/03/08,0.321
2019/03/09,-0.997
2019/03/10,-12.099
2019/03/11,-9.259
2019/03/12,0.723
2019/03/13,27.178
2019/03/14,8.363
2019/03/15,1.395
2019/03/16,-14.974
2019/03/17,-17.064
2019/03/18,8.142
2019/03/19,30.119
2019/03/20,28.368
2019/03/21,4.359
2019/03/22,-6.366
2019/03/23,-11.812
2019/03/24,-16.257
2019/03/25,1.008
2019/03/26,17.502
2019/03/27,19.222
2019/03/28,-1.506
2019/03/29,2.728
2019/03/30,2.578
2019/03/31,1.193
2019/04/01,-2.187
2019/04/02,11.337
2019/04/03,15.988
2019/04/04,6.348
2019/04/05,-16.493
2019/04/06,-26.489
2019/04/07,-19.093
2019/04/08,5.015
2019/04/09,15.312
2019/04/10,28.205
2019/04/11,19.258
2019/04/12,3.679
2019/04/13,-22.135
2019/04/14,-29.511
2019/04/15,5.625
2019/04/16,28.901
2019/04/17,22.774
2019/04/18,-1.273
2019/04/19,-8.274
2019/04/20,-3.38
2019/04/21,-1.614
2019/04/22,1.499
2019/04/23,8.933
2019/04/24,-4.125
2019/04/25,-4.689
2019/04/26,-8.872
2019/04/27,-17.951
2019/04/28,-10.802
2019/04/29,-4.029
2019/04/30,27.249
2019/05/01,12.409
2019/05/02,25.199
2019/05/03,5.146
