Date,transactions14mom
2016/06/30,20560
2016/07/01,-26473
2016/07/02,-23826
2016/07/03,-11278
2016/07/04,-7168
2016/07/05,-8053
2016/07/06,-10715
2016/07/07,-1475
2016/07/08,-2825
2016/07/09,3726
2016/07/10,-2255
2016/07/11,-1081
2016/07/12,-2278
2016/07/13,-14157
2016/07/14,-21143
2016/07/15,1025
2016/07/16,-1195
2016/07/17,-5843
2016/07/18,-752
2016/07/19,4914
2016/07/20,12731
2016/07/21,4449
2016/07/22,5952
2016/07/23,4596
2016/07/24,18857
2016/07/25,16274
2016/07/26,21119
2016/07/27,17295
2016/07/28,5746
2016/07/29,6133
2016/07/30,3949
2016/07/31,14835
2016/08/01,6780
2016/08/02,4857
2016/08/03,-1156
2016/08/04,1879
2016/08/05,-5246
2016/08/06,-3519
2016/08/07,-15260
2016/08/08,-11872
2016/08/09,-14873
2016/08/10,-6745
2016/08/11,-384
2016/08/12,-2843
2016/08/13,-923
2016/08/14,-8172
2016/08/15,-3676
2016/08/16,-92
2016/08/17,-4608
2016/08/18,1038
2016/08/19,-264
2016/08/20,-169
2016/08/21,-412
2016/08/22,1266
2016/08/23,1373
2016/08/24,531
2016/08/25,1697
2016/08/26,2892
2016/08/27,6850
2016/08/28,2030
2016/08/29,3208
2016/08/30,-1970
2016/08/31,979
2016/09/01,-308
2016/09/02,12465
2016/09/03,3474
2016/09/04,5585
2016/09/05,-1583
2016/09/06,672
2016/09/07,1880
2016/09/08,6102
2016/09/09,6626
2016/09/10,-5063
2016/09/11,738
2016/09/12,-387
2016/09/13,-4388
2016/09/14,8013
2016/09/15,5131
2016/09/16,2119
2016/09/17,2090
2016/09/18,-10235
2016/09/19,-2162
2016/09/20,4965
2016/09/21,-4152
2016/09/22,-3313
2016/09/23,-18699
2016/09/24,543
2016/09/25,-4632
2016/09/26,-1609
2016/09/27,4226
2016/09/28,-11062
2016/09/29,-12206
2016/09/30,-21696
2016/10/01,6194
2016/10/02,13212
2016/10/03,7167
2016/10/04,2595
2016/10/05,-2830
2016/10/06,-15831
2016/10/07,8489
2016/10/08,-5728
2016/10/09,5227
2016/10/10,1426
2016/10/11,-5764
2016/10/12,-12795
2016/10/13,-8172
2016/10/14,6170
2016/10/15,-19414
2016/10/16,-16115
2016/10/17,-9536
2016/10/18,-4764
2016/10/19,-3222
2016/10/20,6612
2016/10/21,14072
2016/10/22,82
2016/10/23,-8576
2016/10/24,7607
2016/10/25,6557
2016/10/26,15156
2016/10/27,12109
2016/10/28,-484
2016/10/29,6349
2016/10/30,4445
2016/10/31,6895
2016/11/01,-2873
2016/11/02,5022
2016/11/03,-1092
2016/11/04,-25208
2016/11/05,-82
2016/11/06,-973
2016/11/07,-10606
2016/11/08,-6041
2016/11/09,-4641
2016/11/10,-4189
2016/11/11,-452
2016/11/12,871
2016/11/13,4238
2016/11/14,-1155
2016/11/15,-3695
2016/11/16,-1835
2016/11/17,-1608
2016/11/18,11213
2016/11/19,1599
2016/11/20,7734
2016/11/21,794
2016/11/22,12016
2016/11/23,23772
2016/11/24,-3303
2016/11/25,17005
2016/11/26,-78
2016/11/27,776
2016/11/28,4512
2016/11/29,1706
2016/11/30,-2506
2016/12/01,-3617
2016/12/02,-2143
2016/12/03,2068
2016/12/04,-2482
2016/12/05,-1122
2016/12/06,-5385
2016/12/07,-22532
2016/12/08,2726
2016/12/09,-16631
2016/12/10,-240
2016/12/11,-5285
2016/12/12,-9647
2016/12/13,-2372
2016/12/14,8116
2016/12/15,8981
2016/12/16,2311
2016/12/17,-1915
2016/12/18,-3003
2016/12/19,3986
2016/12/20,-3959
2016/12/21,9036
2016/12/22,15586
2016/12/23,2947
2016/12/24,-2807
2016/12/25,-2563
2016/12/26,-4176
2016/12/27,-2294
2016/12/28,-3908
2016/12/29,444
2016/12/30,608
2016/12/31,1778
2017/01/01,2090
2017/01/02,-5947
2017/01/03,1642
2017/01/04,-120
2017/01/05,-5577
2017/01/06,-587
2017/01/07,5865
2017/01/08,6126
2017/01/09,11623
2017/01/10,5809
2017/01/11,1835
2017/01/12,4043
2017/01/13,6272
2017/01/14,824
2017/01/15,3018
2017/01/16,5723
2017/01/17,788
2017/01/18,-5679
2017/01/19,-5968
2017/01/20,1971
2017/01/21,-320
2017/01/22,4705
2017/01/23,-112
2017/01/24,2235
2017/01/25,1035
2017/01/26,-3733
2017/01/27,-4153
2017/01/28,3145
2017/01/29,761
2017/01/30,-6
2017/01/31,-3022
2017/02/01,-453
2017/02/02,81
2017/02/03,-2997
2017/02/04,2108
2017/02/05,-890
2017/02/06,1230
2017/02/07,1452
2017/02/08,4833
2017/02/09,1017
2017/02/10,5542
2017/02/11,1371
2017/02/12,2810
2017/02/13,10621
2017/02/14,14649
2017/02/15,10779
2017/02/16,5965
2017/02/17,6628
2017/02/18,3988
2017/02/19,1685
2017/02/20,2846
2017/02/21,6568
2017/02/22,-717
2017/02/23,-272
2017/02/24,1859
2017/02/25,6685
2017/02/26,6397
2017/02/27,-3348
2017/02/28,1979
2017/03/01,4454
2017/03/02,21105
2017/03/03,14888
2017/03/04,9358
2017/03/05,8804
2017/03/06,6868
2017/03/07,4155
2017/03/08,5014
2017/03/09,16665
2017/03/10,11045
2017/03/11,11558
2017/03/12,14930
2017/03/13,29076
2017/03/14,16878
2017/03/15,21431
2017/03/16,39171
2017/03/17,42341
2017/03/18,31164
2017/03/19,27568
2017/03/20,23244
2017/03/21,21709
2017/03/22,23435
2017/03/23,18168
2017/03/24,22649
2017/03/25,19591
2017/03/26,12888
2017/03/27,12831
2017/03/28,7193
2017/03/29,11859
2017/03/30,-13741
2017/03/31,-3533
2017/04/01,-9348
2017/04/02,4349
2017/04/03,19957
2017/04/04,1981
2017/04/05,8590
2017/04/06,12743
2017/04/07,5071
2017/04/08,-12250
2017/04/09,-4977
2017/04/10,-19062
2017/04/11,-8457
2017/04/12,-12717
2017/04/13,-12085
2017/04/14,-21947
2017/04/15,-5752
2017/04/16,-18314
2017/04/17,-27675
2017/04/18,-2976
2017/04/19,-1677
2017/04/20,-9727
2017/04/21,-11568
2017/04/22,1395
2017/04/23,2516
2017/04/24,5044
2017/04/25,17142
2017/04/26,9295
2017/04/27,20370
2017/04/28,25038
2017/04/29,16515
2017/04/30,24568
2017/05/01,39656
2017/05/02,27051
2017/05/03,11600
2017/05/04,29427
2017/05/05,27236
2017/05/06,21475
2017/05/07,29558
2017/05/08,36978
2017/05/09,19900
2017/05/10,20031
2017/05/11,12695
2017/05/12,1048
2017/05/13,9997
2017/05/14,6146
2017/05/15,10590
2017/05/16,5987
2017/05/17,42801
2017/05/18,22532
2017/05/19,53054
2017/05/20,35898
2017/05/21,43068
2017/05/22,58746
2017/05/23,74188
2017/05/24,77620
2017/05/25,65821
2017/05/26,62577
2017/05/27,48118
2017/05/28,53923
2017/05/29,35755
2017/05/30,77277
2017/05/31,73991
2017/06/01,61751
2017/06/02,33343
2017/06/03,44732
2017/06/04,30437
2017/06/05,14050
2017/06/06,13402
2017/06/07,19887
2017/06/08,4690
2017/06/09,46013
2017/06/10,63906
2017/06/11,85219
2017/06/12,134394
2017/06/13,86436
2017/06/14,36211
2017/06/15,62457
2017/06/16,53092
2017/06/17,66378
2017/06/18,65821
2017/06/19,95904
2017/06/20,107894
2017/06/21,14109
2017/06/22,96525
2017/06/23,60181
2017/06/24,37214
2017/06/25,-9355
2017/06/26,23847
2017/06/27,-27059
2017/06/28,23904
2017/06/29,2174
2017/06/30,4649
2017/07/01,-1557
2017/07/02,2660
2017/07/03,15823
2017/07/04,-26952
2017/07/05,50317
2017/07/06,-25434
2017/07/07,19377
2017/07/08,-2428
2017/07/09,-5946
2017/07/10,-14155
2017/07/11,38682
2017/07/12,9587
2017/07/13,-3046
2017/07/14,-3271
2017/07/15,-8504
2017/07/16,521
2017/07/17,-53559
2017/07/18,-10410
2017/07/19,-1484
2017/07/20,-8726
2017/07/21,-62829
2017/07/22,-42568
2017/07/23,35301
2017/07/24,-39538
2017/07/25,-48755
2017/07/26,-60880
2017/07/27,-35310
2017/07/28,-2887
2017/07/29,-33188
2017/07/30,-42514
2017/07/31,1615
2017/08/01,-52473
2017/08/02,-39054
2017/08/03,-13730
2017/08/04,24600
2017/08/05,55826
2017/08/06,4637
2017/08/07,18077
2017/08/08,75944
2017/08/09,57360
2017/08/10,112806
2017/08/11,110188
2017/08/12,139881
2017/08/13,126381
2017/08/14,159973
2017/08/15,194664
2017/08/16,182556
2017/08/17,191672
2017/08/18,186196
2017/08/19,116018
2017/08/20,44799
2017/08/21,111708
2017/08/22,45861
2017/08/23,94403
2017/08/24,14224
2017/08/25,-4061
2017/08/26,-32386
2017/08/27,-8832
2017/08/28,-46387
2017/08/29,-18597
2017/08/30,-13404
2017/08/31,-43586
2017/09/01,-52359
2017/09/02,-45621
2017/09/03,-7401
2017/09/04,49712
2017/09/05,79845
2017/09/06,121665
2017/09/07,95882
2017/09/08,111049
2017/09/09,77386
2017/09/10,955
2017/09/11,1710
2017/09/12,10249
2017/09/13,-34541
2017/09/14,-4170
2017/09/15,50770
2017/09/16,41967
2017/09/17,-13008
2017/09/18,-79828
2017/09/19,-106820
2017/09/20,-171392
2017/09/21,-131273
2017/09/22,-192200
2017/09/23,-123547
2017/09/24,-44199
2017/09/25,-58770
2017/09/26,-98823
2017/09/27,-56632
2017/09/28,-51043
2017/09/29,-115265
2017/09/30,-77966
2017/10/01,-5646
2017/10/02,-56669
2017/10/03,-9846
2017/10/04,-17675
2017/10/05,-2266
2017/10/06,48412
2017/10/07,30984
2017/10/08,15900
2017/10/09,21558
2017/10/10,43530
2017/10/11,35258
2017/10/12,34203
2017/10/13,52634
2017/10/14,36371
2017/10/15,45050
2017/10/16,102202
2017/10/17,177705
2017/10/18,163140
2017/10/19,179376
2017/10/20,226955
2017/10/21,171811
2017/10/22,138664
2017/10/23,139996
2017/10/24,142683
2017/10/25,116114
2017/10/26,102995
2017/10/27,-379136
2017/10/28,-332169
2017/10/29,-328921
2017/10/30,-408297
2017/10/31,-505611
2017/11/01,51956
2017/11/02,39365
2017/11/03,-58198
2017/11/04,-64144
2017/11/05,-18391
2017/11/06,43495
2017/11/07,-21870
2017/11/08,19994
2017/11/09,766
2017/11/10,457427
2017/11/11,394378
2017/11/12,434380
2017/11/13,443176
2017/11/14,475984
2017/11/15,18125
2017/11/16,-42067
2017/11/17,19951
2017/11/18,60921
2017/11/19,47461
2017/11/20,18478
2017/11/21,53626
2017/11/22,66076
2017/11/23,69896
2017/11/24,68019
2017/11/25,166761
2017/11/26,108104
2017/11/27,165519
2017/11/28,163005
2017/11/29,123049
2017/11/30,163975
2017/12/01,114130
2017/12/02,168106
2017/12/03,229245
2017/12/04,171693
2017/12/05,169046
2017/12/06,245257
2017/12/07,122000
2017/12/08,240965
2017/12/09,146084
2017/12/10,174091
2017/12/11,220204
2017/12/12,233351
2017/12/13,246052
2017/12/14,287102
2017/12/15,281626
2017/12/16,272072
2017/12/17,182766
2017/12/18,282187
2017/12/19,399144
2017/12/20,194358
2017/12/21,413597
2017/12/22,337112
2017/12/23,211658
2017/12/24,41659
2017/12/25,-76538
2017/12/26,-58830
2017/12/27,3121
2017/12/28,6944
2017/12/29,185845
2017/12/30,236802
2017/12/31,70353
2018/01/01,-75076
2018/01/02,61702
2018/01/03,251926
2018/01/04,277225
2018/01/05,168054
2018/01/06,307536
2018/01/07,394488
2018/01/08,463112
2018/01/09,442730
2018/01/10,264933
2018/01/11,224462
2018/01/12,28566
2018/01/13,42662
2018/01/14,134666
2018/01/15,297475
2018/01/16,124000
2018/01/17,39053
2018/01/18,-144706
2018/01/19,-228320
2018/01/20,-241928
2018/01/21,-146192
2018/01/22,-242562
2018/01/23,-327746
2018/01/24,-264017
2018/01/25,-385450
2018/01/26,-165328
2018/01/27,-347432
2018/01/28,-192489
2018/01/29,-269575
2018/01/30,-371358
2018/01/31,-399799
2018/02/01,-196425
2018/02/02,-62339
2018/02/03,-170003
2018/02/04,-205665
2018/02/05,-97150
2018/02/06,-40275
2018/02/07,-95043
2018/02/08,-107171
2018/02/09,-163622
2018/02/10,16501
2018/02/11,-115608
2018/02/12,-107825
2018/02/13,-160817
2018/02/14,-130900
2018/02/15,-231441
2018/02/16,-276160
2018/02/17,-42407
2018/02/18,-44773
2018/02/19,-64377
2018/02/20,-1322
2018/02/21,31879
2018/02/22,80549
2018/02/23,-56723
2018/02/24,-115529
2018/02/25,-82914
2018/02/26,-91567
2018/02/27,-51178
2018/02/28,-26016
2018/03/01,-92914
2018/03/02,39908
2018/03/03,-98614
2018/03/04,-112851
2018/03/05,-58628
2018/03/06,-174306
2018/03/07,-66747
2018/03/08,-71754
2018/03/09,-83026
2018/03/10,-141484
2018/03/11,-81683
2018/03/12,-59545
2018/03/13,4510
2018/03/14,-49170
2018/03/15,-29873
2018/03/16,-90082
2018/03/17,-80262
2018/03/18,40723
2018/03/19,-48865
2018/03/20,-50800
2018/03/21,-85885
2018/03/22,-70686
2018/03/23,27045
2018/03/24,21826
2018/03/25,-82527
2018/03/26,-51293
2018/03/27,-115038
2018/03/28,-91340
2018/03/29,-70858
2018/03/30,-20968
2018/03/31,-8807
2018/04/01,-138823
2018/04/02,-105386
2018/04/03,-15867
2018/04/04,-69431
2018/04/05,76418
2018/04/06,-29122
2018/04/07,-77338
2018/04/08,69361
2018/04/09,-16816
2018/04/10,-12667
2018/04/11,29244
2018/04/12,108933
2018/04/13,96728
2018/04/14,26792
2018/04/15,74844
2018/04/16,65897
2018/04/17,96899
2018/04/18,74852
2018/04/19,118447
2018/04/20,184239
2018/04/21,210239
2018/04/22,153125
2018/04/23,193071
2018/04/24,244898
2018/04/25,189912
2018/04/26,101267
2018/04/27,34135
2018/04/28,164133
2018/04/29,136666
2018/04/30,113731
2018/05/01,-28984
2018/05/02,84429
2018/05/03,25268
2018/05/04,168306
2018/05/05,43157
2018/05/06,-57585
2018/05/07,-13007
2018/05/08,3812
2018/05/09,32113
2018/05/10,60954
2018/05/11,61620
2018/05/12,13166
2018/05/13,5788
2018/05/14,23517
2018/05/15,65371
2018/05/16,19535
2018/05/17,-3825
2018/05/18,-168695
2018/05/19,57027
2018/05/20,86010
2018/05/21,12348
2018/05/22,2311
2018/05/23,2250
2018/05/24,-43660
2018/05/25,-25261
2018/05/26,-26555
2018/05/27,13585
2018/05/28,59352
2018/05/29,32973
2018/05/30,9761
2018/05/31,-3045
2018/06/01,-73714
2018/06/02,-78271
2018/06/03,32714
2018/06/04,4954
2018/06/05,-41755
2018/06/06,-79307
2018/06/07,-35339
2018/06/08,-80821
2018/06/09,7495
2018/06/10,-4744
2018/06/11,-92017
2018/06/12,-41984
2018/06/13,-19381
2018/06/14,-66800
2018/06/15,5686
2018/06/16,-128242
2018/06/17,-161449
2018/06/18,-111412
2018/06/19,-1889
2018/06/20,49006
2018/06/21,-23793
2018/06/22,50440
2018/06/23,-93509
2018/06/24,-99286
2018/06/25,68280
2018/06/26,-38029
2018/06/27,-25699
2018/06/28,-21132
2018/06/29,-28711
2018/06/30,-6794
2018/07/01,-25915
2018/07/02,-206194
2018/07/03,-205233
2018/07/04,-355964
2018/07/05,-224449
2018/07/06,-311382
2018/07/07,-191813
2018/07/08,-40489
2018/07/09,-185339
2018/07/10,-40399
2018/07/11,-128018
2018/07/12,-178726
2018/07/13,-171775
2018/07/14,-124030
2018/07/15,-168927
2018/07/16,214440
2018/07/17,127760
2018/07/18,299033
2018/07/19,207116
2018/07/20,212533
2018/07/21,136529
2018/07/22,43851
2018/07/23,106731
2018/07/24,93094
2018/07/25,143607
2018/07/26,159572
2018/07/27,225398
2018/07/28,195022
2018/07/29,262602
2018/07/30,53713
2018/07/31,43771
2018/08/01,11613
2018/08/02,45226
2018/08/03,81582
2018/08/04,99914
2018/08/05,28893
2018/08/06,-59121
2018/08/07,-148523
2018/08/08,-221864
2018/08/09,-187100
2018/08/10,-174823
2018/08/11,-46661
2018/08/12,-74381
2018/08/13,-62771
2018/08/14,-54715
2018/08/15,-109193
2018/08/16,-63196
2018/08/17,-145920
2018/08/18,-93026
2018/08/19,-104589
2018/08/20,-35767
2018/08/21,-30703
2018/08/22,29209
2018/08/23,61027
2018/08/24,-17665
2018/08/25,-80073
2018/08/26,-67855
2018/08/27,-49051
2018/08/28,-76504
2018/08/29,-101724
2018/08/30,-123885
2018/08/31,-30012
2018/09/01,28732
2018/09/02,20607
2018/09/03,-32340
2018/09/04,-16118
2018/09/05,32085
2018/09/06,-10598
2018/09/07,-14043
2018/09/08,-33902
2018/09/09,-8441
2018/09/10,-84310
2018/09/11,-56527
2018/09/12,23832
2018/09/13,-37123
2018/09/14,-62864
2018/09/15,-176559
2018/09/16,-161835
2018/09/17,-77709
2018/09/18,-89008
2018/09/19,-119702
2018/09/20,-90813
2018/09/21,-37498
2018/09/22,-73028
2018/09/23,-97004
2018/09/24,-81243
2018/09/25,-38209
2018/09/26,-77166
2018/09/27,-51677
2018/09/28,-14024
2018/09/29,-45380
2018/09/30,20919
2018/10/01,-77412
2018/10/02,-10251
2018/10/03,51751
2018/10/04,61035
2018/10/05,50675
2018/10/06,126556
2018/10/07,29140
2018/10/08,62505
2018/10/09,17920
2018/10/10,23265
2018/10/11,66478
2018/10/12,61770
2018/10/13,107482
2018/10/14,32368
2018/10/15,85703
2018/10/16,85159
2018/10/17,21336
2018/10/18,6610
2018/10/19,5758
2018/10/20,-62785
2018/10/21,10247
2018/10/22,34472
2018/10/23,19203
2018/10/24,15937
2018/10/25,-33327
2018/10/26,-10922
2018/10/27,-42632
2018/10/28,-1857
2018/10/29,52684
2018/10/30,32976
2018/10/31,5365
2018/11/01,23305
2018/11/02,-52585
2018/11/03,-29079
2018/11/04,2834
2018/11/05,5040
2018/11/06,40935
2018/11/07,31893
2018/11/08,18194
2018/11/09,-3370
2018/11/10,-10045
2018/11/11,17937
2018/11/12,-43533
2018/11/13,-54807
2018/11/14,-3526
2018/11/15,-26045
2018/11/16,3498
2018/11/17,580
2018/11/18,-26047
2018/11/19,40588
2018/11/20,28586
2018/11/21,14929
2018/11/22,13503
2018/11/23,12144
2018/11/24,7921
2018/11/25,1239
2018/11/26,-13798
2018/11/27,12235
2018/11/28,40399
2018/11/29,-7460
2018/11/30,47007
2018/12/01,20067
2018/12/02,7609
2018/12/03,-74842
2018/12/04,-60550
2018/12/05,16406
2018/12/06,22028
2018/12/07,12425
2018/12/08,55548
2018/12/09,-21483
2018/12/10,-1985
2018/12/11,-29819
2018/12/12,-88660
2018/12/13,10098
2018/12/14,-31733
2018/12/15,26268
2018/12/16,24287
2018/12/17,21951
2018/12/18,-8882
2018/12/19,1788
2018/12/20,11506
2018/12/21,34109
2018/12/22,-57038
2018/12/23,36100
2018/12/24,60172
2018/12/25,-1005
2018/12/26,26127
2018/12/27,-17278
2018/12/28,4883
2018/12/29,-8170
2018/12/30,-56302
2018/12/31,-48011
2019/01/01,-108152
2019/01/02,-7766
2019/01/03,-5836
2019/01/04,-57128
2019/01/05,15638
2019/01/06,-56283
2019/01/07,-64587
2019/01/08,18366
2019/01/09,-1200
2019/01/10,34428
2019/01/11,-30351
2019/01/12,-91039
2019/01/13,20952
2019/01/14,55199
2019/01/15,91728
2019/01/16,-82272
2019/01/17,-79511
2019/01/18,-10499
2019/01/19,27936
2019/01/20,50333
2019/01/21,31787
2019/01/22,52191
2019/01/23,-25028
2019/01/24,-62709
2019/01/25,-36935
2019/01/26,11673
2019/01/27,7467
2019/01/28,-8675
2019/01/29,26130
2019/01/30,47660
2019/01/31,-25
2019/02/01,-40043
2019/02/02,-88811
2019/02/03,-113327
2019/02/04,-166357
2019/02/05,-190743
2019/02/06,-104754
2019/02/07,-91454
2019/02/08,-32951
2019/02/09,-47251
2019/02/10,-107663
2019/02/11,-139557
2019/02/12,-127915
2019/02/13,-63993
2019/02/14,-42275
2019/02/15,-30257
2019/02/16,3995
2019/02/17,23567
2019/02/18,96061
2019/02/19,118787
2019/02/20,101203
2019/02/21,116141
2019/02/22,58887
2019/02/23,59096
2019/02/24,159050
2019/02/25,144749
2019/02/26,115814
2019/02/27,48162
2019/02/28,66676
2019/03/01,79023
2019/03/02,72603
2019/03/03,44437
2019/03/04,107756
2019/03/05,64483
2019/03/06,48664
2019/03/07,27868
2019/03/08,31522
2019/03/09,79589
2019/03/10,-56163
2019/03/11,-37344
2019/03/12,10381
2019/03/13,33765
2019/03/14,32370
2019/03/15,5390
2019/03/16,-22729
2019/03/17,2490
2019/03/18,-46271
2019/03/19,37855
2019/03/20,51381
2019/03/21,45633
2019/03/22,66339
2019/03/23,5964
2019/03/24,65035
2019/03/25,112258
2019/03/26,64704
2019/03/27,52667
2019/03/28,60539
2019/03/29,87340
2019/03/30,163784
2019/03/31,151358
2019/04/01,113634
2019/04/02,122960
2019/04/03,116292
2019/04/04,55202
2019/04/05,-6776
2019/04/06,-2739
2019/04/07,23813
2019/04/08,19330
2019/04/09,27865
2019/04/10,48122
2019/04/11,94665
2019/04/12,54419
2019/04/13,-53676
2019/04/14,-95175
2019/04/15,-65516
2019/04/16,-102439
2019/04/17,-64709
2019/04/18,24130
2019/04/19,71259
2019/04/20,127785
2019/04/21,58304
2019/04/22,51306
2019/04/23,72393
2019/04/24,-5153
2019/04/25,-48220
2019/04/26,-33990
2019/04/27,-51604
2019/04/28,42427
2019/04/29,6931
2019/04/30,51310
2019/05/01,21894
2019/05/02,-71342
2019/05/03,-22301
2019/05/04,-63429
2019/05/05,6274
2019/05/06,-13171
2019/05/07,-71224
2019/05/08,18079
2019/05/09,37628
2019/05/10,75981
2019/05/11,179650
2019/05/12,122345
2019/05/13,129548
2019/05/14,122831
2019/05/15,143816
2019/05/16,281900
2019/05/17,139438
2019/05/18,112025
2019/05/19,114967
2019/05/20,154026
2019/05/21,154755
2019/05/22,186388
2019/05/23,128284
2019/05/24,167295
2019/05/25,97612
2019/05/26,47267
2019/05/27,183196
2019/05/28,79933
2019/05/29,99903
2019/05/30,-16301
2019/05/31,60356
2019/06/01,221331
2019/06/02,138463
2019/06/03,28906
2019/06/04,79156
2019/06/05,-73992
2019/06/06,-21907
2019/06/07,-145603
2019/06/08,152704
2019/06/09,-47353
2019/06/10,21961
2019/06/11,19466
2019/06/12,-86827
2019/06/13,-142149
2019/06/14,-45312
2019/06/15,-17799
2019/06/16,-1915
2019/06/17,55027
2019/06/18,-41966
2019/06/19,86644
2019/06/20,160207
2019/06/21,19173
2019/06/22,-234520
2019/06/23,57758
2019/06/24,-154057
2019/06/25,2193
2019/06/26,-12081
2019/06/27,64360
2019/06/28,178806
2019/06/29,-205615
2019/06/30,-203021
2019/07/01,7891
2019/07/02,45065
2019/07/03,-132809
2019/07/04,-237510
2019/07/05,71453
2019/07/06,-4093
2019/07/07,-191432
2019/07/08,159
2019/07/09,-160239
2019/07/10,-112505
2019/07/11,161170
2019/07/12,-277778
2019/07/13,-146054
2019/07/14,-72468
2019/07/15,-208691
2019/07/16,108224
2019/07/17,76802
2019/07/18,-79640
2019/07/19,-33532
2019/07/20,-169955
2019/07/21,-59671
2019/07/22,-169130
2019/07/23,-165160
2019/07/24,171117
2019/07/25,-25434
2019/07/26,-86132
2019/07/27,-9586
2019/07/28,-40793
2019/07/29,-66304
2019/07/30,-287496
2019/07/31,-145745
2019/08/01,209769
2019/08/02,-47236
2019/08/03,199407
2019/08/04,46738
2019/08/05,77772
2019/08/06,125257
2019/08/07,-164736
2019/08/08,-257118
2019/08/09,81502
2019/08/10,53232
2019/08/11,9810
2019/08/12,35959
2019/08/13,-17111
2019/08/14,52363
2019/08/15,-188567
2019/08/16,-49437
2019/08/17,-142386
2019/08/18,58126
2019/08/19,6023
2019/08/20,1451
2019/08/21,-10977
2019/08/22,44408
2019/08/23,11520
2019/08/24,53306
2019/08/25,94753
2019/08/26,37896
2019/08/27,49487
2019/08/28,-14385
2019/08/29,35113
2019/08/30,-5681
2019/08/31,38667
2019/09/01,62975
2019/09/02,33047
2019/09/03,17721
2019/09/04,-17068
2019/09/05,32728
2019/09/06,35218
2019/09/07,-6790
2019/09/08,-2192
2019/09/09,5663
