Date,transactionvalue90varUSD
2016/05/11,63297
2016/05/12,63666
2016/05/13,86000
2016/05/14,95296
2016/05/15,95010
2016/05/16,94993
2016/05/17,94306
2016/05/18,94219
2016/05/19,95241
2016/05/20,96126
2016/05/21,95275
2016/05/22,95210
2016/05/23,95182
2016/05/24,94871
2016/05/25,94713
2016/05/26,89043
2016/05/27,88451
2016/05/28,88237
2016/05/29,88087
2016/05/30,88245
2016/05/31,81038
2016/06/01,79636
2016/06/02,79807
2016/06/03,73203
2016/06/04,72893
2016/06/05,72484
2016/06/06,70261
2016/06/07,70131
2016/06/08,71957
2016/06/09,72300
2016/06/10,70985
2016/06/11,66458
2016/06/12,64473
2016/06/13,64012
2016/06/14,63915
2016/06/15,63175
2016/06/16,62426
2016/06/17,68581
2016/06/18,73612
2016/06/19,73636
2016/06/20,74400
2016/06/21,74227
2016/06/22,74773
2016/06/23,74640
2016/06/24,73798
2016/06/25,73910
2016/06/26,74085
2016/06/27,74283
2016/06/28,74346
2016/06/29,74370
2016/06/30,74192
2016/07/01,73757
2016/07/02,73426
2016/07/03,73367
2016/07/04,72985
2016/07/05,76264
2016/07/06,76100
2016/07/07,75747
2016/07/08,76279
2016/07/09,76789
2016/07/10,76749
2016/07/11,76839
2016/07/12,76915
2016/07/13,76773
2016/07/14,76343
2016/07/15,81558
2016/07/16,81349
2016/07/17,81014
2016/07/18,82075
2016/07/19,128872
2016/07/20,221151
2016/07/21,220283
2016/07/22,221262
2016/07/23,220989
2016/07/24,285907
2016/07/25,323230
2016/07/26,477311
2016/07/27,537525
2016/07/28,555619
2016/07/29,562264
2016/07/30,564034
2016/07/31,564149
2016/08/01,568550
2016/08/02,589368
2016/08/03,598298
2016/08/04,597888
2016/08/05,598035
2016/08/06,597046
2016/08/07,596876
2016/08/08,596549
2016/08/09,596590
2016/08/10,599828
2016/08/11,587631
2016/08/12,583762
2016/08/13,582539
2016/08/14,582314
2016/08/15,582363
2016/08/16,584718
2016/08/17,585422
2016/08/18,587542
2016/08/19,588054
2016/08/20,586611
2016/08/21,586092
2016/08/22,585979
2016/08/23,586314
2016/08/24,587059
2016/08/25,589784
2016/08/26,589047
2016/08/27,589449
2016/08/28,590249
2016/08/29,590415
2016/08/30,591015
2016/08/31,589967
2016/09/01,587664
2016/09/02,585554
2016/09/03,583800
2016/09/04,581883
2016/09/05,582713
2016/09/06,585358
2016/09/07,584854
2016/09/08,584881
2016/09/09,585465
2016/09/10,587362
2016/09/11,589006
2016/09/12,590988
2016/09/13,591990
2016/09/14,595179
2016/09/15,596835
2016/09/16,595851
2016/09/17,597589
2016/09/18,597838
2016/09/19,598919
2016/09/20,599558
2016/09/21,602922
2016/09/22,602119
2016/09/23,601711
2016/09/24,600030
2016/09/25,597751
2016/09/26,597992
2016/09/27,597931
2016/09/28,594766
2016/09/29,592501
2016/09/30,590442
2016/10/01,589840
2016/10/02,588952
2016/10/03,591589
2016/10/04,592977
2016/10/05,592185
2016/10/06,590575
2016/10/07,589348
2016/10/08,587755
2016/10/09,585016
2016/10/10,582265
2016/10/11,580032
2016/10/12,578335
2016/10/13,578008
2016/10/14,575330
2016/10/15,573938
2016/10/16,574248
2016/10/17,539965
2016/10/18,461654
2016/10/19,462545
2016/10/20,464753
2016/10/21,467676
2016/10/22,411929
2016/10/23,380081
2016/10/24,228394
2016/10/25,164123
2016/10/26,140783
2016/10/27,132080
2016/10/28,127661
2016/10/29,125773
2016/10/30,117385
2016/10/31,87764
2016/11/01,70962
2016/11/02,73611
2016/11/03,118674
2016/11/04,118721
2016/11/05,119175
2016/11/06,120093
2016/11/07,119832
2016/11/08,113166
2016/11/09,110280
2016/11/10,110244
2016/11/11,113024
2016/11/12,113205
2016/11/13,113397
2016/11/14,113934
2016/11/15,114392
2016/11/16,114415
2016/11/17,115442
2016/11/18,115869
2016/11/19,113695
2016/11/20,114344
2016/11/21,111063
2016/11/22,110755
2016/11/23,110291
2016/11/24,110705
2016/11/25,110626
2016/11/26,110899
2016/11/27,111520
2016/11/28,111829
2016/11/29,111973
2016/11/30,112136
2016/12/01,112455
2016/12/02,112948
2016/12/03,115746
2016/12/04,115417
2016/12/05,115509
2016/12/06,117346
2016/12/07,117190
2016/12/08,116407
2016/12/09,115740
2016/12/10,115514
2016/12/11,115091
2016/12/12,115265
2016/12/13,115034
2016/12/14,114753
2016/12/15,114798
2016/12/16,114627
2016/12/17,114824
2016/12/18,114579
2016/12/19,112355
2016/12/20,105249
2016/12/21,105354
2016/12/22,103998
2016/12/23,108108
2016/12/24,106250
2016/12/25,106753
2016/12/26,107306
2016/12/27,106234
2016/12/28,105448
2016/12/29,107034
2016/12/30,106919
2016/12/31,114180
2017/01/01,113449
2017/01/02,112925
2017/01/03,115959
2017/01/04,131005
2017/01/05,147752
2017/01/06,163920
2017/01/07,166084
2017/01/08,165785
2017/01/09,168264
2017/01/10,167747
2017/01/11,170680
2017/01/12,171394
2017/01/13,171308
2017/01/14,172195
2017/01/15,173568
2017/01/16,174283
2017/01/17,174299
2017/01/18,174329
2017/01/19,173609
2017/01/20,172571
2017/01/21,171981
2017/01/22,171468
2017/01/23,171829
2017/01/24,172294
2017/01/25,172435
2017/01/26,173085
2017/01/27,173843
2017/01/28,174867
2017/01/29,175328
2017/01/30,176213
2017/01/31,172455
2017/02/01,123452
2017/02/02,123665
2017/02/03,123276
2017/02/04,122397
2017/02/05,122320
2017/02/06,121664
2017/02/07,121898
2017/02/08,121914
2017/02/09,119224
2017/02/10,119126
2017/02/11,119389
2017/02/12,118478
2017/02/13,118417
2017/02/14,118993
2017/02/15,120754
2017/02/16,120546
2017/02/17,120377
2017/02/18,119536
2017/02/19,118682
2017/02/20,118940
2017/02/21,120141
2017/02/22,119826
2017/02/23,119714
2017/02/24,124639
2017/02/25,124225
2017/02/26,125676
2017/02/27,169906
2017/02/28,232309
2017/03/01,303231
2017/03/02,463841
2017/03/03,677052
2017/03/04,763850
2017/03/05,821819
2017/03/06,1042533
2017/03/07,1102568
2017/03/08,1188143
2017/03/09,1294166
2017/03/10,1379695
2017/03/11,1544345
2017/03/12,2086826
2017/03/13,2372208
2017/03/14,2395257
2017/03/15,2421119
2017/03/16,3592689
2017/03/17,3930445
2017/03/18,4775313
2017/03/19,4766143
2017/03/20,4792162
2017/03/21,5061025
2017/03/22,5251633
2017/03/23,5436461
2017/03/24,5898060
2017/03/25,6187275
2017/03/26,6342638
2017/03/27,6473278
2017/03/28,6662107
2017/03/29,6953472
2017/03/30,7504815
2017/03/31,7750362
2017/04/01,7852305
2017/04/02,8218443
2017/04/03,8491664
2017/04/04,8511690
2017/04/05,8659451
2017/04/06,8965004
2017/04/07,8932216
2017/04/08,8901006
2017/04/09,8880028
2017/04/10,8890793
2017/04/11,8898441
2017/04/12,8873825
2017/04/13,8806691
2017/04/14,8736940
2017/04/15,8649719
2017/04/16,8593962
2017/04/17,8534904
2017/04/18,8483878
2017/04/19,8460344
2017/04/20,8491208
2017/04/21,8410858
2017/04/22,8322158
2017/04/23,8222830
2017/04/24,8144905
2017/04/25,8032839
2017/04/26,8008142
2017/04/27,8137040
2017/04/28,8314577
2017/04/29,8704787
2017/04/30,9310878
2017/05/01,11048965
2017/05/02,11947189
2017/05/03,13776165
2017/05/04,15263855
2017/05/05,17530463
2017/05/06,18331964
2017/05/07,19683348
2017/05/08,20351824
2017/05/09,20924985
2017/05/10,21517933
2017/05/11,22542759
2017/05/12,23032558
2017/05/13,22942780
2017/05/14,22766554
2017/05/15,22800713
2017/05/16,23541327
2017/05/17,23172991
2017/05/18,22758629
2017/05/19,22459666
2017/05/20,22065290
2017/05/21,21811474
2017/05/22,24563914
2017/05/23,24540122
2017/05/24,24704231
2017/05/25,24881970
2017/05/26,25258395
2017/05/27,24866230
2017/05/28,24574713
2017/05/29,24375149
2017/05/30,24280538
2017/05/31,26845832
2017/06/01,27779684
2017/06/02,28497860
2017/06/03,29271512
2017/06/04,29992351
2017/06/05,31325420
2017/06/06,33875567
2017/06/07,35244271
2017/06/08,36153341
2017/06/09,36828861
2017/06/10,37079833
2017/06/11,37371761
2017/06/12,42118683
2017/06/13,45133583
2017/06/14,45952518
2017/06/15,48050248
2017/06/16,50230579
2017/06/17,49397980
2017/06/18,48681247
2017/06/19,48411644
2017/06/20,48264618
2017/06/21,47959539
2017/06/22,47873069
2017/06/23,47600851
2017/06/24,47230150
2017/06/25,47329552
2017/06/26,47098481
2017/06/27,46843451
2017/06/28,46766463
2017/06/29,46458978
2017/06/30,46003273
2017/07/01,45889616
2017/07/02,45905774
2017/07/03,46259295
2017/07/04,46336383
2017/07/05,46482898
2017/07/06,45460983
2017/07/07,44892179
2017/07/08,44351543
2017/07/09,44589297
2017/07/10,44142056
2017/07/11,43520195
2017/07/12,42636625
2017/07/13,41927709
2017/07/14,41002419
2017/07/15,39687328
2017/07/16,38092777
2017/07/17,37259812
2017/07/18,36828226
2017/07/19,36401811
2017/07/20,35503253
2017/07/21,34766916
2017/07/22,34647235
2017/07/23,34502779
2017/07/24,33403882
2017/07/25,32932218
2017/07/26,32503138
2017/07/27,32265693
2017/07/28,32262143
2017/07/29,32515239
2017/07/30,32505821
2017/07/31,33270234
2017/08/01,33542705
2017/08/02,33967787
2017/08/03,34385780
2017/08/04,35107472
2017/08/05,35496281
2017/08/06,35913244
2017/08/07,36228406
2017/08/08,36492950
2017/08/09,36501181
2017/08/10,36922754
2017/08/11,43533007
2017/08/12,44632150
2017/08/13,46133355
2017/08/14,46187627
2017/08/15,45756342
2017/08/16,45081940
2017/08/17,45041609
2017/08/18,44875133
2017/08/19,45135130
2017/08/20,44564852
2017/08/21,44828121
2017/08/22,45136203
2017/08/23,45298373
2017/08/24,45424176
2017/08/25,45625907
2017/08/26,46345160
2017/08/27,46568029
2017/08/28,48014511
2017/08/29,47244272
2017/08/30,51036122
2017/08/31,50924826
2017/09/01,50718562
2017/09/02,50603542
2017/09/03,50127586
2017/09/04,48864730
2017/09/05,48367274
2017/09/06,48043183
2017/09/07,48125504
2017/09/08,48409093
2017/09/09,48336014
2017/09/10,44494624
2017/09/11,41897833
2017/09/12,41575888
2017/09/13,40402006
2017/09/14,38910444
2017/09/15,39045115
2017/09/16,39507587
2017/09/17,39598229
2017/09/18,39467486
2017/09/19,39240002
2017/09/20,39350915
2017/09/21,39634119
2017/09/22,39903278
2017/09/23,39512128
2017/09/24,39765447
2017/09/25,40036788
2017/09/26,40267171
2017/09/27,40482221
2017/09/28,40647911
2017/09/29,40910369
2017/09/30,41054210
2017/10/01,40704442
2017/10/02,40527436
2017/10/03,40754615
2017/10/04,40575455
2017/10/05,40484653
2017/10/06,40320317
2017/10/07,39656780
2017/10/08,39565395
2017/10/09,39492943
2017/10/10,39473498
2017/10/11,39453075
2017/10/12,39058130
2017/10/13,38549052
2017/10/14,38476707
2017/10/15,38474682
2017/10/16,38331815
2017/10/17,38110062
2017/10/18,37833669
2017/10/19,37313154
2017/10/20,37117659
2017/10/21,37036602
2017/10/22,36994747
2017/10/23,36411287
2017/10/24,36268671
2017/10/25,35955693
2017/10/26,35527378
2017/10/27,35889266
2017/10/28,37169315
2017/10/29,38314005
2017/10/30,39599445
2017/10/31,40830134
2017/11/01,40771474
2017/11/02,40658987
2017/11/03,40701612
2017/11/04,40859782
2017/11/05,41115575
2017/11/06,41383254
2017/11/07,41706986
2017/11/08,40677762
2017/11/09,31361448
2017/11/10,28651221
2017/11/11,25369019
2017/11/12,24720913
2017/11/13,24583900
2017/11/14,24609296
2017/11/15,24599532
2017/11/16,24592853
2017/11/17,24593842
2017/11/18,24594568
2017/11/19,24591196
2017/11/20,24630444
2017/11/21,24642284
2017/11/22,24653572
2017/11/23,24717012
2017/11/24,24582908
2017/11/25,23469597
2017/11/26,20390282
2017/11/27,19719698
2017/11/28,13817846
2017/11/29,14409783
2017/11/30,14651895
2017/12/01,14689420
2017/12/02,15179537
2017/12/03,15396262
2017/12/04,15575554
2017/12/05,15636719
2017/12/06,15651134
2017/12/07,15707228
2017/12/08,15432449
2017/12/09,15235432
2017/12/10,15406602
2017/12/11,15647466
2017/12/12,15622948
2017/12/13,15623271
2017/12/14,15619462
2017/12/15,15596239
2017/12/16,15637309
2017/12/17,15311437
2017/12/18,15203017
2017/12/19,15202750
2017/12/20,15236481
2017/12/21,15250680
2017/12/22,15242969
2017/12/23,15209590
2017/12/24,15257199
2017/12/25,15337342
2017/12/26,15341177
2017/12/27,15342158
2017/12/28,15326856
2017/12/29,15288113
2017/12/30,15126355
2017/12/31,15125421
2018/01/01,13727500
2018/01/02,13411093
2018/01/03,13432598
2018/01/04,13780593
2018/01/05,14116342
2018/01/06,14271587
2018/01/07,14348877
2018/01/08,14684245
2018/01/09,15183008
2018/01/10,16404150
2018/01/11,16920097
2018/01/12,17149371
2018/01/13,17186309
2018/01/14,22316616
2018/01/15,22385968
2018/01/16,22565117
2018/01/17,22589759
2018/01/18,22529131
2018/01/19,22432762
2018/01/20,22308687
2018/01/21,22298639
2018/01/22,22254251
2018/01/23,22141726
2018/01/24,21996548
2018/01/25,21120062
2018/01/26,20030823
2018/01/27,18938676
2018/01/28,17793055
2018/01/29,16621014
2018/01/30,16559449
2018/01/31,16515607
2018/02/01,16447050
2018/02/02,16262793
2018/02/03,16117027
2018/02/04,16102000
2018/02/05,15956447
2018/02/06,15978083
2018/02/07,16070699
2018/02/08,16457200
2018/02/09,16720538
2018/02/10,16886482
2018/02/11,17224200
2018/02/12,17465097
2018/02/13,17553843
2018/02/14,17760048
2018/02/15,17893550
2018/02/16,18088665
2018/02/17,18337237
2018/02/18,18559932
2018/02/19,18859906
2018/02/20,19122364
2018/02/21,19370653
2018/02/22,19471782
2018/02/23,19689505
2018/02/24,19941638
2018/02/25,20073701
2018/02/26,19669318
2018/02/27,18959271
2018/02/28,18717093
2018/03/01,18706353
2018/03/02,18473968
2018/03/03,18618587
2018/03/04,18797984
2018/03/05,19209859
2018/03/06,19576159
2018/03/07,19964941
2018/03/08,20306679
2018/03/09,20572073
2018/03/10,20869191
2018/03/11,21159190
2018/03/12,21583223
2018/03/13,21861359
2018/03/14,22203274
2018/03/15,22582881
2018/03/16,22999546
2018/03/17,23423879
2018/03/18,23723608
2018/03/19,24051853
2018/03/20,24291062
2018/03/21,24563542
2018/03/22,24887677
2018/03/23,25211816
2018/03/24,25593827
2018/03/25,25970056
2018/03/26,26257497
2018/03/27,26480954
2018/03/28,26646162
2018/03/29,26769228
2018/03/30,26907072
2018/03/31,27224078
2018/04/01,27550689
2018/04/02,27681746
2018/04/03,27804103
2018/04/04,27331853
2018/04/05,26842139
2018/04/06,26604108
2018/04/07,26488240
2018/04/08,25844710
2018/04/09,24865299
2018/04/10,22768441
2018/04/11,21457195
2018/04/12,20669486
2018/04/13,20331481
2018/04/14,12616739
2018/04/15,11884711
2018/04/16,10982694
2018/04/17,10361431
2018/04/18,9696953
2018/04/19,9433062
2018/04/20,9171758
2018/04/21,9000006
2018/04/22,8667692
2018/04/23,8309625
2018/04/24,7884498
2018/04/25,7840805
2018/04/26,7194383
2018/04/27,6904223
2018/04/28,6416379
2018/04/29,5860596
2018/04/30,5184802
2018/05/01,4555570
2018/05/02,4087476
2018/05/03,3375747
2018/05/04,3116725
2018/05/05,2997611
2018/05/06,2822827
2018/05/07,2601336
2018/05/08,2369104
2018/05/09,2319518
2018/05/10,2205028
2018/05/11,2047748
2018/05/12,2003252
2018/05/13,1931428
2018/05/14,1621516
2018/05/15,1460107
2018/05/16,1220899
2018/05/17,1055025
2018/05/18,928650
2018/05/19,806706
2018/05/20,731140
2018/05/21,631570
2018/05/22,546588
2018/05/23,319051
2018/05/24,273144
2018/05/25,239158
2018/05/26,236484
2018/05/27,217004
2018/05/28,215369
2018/05/29,213976
2018/05/30,209679
2018/05/31,208830
2018/06/01,209777
2018/06/02,212848
2018/06/03,217041
2018/06/04,210385
2018/06/05,207905
2018/06/06,207928
2018/06/07,206382
2018/06/08,208370
2018/06/09,211283
2018/06/10,211674
2018/06/11,195195
2018/06/12,196378
2018/06/13,206418
2018/06/14,219762
2018/06/15,226528
2018/06/16,223238
2018/06/17,226368
2018/06/18,227729
2018/06/19,228098
2018/06/20,228114
2018/06/21,228422
2018/06/22,226185
2018/06/23,227269
2018/06/24,227531
2018/06/25,225354
2018/06/26,224263
2018/06/27,224600
2018/06/28,226521
2018/06/29,225024
2018/06/30,225107
2018/07/01,227939
2018/07/02,226063
2018/07/03,223289
2018/07/04,216714
2018/07/05,210665
2018/07/06,202374
2018/07/07,199231
2018/07/08,199832
2018/07/09,196091
2018/07/10,194218
2018/07/11,197508
2018/07/12,200382
2018/07/13,198007
2018/07/14,200630
2018/07/15,204527
2018/07/16,203150
2018/07/17,203449
2018/07/18,202732
2018/07/19,204823
2018/07/20,205610
2018/07/21,208680
2018/07/22,204799
2018/07/23,199783
2018/07/24,198123
2018/07/25,200933
2018/07/26,203554
2018/07/27,207728
2018/07/28,216465
2018/07/29,224167
2018/07/30,225123
2018/07/31,216798
2018/08/01,205653
2018/08/02,203557
2018/08/03,205808
2018/08/04,210739
2018/08/05,193908
2018/08/06,193135
2018/08/07,189471
2018/08/08,185216
2018/08/09,181693
2018/08/10,182004
2018/08/11,183983
2018/08/12,184610
2018/08/13,180798
2018/08/14,180236
2018/08/15,180185
2018/08/16,183932
2018/08/17,184378
2018/08/18,189406
2018/08/19,195984
2018/08/20,194728
2018/08/21,189546
2018/08/22,189314
2018/08/23,191530
2018/08/24,194019
2018/08/25,197135
2018/08/26,198227
2018/08/27,198656
2018/08/28,199018
2018/08/29,197426
2018/08/30,192278
2018/08/31,193557
2018/09/01,196459
2018/09/02,198759
2018/09/03,196397
2018/09/04,191780
2018/09/05,187278
2018/09/06,178426
2018/09/07,178346
2018/09/08,178031
2018/09/09,176401
2018/09/10,165611
2018/09/11,141787
2018/09/12,112347
2018/09/13,91160
2018/09/14,90265
2018/09/15,91239
2018/09/16,92335
2018/09/17,91248
2018/09/18,89650
2018/09/19,88892
2018/09/20,84943
2018/09/21,86001
2018/09/22,84202
2018/09/23,82781
2018/09/24,81870
2018/09/25,81671
2018/09/26,81517
2018/09/27,80608
2018/09/28,80795
2018/09/29,80745
2018/09/30,79105
2018/10/01,75864
2018/10/02,70990
2018/10/03,67381
2018/10/04,61135
2018/10/05,61383
2018/10/06,63149
2018/10/07,62402
2018/10/08,60615
2018/10/09,60821
2018/10/10,60692
2018/10/11,61341
2018/10/12,61456
2018/10/13,62942
2018/10/14,62990
2018/10/15,63203
2018/10/16,59693
2018/10/17,58903
2018/10/18,56985
2018/10/19,57486
2018/10/20,57996
2018/10/21,57498
2018/10/22,57236
2018/10/23,57211
2018/10/24,57392
2018/10/25,57431
2018/10/26,56989
2018/10/27,57647
2018/10/28,58694
2018/10/29,49268
2018/10/30,49649
2018/10/31,49788
2018/11/01,50210
2018/11/02,49826
2018/11/03,50315
2018/11/04,50500
2018/11/05,50423
2018/11/06,46453
2018/11/07,45237
2018/11/08,44035
2018/11/09,44043
2018/11/10,44172
2018/11/11,43296
2018/11/12,40642
2018/11/13,39512
2018/11/14,40476
2018/11/15,40941
2018/11/16,40600
2018/11/17,40024
2018/11/18,39965
2018/11/19,43033
2018/11/20,46149
2018/11/21,46397
2018/11/22,46483
2018/11/23,46046
2018/11/24,45596
2018/11/25,45683
2018/11/26,45671
2018/11/27,45954
2018/11/28,46026
2018/11/29,46054
2018/11/30,120928
2018/12/01,198152
2018/12/02,200419
2018/12/03,196899
2018/12/04,197279
2018/12/05,196169
2018/12/06,195771
2018/12/07,195721
2018/12/08,196785
2018/12/09,197749
2018/12/10,198843
2018/12/11,197909
2018/12/12,199079
2018/12/13,199545
2018/12/14,200607
2018/12/15,202573
2018/12/16,204530
2018/12/17,204841
2018/12/18,205064
2018/12/19,205005
2018/12/20,202113
2018/12/21,202233
2018/12/22,202831
2018/12/23,202275
2018/12/24,202829
2018/12/25,202876
2018/12/26,203312
2018/12/27,203303
2018/12/28,203308
2018/12/29,204072
2018/12/30,204479
2018/12/31,204329
2019/01/01,204694
2019/01/02,204652
2019/01/03,204460
2019/01/04,204913
2019/01/05,207879
2019/01/06,207891
2019/01/07,207746
2019/01/08,207763
2019/01/09,206341
2019/01/10,206346
2019/01/11,205899
2019/01/12,206144
2019/01/13,203782
2019/01/14,203647
2019/01/15,203889
2019/01/16,203674
2019/01/17,203896
2019/01/18,204686
2019/01/19,206073
2019/01/20,206953
2019/01/21,208084
2019/01/22,209291
2019/01/23,209757
2019/01/24,209990
2019/01/25,209717
2019/01/26,210306
2019/01/27,210959
2019/01/28,210787
2019/01/29,211428
2019/01/30,211779
2019/01/31,212172
2019/02/01,212263
2019/02/02,213874
2019/02/03,214835
2019/02/04,216642
2019/02/05,218179
2019/02/06,218784
2019/02/07,219790
2019/02/08,219718
2019/02/09,220412
2019/02/10,220836
2019/02/11,220969
2019/02/12,219990
2019/02/13,218889
2019/02/14,219264
2019/02/15,219550
2019/02/16,220766
2019/02/17,216640
2019/02/18,212505
2019/02/19,211924
2019/02/20,211923
2019/02/21,211898
2019/02/22,211878
2019/02/23,211517
2019/02/24,211941
2019/02/25,212816
2019/02/26,213049
2019/02/27,212923
2019/02/28,128569
2019/03/01,37023
2019/03/02,36860
2019/03/03,36873
2019/03/04,36769
2019/03/05,36774
2019/03/06,36673
2019/03/07,36211
2019/03/08,36126
2019/03/09,36103
2019/03/10,35966
2019/03/11,35870
2019/03/12,35615
2019/03/13,35611
2019/03/14,35398
2019/03/15,34570
2019/03/16,33845
2019/03/17,33890
2019/03/18,33945
2019/03/19,33707
2019/03/20,33104
2019/03/21,32106
2019/03/22,32155
2019/03/23,31929
2019/03/24,30302
2019/03/25,30315
2019/03/26,30299
2019/03/27,30193
2019/03/28,30069
2019/03/29,28021
2019/03/30,27997
2019/03/31,28035
2019/04/01,28035
2019/04/02,28720
2019/04/03,30475
2019/04/04,27660
2019/04/05,21454
2019/04/06,20813
2019/04/07,20683
2019/04/08,23267
2019/04/09,24749
2019/04/10,24828
2019/04/11,23444
2019/04/12,23337
2019/04/13,23418
2019/04/14,22978
2019/04/15,23205
2019/04/16,23077
2019/04/17,23074
2019/04/18,23034
2019/04/19,22606
2019/04/20,22403
2019/04/21,22087
2019/04/22,21728
2019/04/23,21744
2019/04/24,22869
2019/04/25,23250
2019/04/26,25524
2019/04/27,25369
2019/04/28,25382
2019/04/29,25618
2019/04/30,25601
2019/05/01,25550
2019/05/02,25307
2019/05/03,24468
2019/05/04,23842
2019/05/05,22868
2019/05/06,21877
2019/05/07,22756
2019/05/08,22508
2019/05/09,22484
2019/05/10,21760
2019/05/11,24642
2019/05/12,24885
2019/05/13,26291
2019/05/14,26746
2019/05/15,30077
2019/05/16,51003
2019/05/17,55094
2019/05/18,54864
2019/05/19,54771
2019/05/20,55362
2019/05/21,55872
2019/05/22,56102
2019/05/23,56502
2019/05/24,56117
2019/05/25,56012
2019/05/26,55619
2019/05/27,55894
2019/05/28,55927
2019/05/29,57740
2019/05/30,59385
2019/05/31,59585
2019/06/01,59291
2019/06/02,59448
2019/06/03,59330
2019/06/04,59429
2019/06/05,60286
2019/06/06,60240
2019/06/07,59501
2019/06/08,60673
2019/06/09,60710
2019/06/10,60547
2019/06/11,60144
2019/06/12,59758
2019/06/13,59959
2019/06/14,59776
2019/06/15,60175
2019/06/16,60346
2019/06/17,59259
2019/06/18,59477
2019/06/19,59413
2019/06/20,58590
2019/06/21,59995
2019/06/22,60620
2019/06/23,60468
2019/06/24,60383
2019/06/25,60068
2019/06/26,64743
2019/06/27,68636
2019/06/28,67949
2019/06/29,67646
2019/06/30,66758
2019/07/01,66779
2019/07/02,66586
2019/07/03,66462
2019/07/04,66504
2019/07/05,66500
2019/07/06,67831
2019/07/07,67313
2019/07/08,67336
2019/07/09,76734
2019/07/10,77052
2019/07/11,77167
2019/07/12,75549
2019/07/13,75824
2019/07/14,75698
2019/07/15,75049
2019/07/16,74977
2019/07/17,74765
2019/07/18,74105
2019/07/19,73689
2019/07/20,73706
2019/07/21,74321
2019/07/22,74733
2019/07/23,75506
2019/07/24,77769
2019/07/25,79062
2019/07/26,78274
2019/07/27,79514
2019/07/28,81747
2019/07/29,82337
2019/07/30,82873
2019/07/31,82965
2019/08/01,82714
2019/08/02,82581
2019/08/03,83614
2019/08/04,85508
2019/08/05,85509
2019/08/06,85578
2019/08/07,86118
2019/08/08,86060
2019/08/09,85398
2019/08/10,86628
2019/08/11,87392
2019/08/12,88440
2019/08/13,87182
2019/08/14,69462
2019/08/15,65335
2019/08/16,65836
2019/08/17,67425
2019/08/18,68473
2019/08/19,68925
2019/08/20,68840
2019/08/21,69339
2019/08/22,70063
2019/08/23,70429
2019/08/24,71800
2019/08/25,72698
2019/08/26,73241
2019/08/27,72484
2019/08/28,70805
2019/08/29,69922
2019/08/30,70090
2019/08/31,69692
2019/09/01,70921
2019/09/02,71094
2019/09/03,69529
2019/09/04,69877
2019/09/05,70751
2019/09/06,70105
2019/09/07,70403
2019/09/08,71038
2019/09/09,71379
2019/09/10,72123
2019/09/11,71526
2019/09/12,71821
2019/09/13,70236
2019/09/14,70430
