Date,mediantransactionvalue3emaUSD
2016/01/01,1.183
2016/01/02,1.265
2016/01/03,1.292
2016/01/04,1.265
2016/01/05,0.632
2016/01/06,0.316
2016/01/07,0.158
2016/01/08,0.624
2016/01/09,0.86
2016/01/10,1.07
2016/01/11,1.146
2016/01/12,1.325
2016/01/13,0.662
2016/01/14,0.963
2016/01/15,1.345
2016/01/16,1.474
2016/01/17,1.54
2016/01/18,1.529
2016/01/19,1.126
2016/01/20,1.713
2016/01/21,1.904
2016/01/22,1.735
2016/01/23,2.083
2016/01/24,2.435
2016/01/25,2.37
2016/01/26,2.557
2016/01/27,1.673
2016/01/28,2.079
2016/01/29,2.348
2016/01/30,2.605
2016/01/31,2.715
2016/02/01,2.598
2016/02/02,2.508
2016/02/03,2.682
2016/02/04,2.753
2016/02/05,2.74
2016/02/06,1.37
2016/02/07,2.254
2016/02/08,2.978
2016/02/09,3.574
2016/02/10,4.754
2016/02/11,5.089
2016/02/12,6.3
2016/02/13,5.966
2016/02/14,5.833
2016/02/15,5.998
2016/02/16,5.738
2016/02/17,5.029
2016/02/18,4.811
2016/02/19,4.874
2016/02/20,4.939
2016/02/21,5.062
2016/02/22,5.399
2016/02/23,5.911
2016/02/24,6.157
2016/02/25,6.546
2016/02/26,6.437
2016/02/27,6.638
2016/02/28,7.034
2016/02/29,7.162
2016/03/01,7.491
2016/03/02,8.224
2016/03/03,9.299
2016/03/04,9.721
2016/03/05,11.774
2016/03/06,11.844
2016/03/07,11.633
2016/03/08,11.036
2016/03/09,11.185
2016/03/10,12.607
2016/03/11,12.085
2016/03/12,13.342
2016/03/13,14.339
2016/03/14,14.717
2016/03/15,14.251
2016/03/16,14.377
2016/03/17,13.47
2016/03/18,12.298
2016/03/19,11.493
2016/03/20,10.999
2016/03/21,11.2
2016/03/22,11.571
2016/03/23,11.911
2016/03/24,11.68
2016/03/25,11.178
2016/03/26,11
2016/03/27,11.093
2016/03/28,11.282
2016/03/29,11.601
2016/03/30,11.871
2016/03/31,12.004
2016/04/01,11.932
2016/04/02,11.875
2016/04/03,11.88
2016/04/04,11.703
2016/04/05,11.209
2016/04/06,11.046
2016/04/07,10.823
2016/04/08,10.408
2016/04/09,10.13
2016/04/10,9.502
2016/04/11,9.097
2016/04/12,8.532
2016/04/13,8.164
2016/04/14,8.316
2016/04/15,8.339
2016/04/16,8.401
2016/04/17,8.086
2016/04/18,8.656
2016/04/19,8.917
2016/04/20,8.824
2016/04/21,8.647
2016/04/22,8.406
2016/04/23,8.281
2016/04/24,8.276
2016/04/25,8.08
2016/04/26,7.768
2016/04/27,7.761
2016/04/28,7.651
2016/04/29,7.592
2016/04/30,7.935
2016/05/01,8.367
2016/05/02,9.04
2016/05/03,9.418
2016/05/04,9.523
2016/05/05,9.571
2016/05/06,9.631
2016/05/07,9.547
2016/05/08,9.445
2016/05/09,9.467
2016/05/10,9.44
2016/05/11,9.584
2016/05/12,9.895
2016/05/13,10.382
2016/05/14,10.396
2016/05/15,10.279
2016/05/16,10.434
2016/05/17,11.161
2016/05/18,12.15
2016/05/19,13.076
2016/05/20,13.782
2016/05/21,13.7
2016/05/22,13.901
2016/05/23,14.112
2016/05/24,13.668
2016/05/25,13.042
2016/05/26,9.79
2016/05/27,10.628
2016/05/28,5.858
2016/05/29,6.472
2016/05/30,9.457
2016/05/31,11.322
2016/06/01,12.603
2016/06/02,13.217
2016/06/03,13.438
2016/06/04,11.54
2016/06/05,12.636
2016/06/06,13.24
2016/06/07,10.22
2016/06/08,12.341
2016/06/09,13.359
2016/06/10,13.322
2016/06/11,13.582
2016/06/12,12.442
2016/06/13,14.518
2016/06/14,15.719
2016/06/15,17.018
2016/06/16,18.271
2016/06/17,11.743
2016/06/18,9.83
2016/06/19,9.769
2016/06/20,9.037
2016/06/21,10.497
2016/06/22,12.341
2016/06/23,12.675
2016/06/24,9.893
2016/06/25,12.032
2016/06/26,9.989
2016/06/27,11.922
2016/06/28,12.509
2016/06/29,8.22
2016/06/30,4.732
2016/07/01,8.429
2016/07/02,10.212
2016/07/03,11.035
2016/07/04,11.283
2016/07/05,10.873
2016/07/06,10.727
2016/07/07,10.387
2016/07/08,9.286
2016/07/09,10.053
2016/07/10,10.453
2016/07/11,10.507
2016/07/12,10.247
2016/07/13,10.349
2016/07/14,8.513
2016/07/15,10.201
2016/07/16,8.634
2016/07/17,9.964
2016/07/18,10.645
2016/07/19,11.141
2016/07/20,6.924
2016/07/21,8.339
2016/07/22,10.9
2016/07/23,12.23
2016/07/24,12.889
2016/07/25,13.133
2016/07/26,13.089
2016/07/27,12.82
2016/07/28,12.777
2016/07/29,11.861
2016/07/30,11.67
2016/07/31,11.91
2016/08/01,11.742
2016/08/02,11.05
2016/08/03,7.497
2016/08/04,9.11
2016/08/05,10.022
2016/08/06,10.36
2016/08/07,10.628
2016/08/08,10.79
2016/08/09,11.225
2016/08/10,11.079
2016/08/11,10.286
2016/08/12,8.653
2016/08/13,8.086
2016/08/14,9.767
2016/08/15,9.669
2016/08/16,7.135
2016/08/17,6.332
2016/08/18,5.803
2016/08/19,6.315
2016/08/20,7.208
2016/08/21,7.563
2016/08/22,7.232
2016/08/23,6.388
2016/08/24,5.582
2016/08/25,4.754
2016/08/26,4.574
2016/08/27,4.614
2016/08/28,7.262
2016/08/29,5.517
2016/08/30,5.094
2016/08/31,6.482
2016/09/01,9.307
2016/09/02,5.921
2016/09/03,7.209
2016/09/04,6.345
2016/09/05,8.484
2016/09/06,6.363
2016/09/07,4.315
2016/09/08,3.471
2016/09/09,3.011
2016/09/10,5.683
2016/09/11,8.779
2016/09/12,8.086
2016/09/13,10.026
2016/09/14,6.412
2016/09/15,4.481
2016/09/16,3.661
2016/09/17,5.098
2016/09/18,7.571
2016/09/19,10.245
2016/09/20,11.964
2016/09/21,12.89
2016/09/22,7.479
2016/09/23,10.421
2016/09/24,11.725
2016/09/25,12.429
2016/09/26,12.661
2016/09/27,12.854
2016/09/28,13.062
2016/09/29,13.182
2016/09/30,13.242
2016/10/01,9.264
2016/10/02,11.219
2016/10/03,12.232
2016/10/04,6.116
2016/10/05,8.061
2016/10/06,7.296
2016/10/07,9.994
2016/10/08,11.129
2016/10/09,11.721
2016/10/10,11.782
2016/10/11,11.863
2016/10/12,10.799
2016/10/13,5.981
2016/10/14,8.947
2016/10/15,10.601
2016/10/16,11.337
2016/10/17,11.635
2016/10/18,9.528
2016/10/19,10.82
2016/10/20,11.456
2016/10/21,7.351
2016/10/22,9.716
2016/10/23,10.856
2016/10/24,7.502
2016/10/25,7.805
2016/10/26,9.653
2016/10/27,10.528
2016/10/28,10.892
2016/10/29,10.777
2016/10/30,10.707
2016/10/31,10.925
2016/11/01,8.303
2016/11/02,7.631
2016/11/03,9.265
2016/11/04,10.138
2016/11/05,10.592
2016/11/06,10.797
2016/11/07,10.837
2016/11/08,10.84
2016/11/09,10.736
2016/11/10,10.644
2016/11/11,10.516
2016/11/12,10.314
2016/11/13,10.19
2016/11/14,10.096
2016/11/15,10.054
2016/11/16,10.102
2016/11/17,10.034
2016/11/18,9.854
2016/11/19,9.734
2016/11/20,9.649
2016/11/21,9.605
2016/11/22,5.811
2016/11/23,3.198
2016/11/24,6.339
2016/11/25,3.186
2016/11/26,5.297
2016/11/27,4.268
2016/11/28,3.946
2016/11/29,4.007
2016/11/30,4.689
2016/12/01,6.566
2016/12/02,7.258
2016/12/03,7.566
2016/12/04,7.083
2016/12/05,7.153
2016/12/06,6.988
2016/12/07,7.362
2016/12/08,7.92
2016/12/09,8.138
2016/12/10,8.209
2016/12/11,8.192
2016/12/12,8.26
2016/12/13,6.358
2016/12/14,4.857
2016/12/15,4.62
2016/12/16,4.583
2016/12/17,6.104
2016/12/18,6.964
2016/12/19,5.447
2016/12/20,5.332
2016/12/21,4.388
2016/12/22,3.016
2016/12/23,5.084
2016/12/24,6.161
2016/12/25,6.678
2016/12/26,6.947
2016/12/27,5.944
2016/12/28,5.349
2016/12/29,6.718
2016/12/30,5.609
2016/12/31,6.803
2017/01/01,7.521
2017/01/02,7.852
2017/01/03,6.812
2017/01/04,8.629
2017/01/05,9.555
2017/01/06,9.786
2017/01/07,9.785
2017/01/08,9.885
2017/01/09,10.156
2017/01/10,8.199
2017/01/11,9.118
2017/01/12,6.935
2017/01/13,5.062
2017/01/14,7.06
2017/01/15,5.94
2017/01/16,7.772
2017/01/17,7.048
2017/01/18,8.609
2017/01/19,9.422
2017/01/20,9.953
2017/01/21,10.33
2017/01/22,7.805
2017/01/23,7.45
2017/01/24,5.504
2017/01/25,5.349
2017/01/26,5.296
2017/01/27,5.47
2017/01/28,5.329
2017/01/29,7.232
2017/01/30,6.391
2017/01/31,8.473
2017/02/01,7.388
2017/02/02,9.002
2017/02/03,9.86
2017/02/04,10.537
2017/02/05,9.954
2017/02/06,9.867
2017/02/07,7.354
2017/02/08,6.309
2017/02/09,7.475
2017/02/10,7.127
2017/02/11,6.986
2017/02/12,8.796
2017/02/13,7.206
2017/02/14,7.331
2017/02/15,8.882
2017/02/16,10.798
2017/02/17,10.998
2017/02/18,11.853
2017/02/19,11.655
2017/02/20,10.202
2017/02/21,7.105
2017/02/22,6.847
2017/02/23,9.796
2017/02/24,10.641
2017/02/25,9.154
2017/02/26,11.368
2017/02/27,13.014
2017/02/28,14.349
2017/03/01,15.12
2017/03/02,16.596
2017/03/03,18.177
2017/03/04,18.788
2017/03/05,18.8
2017/03/06,19.145
2017/03/07,14.361
2017/03/08,16.141
2017/03/09,12.695
2017/03/10,15.429
2017/03/11,17.597
2017/03/12,19.943
2017/03/13,23.581
2017/03/14,25.981
2017/03/15,28.096
2017/03/16,34.257
2017/03/17,40.266
2017/03/18,39.715
2017/03/19,39.568
2017/03/20,41.502
2017/03/21,40.794
2017/03/22,41.024
2017/03/23,33.21
2017/03/24,39.74
2017/03/25,45.152
2017/03/26,37.22
2017/03/27,25.603
2017/03/28,26.136
2017/03/29,24.354
2017/03/30,28.468
2017/03/31,33.49
2017/04/01,29.337
2017/04/02,39.575
2017/04/03,42.611
2017/04/04,42.845
2017/04/05,42.694
2017/04/06,43.45
2017/04/07,26.851
2017/04/08,25.084
2017/04/09,20.747
2017/04/10,23.914
2017/04/11,22.679
2017/04/12,22.284
2017/04/13,23.454
2017/04/14,22.164
2017/04/15,20.702
2017/04/16,17.635
2017/04/17,21.026
2017/04/18,22.881
2017/04/19,24.038
2017/04/20,20.193
2017/04/21,17.594
2017/04/22,20.826
2017/04/23,20.923
2017/04/24,28.009
2017/04/25,20.152
2017/04/26,20.657
2017/04/27,19.159
2017/04/28,23.828
2017/04/29,29.419
2017/04/30,34.391
2017/05/01,36.983
2017/05/02,37.799
2017/05/03,38.246
2017/05/04,43.123
2017/05/05,67.661
2017/05/06,66.062
2017/05/07,71.397
2017/05/08,79.923
2017/05/09,81.756
2017/05/10,68.674
2017/05/11,51.48
2017/05/12,49.323
2017/05/13,40.847
2017/05/14,39.819
2017/05/15,31.978
2017/05/16,42.054
2017/05/17,63.677
2017/05/18,47.9
2017/05/19,61.963
2017/05/20,47.147
2017/05/21,42.87
2017/05/22,65.412
2017/05/23,64.36
2017/05/24,78.703
2017/05/25,87.933
2017/05/26,86.557
2017/05/27,80.725
2017/05/28,57.903
2017/05/29,57.705
2017/05/30,74.37
2017/05/31,150.213
2017/06/01,124.653
2017/06/02,85.635
2017/06/03,82.046
2017/06/04,71.24
2017/06/05,85.167
2017/06/06,88.102
2017/06/07,71.535
2017/06/08,64.436
2017/06/09,61.46
2017/06/10,87.123
2017/06/11,105.581
2017/06/12,166.62
2017/06/13,150.16
2017/06/14,133.365
2017/06/15,135.171
2017/06/16,108.344
2017/06/17,95.246
2017/06/18,84.392
2017/06/19,79.78
2017/06/20,220.188
2017/06/21,277.525
2017/06/22,198.815
2017/06/23,148.417
2017/06/24,123.834
2017/06/25,92.63
2017/06/26,112.695
2017/06/27,83.734
2017/06/28,65.467
2017/06/29,60.129
2017/06/30,59.308
2017/07/01,56.388
2017/07/02,45.175
2017/07/03,38.697
2017/07/04,36.632
2017/07/05,34.107
2017/07/06,34.344
2017/07/07,17.172
2017/07/08,22.696
2017/07/09,24.3
2017/07/10,24.534
2017/07/11,31.925
2017/07/12,29.187
2017/07/13,25.161
2017/07/14,25.128
2017/07/15,30.91
2017/07/16,28.279
2017/07/17,28.312
2017/07/18,29.995
2017/07/19,29.325
2017/07/20,28.209
2017/07/21,27.119
2017/07/22,25.769
2017/07/23,24.615
2017/07/24,24.161
2017/07/25,28.582
2017/07/26,28.332
2017/07/27,30.239
2017/07/28,27.308
2017/07/29,30.731
2017/07/30,26.599
2017/07/31,27.997
2017/08/01,35.778
2017/08/02,39.489
2017/08/03,34.726
2017/08/04,29.551
2017/08/05,30.507
2017/08/06,28.749
2017/08/07,32.473
2017/08/08,32.047
2017/08/09,43.881
2017/08/10,38.411
2017/08/11,34.435
2017/08/12,32.513
2017/08/13,31.861
2017/08/14,25.462
2017/08/15,35.942
2017/08/16,39.552
2017/08/17,37.562
2017/08/18,48.634
2017/08/19,33.084
2017/08/20,31.356
2017/08/21,34.506
2017/08/22,32.088
2017/08/23,33.451
2017/08/24,33.525
2017/08/25,34.205
2017/08/26,27.008
2017/08/27,21.856
2017/08/28,28.028
2017/08/29,32.367
2017/08/30,35.039
2017/08/31,51.01
2017/09/01,45.149
2017/09/02,40.687
2017/09/03,37.267
2017/09/04,35.156
2017/09/05,32.79
2017/09/06,24.756
2017/09/07,20.063
2017/09/08,15.215
2017/09/09,10.589
2017/09/10,12.828
2017/09/11,21.235
2017/09/12,25.827
2017/09/13,25.574
2017/09/14,25.557
2017/09/15,31.138
2017/09/16,28.371
2017/09/17,20.578
2017/09/18,18.293
2017/09/19,23.548
2017/09/20,26.278
2017/09/21,21.326
2017/09/22,19.87
2017/09/23,19.416
2017/09/24,16.712
2017/09/25,16.108
2017/09/26,15.123
2017/09/27,15.088
2017/09/28,15.093
2017/09/29,12.668
2017/09/30,11.318
2017/10/01,13.169
2017/10/02,15.657
2017/10/03,15.893
2017/10/04,16.257
2017/10/05,15.462
2017/10/06,15.095
2017/10/07,15.439
2017/10/08,15.616
2017/10/09,10.828
2017/10/10,13.002
2017/10/11,11.5
2017/10/12,9.473
2017/10/13,20.759
2017/10/14,19.838
2017/10/15,18.061
2017/10/16,9.031
2017/10/17,4.547
2017/10/18,2.288
2017/10/19,1.144
2017/10/20,0.572
2017/10/21,0.286
2017/10/22,0.241
2017/10/23,0.257
2017/10/24,0.144
2017/10/25,0.072
2017/10/26,0.036
2017/10/27,0.018
2017/10/28,0.009
2017/10/29,0.004
2017/10/30,0.002
2017/10/31,0.001
2017/11/01,0.001
2017/11/02,0.693
2017/11/03,0.347
2017/11/04,0.173
2017/11/05,0.087
2017/11/06,0.043
2017/11/07,0.022
2017/11/08,0.565
2017/11/09,1.475
2017/11/10,3.843
2017/11/11,2.536
2017/11/12,13.557
2017/11/13,11.045
2017/11/14,10.595
2017/11/15,13.781
2017/11/16,8.457
2017/11/17,11.141
2017/11/18,7.241
2017/11/19,7.259
2017/11/20,3.954
2017/11/21,11.132
2017/11/22,14.751
2017/11/23,17.256
2017/11/24,19.506
2017/11/25,11.156
2017/11/26,7.412
2017/11/27,15.63
2017/11/28,19.757
2017/11/29,27.996
2017/11/30,25.676
2017/12/01,20.068
2017/12/02,16.421
2017/12/03,13.261
2017/12/04,18.803
2017/12/05,22.854
2017/12/06,63.017
2017/12/07,49.285
2017/12/08,35.821
2017/12/09,25.081
2017/12/10,18.457
2017/12/11,17.34
2017/12/12,25.025
2017/12/13,39.754
2017/12/14,60.256
2017/12/15,62.525
2017/12/16,54.61
2017/12/17,51.797
2017/12/18,62.395
2017/12/19,81.558
2017/12/20,120.735
2017/12/21,140.926
2017/12/22,157.013
2017/12/23,118.046
2017/12/24,91.284
2017/12/25,74.242
2017/12/26,74.37
2017/12/27,80.203
2017/12/28,79.966
2017/12/29,118.24
2017/12/30,170.717
2017/12/31,127.301
2018/01/01,101.199
2018/01/02,121.297
2018/01/03,192.194
2018/01/04,389.102
2018/01/05,396.654
2018/01/06,320.051
2018/01/07,268.174
2018/01/08,259.33
2018/01/09,304.104
2018/01/10,334.374
2018/01/11,320.002
2018/01/12,255.013
2018/01/13,195.328
2018/01/14,158.392
2018/01/15,209.062
2018/01/16,271.303
2018/01/17,295.728
2018/01/18,268.202
2018/01/19,187.332
2018/01/20,121.865
2018/01/21,166.174
2018/01/22,139.639
2018/01/23,118.578
2018/01/24,105.558
2018/01/25,79.565
2018/01/26,96.701
2018/01/27,93.038
2018/01/28,82.171
2018/01/29,100.821
2018/01/30,106.966
2018/01/31,108.479
2018/02/01,154.018
2018/02/02,145.721
2018/02/03,107.92
2018/02/04,80.105
2018/02/05,78.511
