Date,activeaddresses7mom
2016/05/01,2907
2016/05/02,6268
2016/05/03,2925
2016/05/04,2312
2016/05/05,3114
2016/05/06,379
2016/05/07,-6259
2016/05/08,1160
2016/05/09,-1462
2016/05/10,792
2016/05/11,3720
2016/05/12,3595
2016/05/13,5981
2016/05/14,4126
2016/05/15,1057
2016/05/16,-1077
2016/05/17,1916
2016/05/18,2516
2016/05/19,1177
2016/05/20,-2336
2016/05/21,-836
2016/05/22,-1605
2016/05/23,4167
2016/05/24,703
2016/05/25,-1720
2016/05/26,6040
2016/05/27,4346
2016/05/28,15574
2016/05/29,4384
2016/05/30,-1568
2016/05/31,861
2016/06/01,-975
2016/06/02,-7958
2016/06/03,-5297
2016/06/04,-16406
2016/06/05,-3202
2016/06/06,-416
2016/06/07,-1542
2016/06/08,280
2016/06/09,-123
2016/06/10,787
2016/06/11,-2236
2016/06/12,2393
2016/06/13,4973
2016/06/14,5256
2016/06/15,1783
2016/06/16,1207
2016/06/17,11224
2016/06/18,12752
2016/06/19,4265
2016/06/20,-1047
2016/06/21,-1185
2016/06/22,4299
2016/06/23,1256
2016/06/24,-9258
2016/06/25,-9277
2016/06/26,-1925
2016/06/27,-2912
2016/06/28,-622
2016/06/29,-4376
2016/06/30,-429
2016/07/01,-1099
2016/07/02,1628
2016/07/03,-2407
2016/07/04,1360
2016/07/05,-1166
2016/07/06,-562
2016/07/07,-12
2016/07/08,1171
2016/07/09,-135
2016/07/10,277
2016/07/11,-1098
2016/07/12,-161
2016/07/13,-2540
2016/07/14,755
2016/07/15,-472
2016/07/16,-501
2016/07/17,-3882
2016/07/18,-1291
2016/07/19,4939
2016/07/20,8553
2016/07/21,2687
2016/07/22,5996
2016/07/23,4265
2016/07/24,15080
2016/07/25,9602
2016/07/26,10795
2016/07/27,6623
2016/07/28,4823
2016/07/29,-1299
2016/07/30,-1263
2016/07/31,-6991
2016/08/01,-3696
2016/08/02,-12842
2016/08/03,-7968
2016/08/04,-3978
2016/08/05,-2612
2016/08/06,-1202
2016/08/07,-2399
2016/08/08,-2045
2016/08/09,1761
2016/08/10,-1756
2016/08/11,1198
2016/08/12,-693
2016/08/13,-355
2016/08/14,-489
2016/08/15,-172
2016/08/16,-243
2016/08/17,-899
2016/08/18,-3911
2016/08/19,448
2016/08/20,1182
2016/08/21,993
2016/08/22,-526
2016/08/23,-761
2016/08/24,-16
2016/08/25,2531
2016/08/26,326
2016/08/27,768
2016/08/28,236
2016/08/29,2157
2016/08/30,-1497
2016/08/31,2743
2016/09/01,937
2016/09/02,2149
2016/09/03,-139
2016/09/04,7
2016/09/05,-1223
2016/09/06,504
2016/09/07,-3244
2016/09/08,473
2016/09/09,-1950
2016/09/10,-489
2016/09/11,575
2016/09/12,1026
2016/09/13,-239
2016/09/14,1414
2016/09/15,-2098
2016/09/16,1716
2016/09/17,1707
2016/09/18,-1646
2016/09/19,-1060
2016/09/20,7676
2016/09/21,1007
2016/09/22,-4538
2016/09/23,-4155
2016/09/24,-3306
2016/09/25,-1389
2016/09/26,-2722
2016/09/27,-10921
2016/09/28,-3156
2016/09/29,1730
2016/09/30,-16
2016/10/01,915
2016/10/02,2940
2016/10/03,1017
2016/10/04,-3979
2016/10/05,-4040
2016/10/06,-4084
2016/10/07,1295
2016/10/08,-1454
2016/10/09,-110
2016/10/10,3031
2016/10/11,3838
2016/10/12,-6328
2016/10/13,-9870
2016/10/14,-4457
2016/10/15,-8107
2016/10/16,-7477
2016/10/17,-5430
2016/10/18,4301
2016/10/19,3843
2016/10/20,16749
2016/10/21,12548
2016/10/22,8363
2016/10/23,3731
2016/10/24,2507
2016/10/25,-3223
2016/10/26,6546
2016/10/27,-2942
2016/10/28,-8902
2016/10/29,-1578
2016/10/30,-2802
2016/10/31,2516
2016/11/01,1361
2016/11/02,1521
2016/11/03,58
2016/11/04,-7688
2016/11/05,-725
2016/11/06,-1069
2016/11/07,-3776
2016/11/08,-3621
2016/11/09,-3290
2016/11/10,-4152
2016/11/11,6158
2016/11/12,-292
2016/11/13,4450
2016/11/14,-3028
2016/11/15,92
2016/11/16,-2321
2016/11/17,158
2016/11/18,-1469
2016/11/19,-907
2016/11/20,-2101
2016/11/21,653
2016/11/22,12790
2016/11/23,24001
2016/11/24,-1775
2016/11/25,10478
2016/11/26,-2801
2016/11/27,-2114
2016/11/28,-318
2016/11/29,-15936
2016/11/30,-24000
2016/12/01,139
2016/12/02,-10727
2016/12/03,4115
2016/12/04,1580
2016/12/05,-335
2016/12/06,4984
2016/12/07,-1297
2016/12/08,703
2016/12/09,-253
2016/12/10,-2499
2016/12/11,-791
2016/12/12,586
2016/12/13,-4921
2016/12/14,2185
2016/12/15,2985
2016/12/16,121
2016/12/17,353
2016/12/18,-1847
2016/12/19,1293
2016/12/20,3498
2016/12/21,531
2016/12/22,5864
2016/12/23,1143
2016/12/24,260
2016/12/25,-207
2016/12/26,-4390
2016/12/27,-3733
2016/12/28,-2088
2016/12/29,-7611
2016/12/30,-2147
2016/12/31,1183
2017/01/01,62
2017/01/02,2045
2017/01/03,1149
2017/01/04,5505
2017/01/05,4980
2017/01/06,3641
2017/01/07,1008
2017/01/08,2756
2017/01/09,3569
2017/01/10,1758
2017/01/11,-2678
2017/01/12,-2891
2017/01/13,-2609
2017/01/14,-2123
2017/01/15,-381
2017/01/16,-486
2017/01/17,1004
2017/01/18,-1405
2017/01/19,-976
2017/01/20,1904
2017/01/21,1419
2017/01/22,931
2017/01/23,-1493
2017/01/24,-10
2017/01/25,-349
2017/01/26,-780
2017/01/27,-2090
2017/01/28,-972
2017/01/29,-1249
2017/01/30,11
2017/01/31,-1751
2017/02/01,839
2017/02/02,937
2017/02/03,390
2017/02/04,2214
2017/02/05,3165
2017/02/06,1025
2017/02/07,1395
2017/02/08,1291
2017/02/09,971
2017/02/10,2698
2017/02/11,-1336
2017/02/12,-830
2017/02/13,3727
2017/02/14,4124
2017/02/15,3841
2017/02/16,2409
2017/02/17,986
2017/02/18,4760
2017/02/19,1662
2017/02/20,-279
2017/02/21,-1030
2017/02/22,-1773
2017/02/23,-805
2017/02/24,2885
2017/02/25,-55
2017/02/26,2067
2017/02/27,2304
2017/02/28,7486
2017/03/01,8658
2017/03/02,17826
2017/03/03,9336
2017/03/04,7497
2017/03/05,5908
2017/03/06,5665
2017/03/07,-1955
2017/03/08,-2098
2017/03/09,-6712
2017/03/10,-2151
2017/03/11,2673
2017/03/12,7376
2017/03/13,18210
2017/03/14,13801
2017/03/15,15377
2017/03/16,31203
2017/03/17,30561
2017/03/18,17654
2017/03/19,7561
2017/03/20,-3988
2017/03/21,3612
2017/03/22,-1705
2017/03/23,-21863
2017/03/24,-12162
2017/03/25,-4294
2017/03/26,-2767
2017/03/27,1071
2017/03/28,-895
2017/03/29,3852
2017/03/30,14118
2017/03/31,12803
2017/04/01,-3722
2017/04/02,8789
2017/04/03,14424
2017/04/04,4567
2017/04/05,3020
2017/04/06,2462
2017/04/07,-18341
2017/04/08,-3635
2017/04/09,-12379
2017/04/10,-18594
2017/04/11,-8204
2017/04/12,-4836
2017/04/13,-11779
2017/04/14,-83
2017/04/15,2320
2017/04/16,-2052
2017/04/17,-3355
2017/04/18,5583
2017/04/19,2354
2017/04/20,3354
2017/04/21,-3443
2017/04/22,-1582
2017/04/23,5991
2017/04/24,8170
2017/04/25,-935
2017/04/26,6245
2017/04/27,15535
2017/04/28,16794
2017/04/29,13889
2017/04/30,15414
2017/05/01,20412
2017/05/02,18521
2017/05/03,4109
2017/05/04,7168
2017/05/05,12766
2017/05/06,5362
2017/05/07,10889
2017/05/08,11584
2017/05/09,8973
2017/05/10,12402
2017/05/11,2285
2017/05/12,-4927
2017/05/13,-1446
2017/05/14,-5066
2017/05/15,-5405
2017/05/16,-2
2017/05/17,-2048
2017/05/18,10762
2017/05/19,38789
2017/05/20,17714
2017/05/21,23864
2017/05/22,35327
2017/05/23,44512
2017/05/24,49306
2017/05/25,30454
2017/05/26,3459
2017/05/27,16019
2017/05/28,2370
2017/05/29,-12560
2017/05/30,-10730
2017/05/31,1323
2017/06/01,17849
2017/06/02,4113
2017/06/03,20396
2017/06/04,24007
2017/06/05,25735
2017/06/06,26957
2017/06/07,10659
2017/06/08,-13201
2017/06/09,26750
2017/06/10,33252
2017/06/11,50761
2017/06/12,85511
2017/06/13,63327
2017/06/14,48816
2017/06/15,63547
2017/06/16,24625
2017/06/17,14981
2017/06/18,2268
2017/06/19,-20088
2017/06/20,-10242
2017/06/21,-24547
2017/06/22,17905
2017/06/23,34664
2017/06/24,16217
2017/06/25,-14414
2017/06/26,45881
2017/06/27,-8621
2017/06/28,31275
2017/06/29,-23855
2017/06/30,-25059
2017/07/01,-9893
2017/07/02,17054
2017/07/03,-36238
2017/07/04,10887
2017/07/05,-8556
2017/07/06,-6063
2017/07/07,25857
2017/07/08,-10766
2017/07/09,-22594
2017/07/10,-896
2017/07/11,84
2017/07/12,7026
2017/07/13,-13201
2017/07/14,-39256
2017/07/15,-3335
2017/07/16,11892
2017/07/17,-35421
2017/07/18,-15287
2017/07/19,-6486
2017/07/20,10838
2017/07/21,186
2017/07/22,-16242
2017/07/23,21182
2017/07/24,3952
2017/07/25,-15685
2017/07/26,-29668
2017/07/27,-16463
2017/07/28,506
2017/07/29,-1280
2017/07/30,-35528
2017/07/31,16730
2017/08/01,-11129
2017/08/02,9475
2017/08/03,-1388
2017/08/04,8988
2017/08/05,34524
2017/08/06,23328
2017/08/07,297
2017/08/08,63696
2017/08/09,31604
2017/08/10,69874
2017/08/11,56296
2017/08/12,41002
2017/08/13,39752
2017/08/14,86866
2017/08/15,51789
2017/08/16,76025
2017/08/17,49162
2017/08/18,58546
2017/08/19,21259
2017/08/20,-10577
2017/08/21,-20889
2017/08/22,-41184
2017/08/23,-18540
2017/08/24,-49462
2017/08/25,-51839
2017/08/26,-45424
2017/08/27,-1706
2017/08/28,-20614
2017/08/29,35075
2017/08/30,18007
2017/08/31,49013
2017/09/01,22523
2017/09/02,31826
2017/09/03,-49
2017/09/04,68720
2017/09/05,30136
2017/09/06,42104
2017/09/07,-3200
2017/09/08,20400
2017/09/09,22131
2017/09/10,11012
2017/09/11,-58332
2017/09/12,-10419
2017/09/13,-66936
2017/09/14,-4714
2017/09/15,27471
2017/09/16,-12916
2017/09/17,-18602
2017/09/18,9845
2017/09/19,-52226
2017/09/20,-24321
2017/09/21,-58632
2017/09/22,-130245
2017/09/23,-60392
2017/09/24,-9693
2017/09/25,-51103
2017/09/26,-36575
2017/09/27,-19573
2017/09/28,4750
2017/09/29,40458
2017/09/30,18967
2017/10/01,-5082
2017/10/02,422
2017/10/03,16805
2017/10/04,-7048
2017/10/05,-16215
2017/10/06,-22159
2017/10/07,-5994
2017/10/08,12860
2017/10/09,-2027
2017/10/10,23024
2017/10/11,30686
2017/10/12,29053
2017/10/13,60994
2017/10/14,29194
2017/10/15,14474
2017/10/16,8183
2017/10/17,30720
2017/10/18,13846
2017/10/19,1261
2017/10/20,-6591
2017/10/21,25817
2017/10/22,51043
2017/10/23,42260
2017/10/24,-6753
2017/10/25,-5129
2017/10/26,12628
2017/10/27,-12717
2017/10/28,-239061
2017/10/29,-254653
2017/10/30,-249252
2017/10/31,13040
2017/11/01,52858
2017/11/02,79037
2017/11/03,30997
2017/11/04,212259
2017/11/05,207256
2017/11/06,247151
2017/11/07,-18770
2017/11/08,-11808
2017/11/09,-40658
2017/11/10,6731
2017/11/11,23004
2017/11/12,67141
2017/11/13,14750
2017/11/14,38447
2017/11/15,59688
2017/11/16,14213
2017/11/17,37741
2017/11/18,36019
2017/11/19,2783
2017/11/20,54099
2017/11/21,33676
2017/11/22,-3908
2017/11/23,34370
2017/11/24,4772
2017/11/25,42087
2017/11/26,39611
2017/11/27,68202
2017/11/28,84371
2017/11/29,116586
2017/11/30,92899
2017/12/01,65698
2017/12/02,77872
2017/12/03,109490
2017/12/04,47737
2017/12/05,15112
2017/12/06,149928
2017/12/07,-13031
2017/12/08,84767
2017/12/09,47630
2017/12/10,-5685
2017/12/11,87089
2017/12/12,155304
2017/12/13,31052
2017/12/14,265183
2017/12/15,143833
2017/12/16,155503
2017/12/17,173038
2017/12/18,181749
2017/12/19,219420
2017/12/20,132033
2017/12/21,154914
2017/12/22,224934
2017/12/23,60113
2017/12/24,-84519
2017/12/25,-187502
2017/12/26,-224150
2017/12/27,-117701
2017/12/28,-153580
2017/12/29,-19774
2017/12/30,240507
2017/12/31,152180
2018/01/01,133833
2018/01/02,293813
2018/01/03,337305
2018/01/04,445001
2018/01/05,218469
2018/01/06,68991
2018/01/07,210452
2018/01/08,292244
2018/01/09,133867
2018/01/10,-40745
2018/01/11,-175402
2018/01/12,-178936
2018/01/13,-77533
2018/01/14,-69778
2018/01/15,6159
2018/01/16,8594
2018/01/17,66477
2018/01/18,-2483
2018/01/19,-110798
2018/01/20,-239662
2018/01/21,-35923
2018/01/22,-231184
2018/01/23,-339661
2018/01/24,-358374
2018/01/25,-439421
2018/01/26,-65479
2018/01/27,-67447
2018/01/28,-156042
2018/01/29,-46934
2018/01/30,-34475
2018/01/31,-16937
2018/02/01,227075
2018/02/02,31757
2018/02/03,-23930
2018/02/04,-68196
2018/02/05,-57345
2018/02/06,-5601
2018/02/07,-67900
2018/02/08,-291026
2018/02/09,-183151
2018/02/10,17934
2018/02/11,-43462
2018/02/12,-36905
2018/02/13,-140904
2018/02/14,-56673
2018/02/15,78527
2018/02/16,-81060
2018/02/17,-117060
2018/02/18,-35062
2018/02/19,-47856
2018/02/20,93512
2018/02/21,24621
2018/02/22,-29398
2018/02/23,1371
2018/02/24,-67132
2018/02/25,-66369
2018/02/26,-42521
2018/02/27,-133689
2018/02/28,-59025
2018/03/01,-50752
2018/03/02,-6892
2018/03/03,-4241
2018/03/04,-43652
2018/03/05,-40938
2018/03/06,-3286
2018/03/07,72636
2018/03/08,-12802
2018/03/09,-34587
2018/03/10,-13788
2018/03/11,-16518
2018/03/12,-47444
2018/03/13,-42176
2018/03/14,-101256
2018/03/15,-11297
2018/03/16,-23012
2018/03/17,-22968
2018/03/18,54956
2018/03/19,36577
2018/03/20,-15977
2018/03/21,-26821
2018/03/22,-27832
2018/03/23,72068
2018/03/24,54432
2018/03/25,-80751
2018/03/26,-45650
2018/03/27,-28048
2018/03/28,-76926
2018/03/29,-18458
2018/03/30,-72403
2018/03/31,-68071
2018/04/01,264
2018/04/02,-34818
2018/04/03,26223
2018/04/04,27118
2018/04/05,57968
2018/04/06,9038
2018/04/07,5389
2018/04/08,61350
2018/04/09,46574
2018/04/10,-24659
2018/04/11,6684
2018/04/12,-302
2018/04/13,39134
2018/04/14,25297
2018/04/15,3179
2018/04/16,-5369
2018/04/17,57815
2018/04/18,30574
2018/04/19,14180
2018/04/20,28705
2018/04/21,103914
2018/04/22,106945
2018/04/23,124521
2018/04/24,104961
2018/04/25,66181
2018/04/26,20794
2018/04/27,-27813
2018/04/28,-36430
2018/04/29,-71338
2018/04/30,-57735
2018/05/01,-107402
2018/05/02,1121
2018/05/03,52039
2018/05/04,315393
2018/05/05,62309
2018/05/06,56553
2018/05/07,43808
2018/05/08,107016
2018/05/09,69767
2018/05/10,25463
2018/05/11,-229599
2018/05/12,43563
2018/05/13,43718
2018/05/14,30590
2018/05/15,-1566
2018/05/16,6971
2018/05/17,36583
2018/05/18,45735
2018/05/19,67337
2018/05/20,20203
2018/05/21,-12408
2018/05/22,32548
2018/05/23,19044
2018/05/24,-22832
2018/05/25,-42506
2018/05/26,-87378
2018/05/27,11316
2018/05/28,74761
2018/05/29,-2578
2018/05/30,-17546
2018/05/31,-10460
2018/06/01,-37799
2018/06/02,-4393
2018/06/03,3745
2018/06/04,-78587
2018/06/05,-51102
2018/06/06,-53997
2018/06/07,-33380
2018/06/08,-27271
2018/06/09,-399685
2018/06/10,-546885
2018/06/11,-19814
2018/06/12,-54771
2018/06/13,-19910
2018/06/14,-41196
2018/06/15,29751
2018/06/16,274778
2018/06/17,426187
2018/06/18,-62159
2018/06/19,25168
2018/06/20,16594
2018/06/21,12774
2018/06/22,4703
2018/06/23,54915
2018/06/24,16283
2018/06/25,137737
2018/06/26,-20475
2018/06/27,-20932
2018/06/28,9714
2018/06/29,-20336
2018/06/30,-132130
2018/07/01,-201696
2018/07/02,-288958
2018/07/03,-163940
2018/07/04,-187821
2018/07/05,-171074
2018/07/06,-197931
2018/07/07,-43918
2018/07/08,93913
2018/07/09,82356
2018/07/10,85524
2018/07/11,65753
2018/07/12,2102
2018/07/13,16789
2018/07/14,3056
2018/07/15,-59750
2018/07/16,67822
2018/07/17,71584
2018/07/18,175368
2018/07/19,157985
2018/07/20,132129
2018/07/21,101057
2018/07/22,162787
2018/07/23,54959
2018/07/24,75350
2018/07/25,4566
2018/07/26,1310
2018/07/27,98744
2018/07/28,96677
2018/07/29,40709
2018/07/30,13215
2018/07/31,-30244
2018/08/01,-37406
2018/08/02,-12138
2018/08/03,-15803
2018/08/04,-26595
2018/08/05,-48661
2018/08/06,-54176
2018/08/07,-82966
2018/08/08,-132462
2018/08/09,-104831
2018/08/10,-505140
2018/08/11,-442282
2018/08/12,-429772
2018/08/13,-2323
2018/08/14,17295
2018/08/15,49188
2018/08/16,89772
2018/08/17,376348
2018/08/18,376778
2018/08/19,367989
2018/08/20,-26126
2018/08/21,-59012
2018/08/22,-30142
2018/08/23,-84590
2018/08/24,-3057
2018/08/25,-7593
2018/08/26,14296
2018/08/27,-14835
2018/08/28,33575
2018/08/29,-48092
2018/08/30,-7288
2018/08/31,-19107
2018/09/01,32453
2018/09/02,36406
2018/09/03,13130
2018/09/04,-15544
2018/09/05,66280
2018/09/06,15609
2018/09/07,18942
2018/09/08,-48687
2018/09/09,-64905
2018/09/10,-66086
2018/09/11,-52094
2018/09/12,-62035
2018/09/13,-29643
2018/09/14,-57107
2018/09/15,-80440
2018/09/16,-84196
2018/09/17,-20485
2018/09/18,-36307
2018/09/19,-49186
2018/09/20,-41368
2018/09/21,3980
2018/09/22,6534
2018/09/23,10900
2018/09/24,-50185
2018/09/25,7592
2018/09/26,-3033
2018/09/27,-8981
2018/09/28,-21220
2018/09/29,-25299
2018/09/30,15814
2018/10/01,-490
2018/10/02,-26323
2018/10/03,55331
2018/10/04,49919
2018/10/05,66420
2018/10/06,134158
2018/10/07,9863
2018/10/08,46847
2018/10/09,57414
2018/10/10,-25879
2018/10/11,-9808
2018/10/12,-44376
2018/10/13,-62591
2018/10/14,10176
2018/10/15,26782
2018/10/16,31219
2018/10/17,57348
2018/10/18,15334
2018/10/19,23592
2018/10/20,9724
2018/10/21,-2602
2018/10/22,10022
2018/10/23,-13873
2018/10/24,-20612
2018/10/25,-11364
2018/10/26,1707
2018/10/27,-20678
2018/10/28,2638
2018/10/29,15387
2018/10/30,29793
2018/10/31,24741
2018/11/01,10873
2018/11/02,-40540
2018/11/03,-19499
2018/11/04,-16940
2018/11/05,-33464
2018/11/06,-46147
2018/11/07,-55360
2018/11/08,-40647
2018/11/09,25787
2018/11/10,10026
2018/11/11,46031
2018/11/12,-8774
2018/11/13,-7981
2018/11/14,24032
2018/11/15,20809
2018/11/16,-16664
2018/11/17,-11168
2018/11/18,-66077
2018/11/19,37920
2018/11/20,35013
2018/11/21,-23540
2018/11/22,-24312
2018/11/23,-4996
2018/11/24,-22876
2018/11/25,23382
2018/11/26,-66120
2018/11/27,-64474
2018/11/28,13092
2018/11/29,-11972
2018/11/30,9666
2018/12/01,7976
2018/12/02,-34172
2018/12/03,-14689
2018/12/04,-8048
2018/12/05,-16001
2018/12/06,14762
2018/12/07,6178
2018/12/08,60337
2018/12/09,36515
2018/12/10,33533
2018/12/11,8513
2018/12/12,-17710
2018/12/13,-10449
2018/12/14,-27869
2018/12/15,-30750
2018/12/16,21774
2018/12/17,-13489
2018/12/18,131
2018/12/19,28937
2018/12/20,28564
2018/12/21,18734
2018/12/22,-43128
2018/12/23,-32142
2018/12/24,17003
2018/12/25,-1745
2018/12/26,-17377
2018/12/27,-18509
2018/12/28,9934
2018/12/29,49063
2018/12/30,-16066
2018/12/31,-32943
2019/01/01,-24933
2019/01/02,4403
2019/01/03,23914
2019/01/04,-26764
2019/01/05,-30708
2019/01/06,6728
2019/01/07,22854
2019/01/08,61744
2019/01/09,16293
2019/01/10,-9419
2019/01/11,4524
2019/01/12,-36317
2019/01/13,-19981
2019/01/14,23228
2019/01/15,-15378
2019/01/16,-39763
2019/01/17,-39008
2019/01/18,-14672
2019/01/19,23876
2019/01/20,-6504
2019/01/21,-61104
2019/01/22,-43453
2019/01/23,2012
2019/01/24,-806
2019/01/25,-1663
2019/01/26,-10706
2019/01/27,22431
2019/01/28,38437
2019/01/29,22727
2019/01/30,-4411
2019/01/31,1651
2019/02/01,-19327
2019/02/02,-21980
2019/02/03,-62741
2019/02/04,-110952
2019/02/05,-79859
2019/02/06,-62514
2019/02/07,-67284
2019/02/08,-28655
2019/02/09,-20035
2019/02/10,-17021
2019/02/11,20345
2019/02/12,24106
2019/02/13,27848
2019/02/14,33343
2019/02/15,16779
2019/02/16,21633
2019/02/17,32200
2019/02/18,63061
2019/02/19,49829
2019/02/20,15878
2019/02/21,4129
2019/02/22,3295
2019/02/23,6431
2019/02/24,32720
2019/02/25,-20090
2019/02/26,-13068
2019/02/27,12299
2019/02/28,30313
2019/03/01,29500
2019/03/02,23666
2019/03/03,-17629
2019/03/04,23287
2019/03/05,26277
2019/03/06,22132
2019/03/07,10300
2019/03/08,7636
2019/03/09,22955
2019/03/10,55
2019/03/11,-21405
2019/03/12,-753
2019/03/13,-4803
2019/03/14,5463
2019/03/15,-10365
2019/03/16,-35680
2019/03/17,21765
2019/03/18,34078
2019/03/19,20011
2019/03/20,37021
2019/03/21,8722
2019/03/22,27895
2019/03/23,28770
2019/03/24,18545
2019/03/25,43077
2019/03/26,25285
2019/03/27,1979
2019/03/28,36937
2019/03/29,22569
2019/03/30,49140
2019/03/31,19436
2019/04/01,43124
2019/04/02,82075
2019/04/03,75135
2019/04/04,13176
2019/04/05,4578
2019/04/06,-28140
2019/04/07,18680
2019/04/08,-22063
2019/04/09,-59683
2019/04/10,-57319
2019/04/11,38317
2019/04/12,52494
2019/04/13,29782
2019/04/14,-39001
2019/04/15,-26051
2019/04/16,-18658
2019/04/17,651
2019/04/18,-38060
2019/04/19,-8498
2019/04/20,91467
2019/04/21,93160
2019/04/22,55894
2019/04/23,57572
2019/04/24,21807
2019/04/25,2359
2019/04/26,-28275
2019/04/27,-131468
2019/04/28,-71822
2019/04/29,-67291
2019/04/30,-39247
2019/05/01,8199
2019/05/02,-39567
2019/05/03,-18375
2019/05/04,15386
2019/05/05,13354
2019/05/06,19240
2019/05/07,-17521
2019/05/08,-18960
2019/05/09,48316
2019/05/10,51118
2019/05/11,67526
2019/05/12,39939
2019/05/13,61725
2019/05/14,104801
2019/05/15,112378
2019/05/16,134964
2019/05/17,56281
2019/05/18,18170
2019/05/19,24826
2019/05/20,8408
2019/05/21,8322
2019/05/22,-41505
2019/05/23,-62325
2019/05/24,13910
2019/05/25,35779
2019/05/26,14543
2019/05/27,75599
2019/05/28,28071
2019/05/29,86778
2019/05/30,32339
2019/05/31,35765
2019/06/01,182723
2019/06/02,131135
2019/06/03,-12367
2019/06/04,-39888
2019/06/05,-112530
2019/06/06,13887
2019/06/07,-122377
2019/06/08,-266900
2019/06/09,-117836
2019/06/10,-100388
2019/06/11,7299
2019/06/12,154270
2019/06/13,-38201
2019/06/14,65288
2019/06/15,118263
2019/06/16,161502
2019/06/17,30716
2019/06/18,-2011
2019/06/19,-142182
2019/06/20,-59816
2019/06/21,18353
2019/06/22,-20842
2019/06/23,-172428
2019/06/24,21212
2019/06/25,-24140
2019/06/26,69998
2019/06/27,59991
2019/06/28,-47025
2019/06/29,-55353
2019/06/30,-49824
2019/07/01,-48996
2019/07/02,15515
2019/07/03,-56448
2019/07/04,-34653
2019/07/05,-25015
2019/07/06,-42658
2019/07/07,-32237
2019/07/08,-2321
2019/07/09,-25745
2019/07/10,-36260
2019/07/11,-47436
2019/07/12,12216
2019/07/13,-35559
2019/07/14,13296
2019/07/15,13082
2019/07/16,-100959
2019/07/17,-12033
2019/07/18,-7421
2019/07/19,-42551
2019/07/20,1122
2019/07/21,-49241
2019/07/22,-40539
2019/07/23,6093
2019/07/24,-81084
2019/07/25,-50197
2019/07/26,-10202
2019/07/27,10317
2019/07/28,32488
2019/07/29,-14554
2019/07/30,66688
2019/07/31,40586
2019/08/01,16922
2019/08/02,8594
2019/08/03,-28471
2019/08/04,-64798
2019/08/05,54200
2019/08/06,17210
2019/08/07,26955
2019/08/08,39531
2019/08/09,34537
2019/08/10,59459
2019/08/11,71052
2019/08/12,2314
2019/08/13,-22815
2019/08/14,20969
2019/08/15,-3702
2019/08/16,1382
2019/08/17,-19717
2019/08/18,-3082
2019/08/19,-29652
2019/08/20,331
2019/08/21,550
2019/08/22,16154
2019/08/23,6505
2019/08/24,18997
2019/08/25,17937
2019/08/26,10987
2019/08/27,-4747
2019/08/28,-24227
2019/08/29,-3634
2019/08/30,-36646
2019/08/31,-19027
2019/09/01,-17066
2019/09/02,-2508
2019/09/03,-9309
2019/09/04,-6323
2019/09/05,25273
2019/09/06,30879
2019/09/07,12793
2019/09/08,19759
2019/09/09,7907
2019/09/10,-23471
2019/09/11,4721
2019/09/12,-28170
2019/09/13,-67211
2019/09/14,-17997
2019/09/15,-8730
2019/09/16,-1628
