Date,Y_test,y_pred,pred_returns
2021-06-01,137.796,173.96702612937474,
2021-06-02,133.855,174.29297448446812,0.0018736214692258724
2021-06-03,138.441,172.54484426322418,-0.010029837556072674
2021-06-04,143.405,159.977465126596,-0.07283543701518036
2021-06-05,139.483,172.1040409381419,0.07580177496842877
2021-06-06,138.752,161.30563030902528,-0.0627435042794714
2021-06-07,140.379,174.2590837894532,0.08030379011329014
2021-06-08,132.128,164.18218323654565,-0.05782711772479454
2021-06-09,131.884,164.18218323654565,0.0
2021-06-10,133.019,161.30563030902528,-0.01752049382469223
2021-06-11,134.316,161.30563030902528,0.0
2021-06-12,135.673,161.30563030902528,0.0
2021-06-13,132.351,154.51198960655861,-0.04211657515891776
2021-06-14,128.863,153.18382442412934,-0.008595871335365324
2021-06-15,126.938,153.18382442412934,0.0
2021-06-16,124.292,154.45898503225942,0.008324381591358287
2021-06-17,120.398,157.388542534079,0.018966572266467585
2021-06-18,120.671,156.6670324578699,-0.0045842604842272205
2021-06-19,116.117,152.57175828501465,-0.026139986879221255
2021-06-20,107.724,156.9792930196014,0.028888273846547463
2021-06-21,113.311,159.1343358709127,0.013728198221928611
2021-06-22,118.62,158.09158595711378,-0.00655263936655881
2021-06-23,120.002,157.49560602958934,-0.0037698396402077172
2021-06-24,125.69,154.2594881254072,-0.02054735357870341
2021-06-25,125.296,154.2594881254072,0.0
2021-06-26,136.259,154.2594881254072,0.0
2021-06-27,131.301,154.2594881254072,0.0
2021-06-28,137.074,154.2594881254072,0.0
2021-06-29,139.613,154.98099820161627,0.004677249256930693
2021-06-30,140.184,156.0237481154152,0.006728243629211983
2021-07-01,144.042,156.0237481154152,0.0
2021-07-02,146.713,154.98099820161627,-0.00668327691389381
2021-07-03,142.476,152.27637203996687,-0.017451340441948404
2021-07-04,138.962,159.25986601959735,0.04586065379727833
2021-07-05,139.979,156.55523985794795,-0.016982471662487675
2021-07-06,140.953,156.55523985794795,0.0
2021-07-07,146.262,156.55523985794795,0.0
2021-07-08,152.812,154.60951031434521,-0.012428389783492477
2021-07-09,152.65,157.31413647599462,0.0174932716373688
2021-07-10,156.406,157.48074335388725,0.0010590712419418224
2021-07-11,163.977,157.48074335388725,0.0
2021-07-12,170.625,157.48074335388725,0.0
2021-07-13,168.866,169.32661241430634,0.07522106391001282
2021-07-14,176.167,171.48165526561763,0.01272713615765464
2021-07-15,180.714,180.77220396135044,0.054178090836259685
2021-07-16,181.017,184.8674781342057,0.022654335584307184
2021-07-17,184.125,180.77220396135044,-0.022152485738363703
2021-07-18,178.179,167.16869384988084,-0.07525222248426022
2021-07-19,169.171,184.8674781342057,0.10587379656276164
2021-07-20,168.718,177.9605818361823,-0.03736133779576567
2021-07-21,178.61,176.74186059084744,-0.006848265120063202
2021-07-22,181.213,176.02035051463835,-0.004082281774091756
2021-07-23,184.224,180.0978446654117,0.023164901892603895
2021-07-24,187.84,182.03807598695568,0.010773206781838685
2021-07-25,181.83,166.4943345539421,-0.08538730893929791
2021-07-26,175.648,184.19311883826697,0.10630262183840666
2021-07-27,171.006,180.7099108045264,-0.01891063062349818
2021-07-28,171.005,178.5548679532151,-0.011925427010156642
2021-07-29,173.88,180.7099108045264,0.01206935927322883
2021-07-30,176.944,168.36683784973727,-0.06830324302545099
2021-07-31,172.32,171.60295575391942,0.01922063718432665
2021-08-01,170.825,172.3244658301285,0.004204531752027174
2021-08-02,175.549,172.3244658301285,0.0
2021-08-03,183.9,169.44791290260812,-0.01669265541409537
2021-08-04,196.712,169.44791290260812,0.0
2021-08-05,214.764,171.60295575391942,0.01271802534711619
2021-08-06,220.088,171.60295575391942,0.0
2021-08-07,224.591,169.44791290260812,-0.012558308461782297
2021-08-08,200.747,167.50768158106416,-0.011450311121029455
2021-08-09,180.357,171.60295575391942,0.024448276844386774
2021-08-10,182.6,171.60295575391942,0.0
2021-08-11,179.062,171.60295575391942,0.0
2021-08-12,180.087,171.60295575391942,0.0
2021-08-13,181.078,171.60295575391942,0.0
2021-08-14,179.07,169.44791290260812,-0.012558308461782297
2021-08-15,180.056,169.44791290260812,0.0
2021-08-16,182.879,171.60295575391942,0.01271802534711619
2021-08-17,188.983,171.60295575391942,0.0
2021-08-18,182.952,171.60295575391942,0.0
2021-08-19,181.947,169.44791290260812,-0.012558308461782297
2021-08-20,178.418,171.60295575391942,0.01271802534711619
2021-08-21,163.301,169.44791290260812,-0.012558308461782297
2021-08-22,157.228,166.27968705219808,-0.01869734360334674
2021-08-23,155.229,171.60295575391942,0.032013944674133654
2021-08-24,160.919,170.1734902004001,-0.00833007536052699
2021-08-25,154.022,171.60295575391942,0.008400048396703497
2021-08-26,152.419,169.44791290260812,-0.012558308461782297
2021-08-27,149.845,168.94549567153402,-0.0029650246053066764
2021-08-28,151.168,170.37496122505334,0.008461104854186274
2021-08-29,145.431,170.37496122505334,0.0
2021-08-30,145.423,168.94549567153402,-0.0083901152096586
2021-08-31,151.066,168.94549567153402,0.0
2021-09-01,160.633,170.37496122505334,0.008461104854186274
2021-09-02,168.734,168.94549567153402,-0.0083901152096586
2021-09-03,169.73,174.9253436471122,0.03539513114456905
2021-09-04,166.867,174.9253436471122,0.0
2021-09-05,170.268,174.9253436471122,0.0
2021-09-06,174.506,174.9253436471122,0.0
2021-09-07,179.715,174.2038335709031,-0.004124674339154866
2021-09-08,178.944,174.4411563195097,0.0013623279335583938
2021-09-09,178.905,173.01169076599038,-0.008194542983314568
2021-09-10,179.866,173.01169076599038,0.0
2021-09-11,179.96,172.0487907195918,-0.005565520122573497
